response_id,jobs_displaced,jobs_created
10612,2,1
10613,2,2
10614,1,1
10615,1,1
10616,1,2
10617,1,2
10618,1,2
10619,1,1
10620,1,1
10621,2,2
10622,1,1
10623,2,2
10624,2,2
10625,0,2
10627,0,13
10628,19,6
10629,8,7
10630,16,9
10631,18,8
10632,13,17
10633,9,9
10634,7,6
10635,20,12
10636,14,12
10637,12,5
10638,8,11
10640,11,17
10641,802,583
10642,877,715
10643,711,592
10644,1079,892
10645,463,506
10646,376,908
10647,706,502
10649,1017,532
10650,576,793
10651,408,703
10653,524,626
10654,639,790
10655,517,488
10656,658,766
10657,1,0
10658,0,0
10659,0,0
10660,1,0
10661,0,0
10662,0,0
10663,0,0
10664,0,0
10665,0,0
10666,0,0
10667,0,0
10668,0,0
10669,0,0
10670,0,0
10671,0,0
10672,1,0
10673,16,48
10674,23,23
10675,10,19
10676,31,37
10677,7,21
10678,45,28
10679,23,27
10680,11,28
10681,38,33
10682,10,28
10683,25,17
10685,30,38
10686,10,11
10687,18,35
10688,38,35
10689,0,0
10690,3,2
10691,3,3
10692,2,1
10694,2,3
10695,6,3
10696,1,1
10697,3,2
10698,1,2
10699,3,1
10701,2,2
10702,2,4
10703,2,2
10705,12,14
10706,12,20
10707,24,17
10708,7,16
10709,21,14
10710,13,21
10711,13,9
10712,32,26
10713,21,19
10714,34,30
10715,23,29
10717,14,8
10718,8,18
10719,19,17
10720,17,16
10721,5,6
10722,5,5
10723,5,4
10724,5,4
10725,6,6
10727,6,5
10728,8,7
10731,5,6
10732,6,6
10733,3,6
10734,6,5
10735,10,6
10736,8,9
10737,6,13
10739,18,19
10740,19,17
10741,13,15
10742,3,9
10743,8,15
10744,2,12
10745,24,23
10746,12,9
10747,27,19
10748,19,16
10749,15,13
10751,17,14
10753,822,924
10754,612,703
10755,828,951
10756,970,1172
10758,689,716
10759,497,698
10760,663,1046
10761,762,744
10762,773,717
10763,729,718
10764,731,817
10765,702,916
10766,831,899
10767,598,715
10768,774,958
10769,12,14
10770,16,17
10771,3,9
10772,11,15
10773,5,9
10774,14,18
10775,22,25
10777,14,13
10778,12,12
10780,20,18
10781,16,19
10782,13,11
10783,14,10
10784,21,17
10785,9,8
10787,7,8
10788,6,2
10789,6,7
10791,6,14
10792,4,6
10793,11,7
10794,8,12
10796,5,12
10797,7,18
10798,8,8
10799,14,10
10800,6,7
10802,1,1
10803,1,1
10804,2,3
10805,1,1
10806,2,2
10807,1,2
10808,1,2
10809,2,2
10810,1,1
10811,2,1
10812,3,1
10813,1,2
10814,2,1
10815,0,1
10816,1,1
10817,44,70
10818,30,60
10819,31,29
10820,71,38
10821,22,28
10822,64,57
10823,61,49
10824,20,36
10825,43,38
10826,38,42
10827,25,39
10828,53,53
10829,40,38
10830,36,50
10831,50,32
10832,48,40
10833,943,557
10834,434,397
10835,557,1037
10836,676,756
10837,483,586
10838,1073,910
10839,680,744
10841,712,103
10842,947,1087
10843,723,645
10844,444,343
10845,646,595
10846,285,992
10848,1317,1039
10849,1,1
10850,0,1
10851,2,1
10852,1,1
10853,2,1
10854,2,1
10855,1,1
10856,1,0
10857,1,1
10858,0,1
10859,1,1
10860,0,1
10861,0,1
10862,1,1
10863,1,1
10864,0,1
10865,11,16
10866,45,19
10867,36,46
10868,37,31
10869,43,43
10870,35,44
10871,59,42
10872,33,36
10873,32,29
10874,38,37
10875,13,28
10876,28,19
10877,13,30
10878,47,51
10880,19,42
10881,36,32
10882,34,23
10883,27,24
10884,34,25
10885,17,18
10886,9,14
10887,16,15
10888,16,20
10889,32,30
10890,23,21
10891,40,35
10892,15,14
10893,45,30
10894,27,22
10895,21,12
10896,32,29
10897,805,490
10898,491,285
10899,147,48
10900,113,158
10901,604,601
10902,589,440
10903,0,373
10904,184,368
10905,549,322
10906,364,444
10907,1262,791
10908,513,173
10909,592,466
10910,611,616
10911,738,429
10912,829,574
10913,35,24
10914,18,14
10915,22,10
10916,15,26
10918,47,32
10919,18,17
10920,25,23
10921,12,29
10922,0,14
10923,29,27
10924,40,13
10925,17,14
10926,26,36
10927,19,11
10928,23,36
10929,11,6
10930,9,9
10931,8,8
10932,3,12
10933,10,14
10934,10,15
10935,5,11
10936,23,12
10937,13,18
10938,8,7
10939,10,17
10940,22,13
10941,29,25
10942,13,13
10943,0,12
10944,9,17
10945,47,11
10946,16,17
10947,10,3
10948,10,0
10949,0,10
10950,0,24
10951,12,0
10952,32,13
10953,35,17
10954,0,18
10956,28,21
10958,10,11
10959,16,20
10960,33,26
10961,7,5
10962,5,3
10963,6,4
10964,4,6
10965,5,3
10967,7,5
10968,6,3
10969,7,5
10970,6,6
10971,4,4
10972,4,4
10973,2,3
10974,1,5
10976,6,5
10978,6,2
10979,6,8
10980,4,6
10981,7,7
10982,3,9
10983,10,12
10984,4,8
10985,11,6
10986,4,6
10987,10,11
10988,9,9
10989,2,13
10990,12,11
10991,8,9
10992,12,17
10993,7,6
10994,3,3
10995,5,3
10996,5,4
10997,3,6
10998,5,6
10999,2,3
11000,3,4
11001,4,5
11002,4,4
11004,6,5
11005,8,7
11006,2,3
11007,8,6
11008,6,9
11009,16,21
11011,8,3
11012,11,19
11013,9,10
11014,1,2
11015,7,2
11016,7,8
11017,13,12
11019,17,13
11020,31,15
11021,5,13
11022,19,16
11023,12,19
11025,8,7
11026,12,7
11027,0,0
11028,10,6
11029,12,8
11030,10,5
11031,9,5
11032,10,3
11033,10,7
11034,6,9
11035,14,8
11036,3,11
11037,13,10
11038,4,10
11039,7,9
11040,4,6
11041,276,1039
11042,978,898
11043,354,271
11044,696,620
11045,955,619
11046,800,613
11048,780,934
11049,571,687
11051,1050,962
11052,399,1054
11053,488,841
11054,579,830
11055,633,526
11056,244,500
11057,0,0
11058,0,0
11059,0,1
11060,0,0
11061,1,1
11062,0,1
11063,0,0
11064,0,1
11066,1,1
11067,0,1
11068,1,1
11069,0,0
11070,1,0
11071,0,0
11072,1,1
11073,519,498
11074,905,839
11075,436,684
11076,810,1023
11077,780,950
11078,602,439
11079,1156,974
11080,686,739
11081,839,771
11082,815,817
11083,525,735
11084,1023,833
11085,647,868
11086,858,756
11087,551,909
11088,447,558
11089,4,3
11090,3,3
11091,2,4
11092,3,4
11093,6,3
11096,5,3
11097,4,3
11098,4,3
11099,4,1
11100,3,3
11101,6,5
11102,5,3
11103,5,4
11104,2,4
11105,25,12
11106,13,8
11107,9,15
11108,8,9
11109,3,16
11110,10,2
11111,2,5
11113,5,8
11114,12,8
11115,3,8
11116,15,16
11118,9,7
11119,19,12
11120,11,10
11122,8,13
11123,16,16
11124,6,11
11125,7,9
11126,13,10
11127,21,12
11128,16,13
11129,17,5
11130,11,13
11131,15,19
11132,20,14
11133,24,15
11134,15,9
11135,8,11
11136,11,11
11138,118,117
11140,187,173
11141,128,144
11142,89,111
11143,132,170
11144,66,137
11145,175,137
11146,158,146
11147,192,167
11148,63,148
11149,234,168
11150,138,195
11151,128,146
11153,5,2
11154,4,5
11155,4,2
11156,5,3
11157,2,2
11158,3,1
11159,5,4
11160,4,3
11161,5,5
11162,4,4
11164,2,5
11165,6,5
11166,3,3
11167,6,5
11168,6,5
11169,6,4
11170,4,4
11171,7,6
11172,5,3
11173,6,4
11174,3,4
11176,4,3
11177,4,4
11178,4,2
11179,2,4
11180,7,6
11181,3,4
11182,5,5
11184,4,4
11185,19,29
11186,25,27
11187,32,32
11188,35,45
11189,59,38
11190,46,36
11192,18,34
11193,31,44
11194,26,36
11195,51,52
11196,57,42
11197,32,40
11198,19,38
11199,58,43
11200,30,51
11201,1,1
11202,2,1
11203,2,2
11204,1,1
11205,1,1
11207,0,1
11208,3,1
11209,1,0
11210,1,1
11211,0,1
11212,0,1
11213,1,1
11214,1,1
11215,1,2
11216,1,2
11217,57,157
11218,329,235
11219,240,200
11221,135,248
11223,114,217
11224,170,196
11225,214,199
11226,136,155
11227,188,179
11228,280,247
11229,146,169
11230,141,231
11231,252,297
11232,254,210
11233,2,1
11234,1,1
11235,2,1
11236,0,0
11237,1,2
11238,2,1
11239,2,1
11240,1,0
11241,0,0
11242,2,1
11243,0,2
11244,0,1
11245,0,2
11246,4,2
11248,2,2
11249,206,242
11250,109,110
11251,252,277
11252,220,217
11253,150,197
11254,209,182
11255,227,258
11256,256,199
11257,211,139
11258,288,288
11259,140,175
11260,132,208
11261,251,241
11262,325,216
11263,360,308
11264,279,296
11265,556,637
11266,1050,1196
11267,934,963
11268,885,1110
11270,478,562
11271,703,1008
11272,1296,1366
11273,850,768
11274,1419,1345
11275,927,1099
11276,477,921
11277,764,886
11278,925,763
11279,1191,1181
11281,0,2
11282,3,4
11283,5,3
11284,2,4
11285,2,2
11286,3,4
11287,3,2
11288,4,5
11289,4,5
11290,4,4
11291,2,4
11292,5,4
11294,1,4
11296,1,2
11297,467,616
11298,773,914
11299,901,1173
11300,515,541
11301,544,857
11302,733,653
11305,988,720
11306,16,329
11307,793,1173
11308,841,904
11310,1113,980
11311,371,599
11312,864,800
11313,18,35
11314,14,64
11315,63,64
11316,18,26
11317,41,26
11318,27,33
11319,54,62
11321,52,36
11322,48,58
11323,69,34
11324,58,64
11325,50,56
11326,48,54
11327,36,54
11328,69,86
11329,2,1
11330,2,1
11331,3,2
11332,2,1
11334,2,2
11335,2,1
11336,3,2
11337,2,2
11338,1,1
11340,2,2
11341,2,2
11342,2,2
11343,3,4
11344,2,2
11347,4,3
11348,3,1
11349,0,1
11353,4,2
11355,2,3
11356,7,3
11357,3,3
11358,3,2
11359,4,5
11360,1,1
11361,6,7
11362,3,2
11363,6,4
11364,2,1
11365,0,1
11366,3,3
11367,2,3
11368,5,3
11369,4,3
11370,3,4
11371,3,3
11372,0,2
11373,3,3
11374,7,5
11375,2,2
11376,0,3
11377,16,19
11378,19,18
11379,23,15
11380,14,13
11381,17,18
11382,10,15
11383,16,17
11384,22,19
11385,18,19
11386,9,11
11387,20,19
11388,6,17
11389,15,19
11390,15,12
11392,16,26
11393,4,6
11394,5,6
11396,2,6
11397,6,8
11399,3,5
11400,3,5
11401,8,6
11402,8,6
11403,4,7
11404,3,5
11405,5,4
11406,6,5
11407,9,7
11408,6,6
11409,1,4
11410,5,4
11411,2,5
11412,5,5
11413,3,3
11414,1,2
11415,5,4
11416,2,1
11417,4,3
11418,2,4
11419,3,3
11420,1,3
11421,1,4
11422,3,5
11423,2,4
11424,6,6
11425,403,430
11426,490,929
11427,87,466
11428,339,922
11429,881,660
11430,368,651
11431,748,749
11432,723,1063
11433,866,763
11434,678,791
11436,650,814
11437,881,1059
11438,625,926
11439,549,905
11440,334,713
11441,84,75
11442,100,75
11444,84,85
11445,79,99
11446,69,74
11447,43,84
11448,68,82
11449,24,56
11450,68,88
11451,61,98
11452,66,73
11453,67,67
11454,62,92
11455,63,84
11456,44,75
11457,16,2
11458,13,11
11459,0,10
11460,18,16
11461,8,9
11462,14,19
11463,9,13
11464,16,16
11465,11,10
11466,15,11
11467,10,12
11468,9,3
11469,20,11
11470,5,8
11471,18,11
11472,17,14
11473,1,2
11474,2,3
11475,0,1
11476,3,4
11477,4,4
11478,0,2
11479,5,3
11480,2,3
11481,0,2
11482,3,3
11483,3,3
11484,3,4
11485,5,3
11487,5,4
11488,5,2
11489,208,205
11490,166,217
11491,153,128
11492,251,199
11493,244,247
11494,209,274
11495,134,155
11496,205,150
11497,127,255
11498,311,229
11499,291,261
11500,271,246
11501,307,245
11502,183,168
11503,263,292
11504,221,203
11505,3,3
11506,5,3
11507,1,2
11508,3,2
11509,2,3
11510,1,2
11511,3,3
11512,3,3
11513,2,3
11514,1,3
11515,2,3
11516,1,2
11518,3,3
11519,2,2
11520,5,3
11521,1192,952
11522,359,346
11523,988,694
11525,205,644
11526,1245,752
11527,358,1021
11528,120,1063
11530,1023,1421
11531,877,1014
11532,1483,1181
11533,1522,1792
11534,1127,1166
11536,826,905
11538,17,9
11539,29,4
11541,4,1
11542,16,8
11543,0,2
11544,13,8
11545,22,18
11546,23,27
11547,15,3
11548,22,14
11549,17,1
11551,2,0
11552,3,13
11553,226,613
11554,627,544
11555,300,717
11557,621,595
11558,802,777
11559,549,542
11560,416,477
11562,748,648
11563,789,643
11564,333,535
11565,478,370
11566,701,640
11567,396,338
11568,346,458
11569,2,1
11571,1,3
11572,7,6
11573,4,5
11574,0,5
11575,2,3
11576,0,0
11577,4,6
11579,3,5
11580,10,6
11581,9,7
11582,4,4
11583,5,6
11584,8,7
11585,1003,1048
11586,646,806
11587,1398,1148
11588,691,916
11589,815,1348
11590,1445,1403
11592,447,937
11593,1506,846
11594,1887,1554
11595,1452,1347
11596,150,737
11597,1306,617
11598,814,736
11599,1030,1495
11600,1346,1080
11602,6,5
11603,1,2
11604,4,3
11605,4,3
11606,4,2
11607,1,3
11608,4,1
11609,0,2
11610,3,2
11611,3,3
11612,4,2
11613,3,4
11614,3,1
11615,4,4
11616,5,5
11617,277,525
11618,1198,560
11620,475,457
11621,816,276
11622,778,609
11623,649,404
11624,1660,961
11625,1089,533
11626,653,775
11627,584,802
11628,668,904
11629,875,822
11630,569,962
11631,460,931
11632,715,771
11633,0,255
11634,169,654
11635,348,394
11636,624,780
11637,181,622
11638,594,729
11639,580,588
11640,1175,932
11641,357,367
11642,762,694
11643,352,734
11644,188,437
11645,931,820
11646,616,1040
11647,611,714
11648,787,753
11649,521,291
11650,328,273
11651,367,255
11652,194,401
11653,378,323
11655,165,320
11656,349,236
11657,243,362
11658,555,306
11659,347,66
11660,233,252
11661,389,438
11662,175,303
11663,560,295
11664,444,231
11665,25,11
11666,28,24
11667,25,26
11668,12,15
11669,33,22
11671,24,26
11672,19,10
11673,22,33
11674,20,27
11675,17,22
11676,33,20
11678,34,26
11679,16,14
11680,24,31
11681,1,1
11682,1,2
11683,2,2
11684,2,1
11685,1,1
11686,1,1
11687,1,2
11688,2,1
11689,1,1
11690,1,0
11691,1,2
11692,1,1
11693,1,1
11694,0,1
11695,2,2
11697,0,1
11698,3,4
11699,2,3
11700,3,2
11701,9,5
11702,4,2
11703,3,3
11704,5,3
11705,5,4
11706,3,3
11707,2,3
11708,5,4
11709,3,4
11710,3,4
11711,2,3
11712,2,2
11713,2,2
11714,2,5
11715,3,3
11716,3,2
11717,3,4
11718,2,5
11719,3,2
11720,3,4
11721,4,4
11722,5,3
11723,4,4
11724,2,3
11725,2,4
11726,3,4
11727,4,2
11728,8,4
11729,34,27
11730,36,21
11731,39,19
11732,25,22
11733,23,26
11734,10,12
11735,43,30
11736,12,23
11737,16,23
11738,8,32
11739,29,33
11740,46,24
11741,13,13
11742,42,33
11743,26,20
11744,42,37
11745,11,13
11747,46,27
11748,21,29
11749,17,16
11750,0,9
11751,18,16
11752,13,28
11753,30,31
11754,10,21
11755,15,19
11756,18,26
11757,23,31
11758,24,26
11759,33,26
11760,40,29
11761,25,34
11762,69,53
11763,63,57
11764,57,42
11765,39,52
11766,40,46
11767,57,35
11768,36,36
11769,32,34
11770,53,49
11771,82,47
11772,79,55
11774,32,68
11775,46,51
11776,50,53
11777,0,1
11778,1,0
11779,1,1
11780,0,2
11781,1,1
11783,0,0
11784,2,2
11785,3,2
11786,2,0
11787,1,1
11788,1,1
11789,2,2
11790,2,2
11791,1,1
11792,1,1
11793,218,172
11794,103,208
11795,156,171
11796,328,256
11797,240,292
11798,263,227
11799,242,224
11800,167,163
11801,219,168
11803,60,218
11804,430,268
11805,423,227
11806,202,251
11807,336,351
11808,273,92
11809,4,3
11810,3,4
11811,5,5
11812,2,3
11813,3,4
11814,4,3
11816,3,3
11817,2,3
11818,3,2
11819,5,4
11820,5,5
11821,4,3
11822,2,5
11823,3,4
11824,2,4
11825,2,0
11826,2,1
11828,4,2
11829,0,0
11830,2,1
11831,3,2
11833,2,4
11834,1,1
11835,3,2
11836,0,2
11837,1,3
11838,4,2
11839,0,1
11840,3,2
11841,1,3
11842,2,2
11843,4,2
11844,5,3
11845,2,1
11846,1,4
11847,1,3
11848,3,3
11849,1,3
11850,1,1
11851,2,2
11852,3,3
11853,2,2
11854,1,3
11855,1,1
11856,2,4
11857,1,1
11858,1,2
11859,1,0
11860,1,1
11861,1,1
11862,2,1
11863,0,0
11864,1,1
11865,1,1
11866,1,1
11867,1,2
11868,2,2
11869,1,2
11870,2,2
11871,1,2
11873,2,1
11874,1,1
11876,2,1
11877,2,3
11878,1,1
11879,1,2
11880,2,2
11881,1,1
11882,2,2
11883,1,2
11884,1,2
11885,1,2
11886,2,2
11887,2,2
11888,2,2
11889,878,999
11890,1003,1228
11891,436,868
11892,721,396
11893,808,730
11894,717,1038
11895,796,1334
11896,1019,856
11897,1242,987
11898,966,753
11899,834,677
11900,655,1131
11901,335,992
11902,516,671
11903,781,945
11904,480,655
11905,0,0
11906,1,0
11907,0,0
11908,0,0
11909,0,0
11910,1,0
11911,0,0
11912,0,0
11913,0,0
11914,0,1
11915,0,0
11916,0,1
11917,0,0
11918,0,0
11919,0,0
11920,0,0
11921,428,441
11922,198,306
11923,500,554
11924,29,333
11925,351,494
11926,451,403
11927,550,491
11928,418,524
11929,647,542
11931,510,642
11932,203,374
11933,465,433
11934,461,463
11935,576,390
11936,323,607
11937,1,1
11938,2,1
11940,1,1
11941,1,0
11942,3,2
11943,2,1
11944,1,1
11945,2,1
11946,1,1
11947,2,2
11948,2,1
11949,1,1
11950,4,3
11951,2,2
11952,2,2
11953,16,9
11955,27,20
11956,20,19
11957,19,10
11958,22,8
11959,24,21
11960,27,20
11961,23,12
11962,33,16
11964,14,14
11965,28,21
11966,15,16
11967,19,25
11968,18,26
11969,8,17
11970,17,19
11971,4,15
11972,11,21
11973,11,19
11974,17,16
11975,27,21
11976,21,23
11977,18,25
11978,8,14
11979,27,21
11980,13,16
11981,15,16
11982,18,19
11983,10,13
11984,16,13
11986,34,26
11987,55,1
11988,9,1
11989,22,10
11990,50,50
11991,69,31
11992,62,52
11993,33,37
11994,29,24
11995,28,39
11996,58,39
11997,16,35
11998,17,17
11999,17,14
12000,46,30
12001,2,7
12002,10,19
12003,31,14
12004,18,28
12005,10,8
12006,17,20
12007,17,0
12008,22,14
12009,19,16
12010,17,15
12011,18,7
12012,26,29
12013,18,24
12014,16,12
12015,29,19
12016,30,18
12017,139,220
12018,274,171
12019,282,128
12020,210,287
12021,151,274
12022,331,220
12023,112,102
12024,156,196
12025,246,367
12026,265,255
12028,306,317
12029,117,270
12030,257,407
12031,294,225
12032,197,229
12033,1,0
12034,7,8
12035,2,4
12036,6,3
12037,4,3
12038,7,4
12039,6,5
12040,0,2
12041,11,6
12042,6,7
12043,4,5
12044,8,8
12045,9,5
12046,3,4
12047,1,3
12048,7,6
12049,26,24
12050,0,9
12051,11,16
12052,0,17
12053,11,18
12054,0,17
12055,12,27
12057,31,31
12058,31,30
12059,22,28
12060,15,14
12061,26,28
12062,19,19
12064,19,30
12065,294,197
12066,6,0
12067,93,299
12068,110,305
12069,218,212
12070,320,312
12071,122,168
12072,251,255
12073,197,292
12074,414,403
12075,235,215
12076,359,262
12078,292,332
12079,363,282
12080,264,226
12081,3,3
12082,5,4
12083,4,5
12084,4,4
12085,6,5
12086,5,4
12087,3,4
12089,7,5
12090,7,5
12091,5,5
12092,4,4
12093,3,5
12094,3,4
12095,5,3
12096,3,4
12097,25,36
12098,38,22
12099,46,52
12100,55,25
12102,36,49
12103,44,32
12104,68,37
12105,21,19
12106,45,50
12107,25,26
12108,6,15
12109,28,30
12111,38,30
12112,37,45
12113,14,25
12114,21,50
12115,41,34
12117,43,26
12118,38,66
12119,34,51
12120,55,52
12122,44,34
12123,58,38
12124,53,65
12125,67,57
12126,38,70
12128,44,41
12129,42,49
12130,60,59
12131,59,79
12132,57,53
12133,42,42
12134,41,54
12135,46,48
12136,71,36
12137,46,64
12138,53,48
12139,56,48
12140,57,45
12141,8,41
12142,48,53
12143,40,42
12144,30,49
12145,5,0
12146,16,8
12147,7,4
12148,12,8
12149,7,5
12152,14,9
12153,11,12
12154,9,5
12155,16,13
12156,8,6
12157,13,11
12158,3,11
12159,7,10
12160,12,8
12161,14,8
12162,6,10
12163,9,8
12164,8,10
12165,8,7
12166,10,8
12167,9,12
12168,14,9
12169,7,11
12170,12,12
12171,4,8
12172,11,9
12173,7,9
12174,6,3
12175,9,6
12177,3,12
12178,19,14
12179,18,21
12180,21,16
12181,17,11
12182,7,13
12183,15,19
12185,14,16
12187,8,17
12188,15,19
12189,21,17
12190,12,18
12191,24,17
12194,2,3
12195,0,2
12196,1,2
12197,3,2
12198,2,2
12199,1,2
12200,5,3
12201,2,4
12202,2,3
12203,4,3
12204,2,2
12205,3,1
12207,1,1
12208,3,3
12209,1,1
12210,1,1
12211,1,1
12212,1,0
12213,0,0
12215,0,0
12216,0,1
12217,0,0
12218,1,0
12219,1,1
12221,0,1
12222,1,1
12223,1,1
12224,1,1
12226,26,31
12228,31,50
12229,60,34
12230,22,34
12231,13,25
12232,32,29
12233,31,37
12234,9,28
12235,29,45
12236,42,46
12237,29,40
12238,28,37
12239,33,36
12240,41,38
12241,2,2
12242,0,1
12243,2,2
12244,2,4
12245,3,3
12246,4,4
12247,1,2
12248,1,2
12249,2,2
12250,3,2
12251,3,2
12252,3,3
12253,2,3
12254,4,3
12255,2,2
12256,3,3
12257,4,3
12258,4,2
12259,4,3
12260,5,3
12261,1,3
12262,3,2
12263,4,3
12264,6,4
12265,3,3
12266,5,6
12267,6,3
12268,4,4
12269,3,3
12270,4,2
12271,2,4
12272,3,3
12273,26,12
12274,11,10
12275,7,10
12276,24,33
12277,12,12
12278,24,15
12279,6,7
12280,6,9
12281,0,26
12282,10,12
12283,16,6
12284,31,18
12285,36,12
12286,25,17
12287,19,28
12288,6,19
12289,15,13
12291,5,10
12292,9,18
12293,16,16
12294,19,13
12295,7,9
12296,10,18
12297,11,18
12299,10,17
12300,18,13
12301,13,12
12302,10,15
12303,7,15
12304,16,9
12305,226,460
12306,406,416
12308,496,422
12309,564,354
12310,507,493
12311,479,467
12312,279,243
12313,332,408
12314,419,323
12315,345,438
12316,300,467
12317,303,240
12318,0,143
12319,292,531
12320,482,315
12321,4,3
12322,5,3
12323,2,1
12325,3,4
12326,5,6
12327,5,4
12328,3,4
12329,1,2
12330,4,5
12331,5,6
12332,4,2
12333,6,6
12334,2,6
12335,4,5
12336,6,3
12338,3,2
12339,2,2
12340,2,2
12341,2,2
12342,3,3
12344,2,2
12345,2,2
12346,3,2
12347,2,2
12348,3,2
12349,1,3
12350,3,3
12351,2,2
12352,2,3
12353,4,2
12354,1,1
12355,0,2
12356,2,2
12358,2,3
12359,2,2
12360,2,2
12362,2,3
12363,2,2
12364,2,3
12365,2,2
12366,0,2
12367,4,3
12368,0,3
12369,4,3
12370,2,4
12371,3,3
12372,4,2
12373,0,1
12374,3,4
12375,1,3
12376,3,3
12377,1,1
12378,2,3
12379,1,3
12381,3,2
12382,3,3
12383,1,3
12384,3,4
12385,19,15
12386,15,8
12387,3,11
12388,4,5
12389,17,15
12390,16,14
12391,33,21
12393,13,22
12394,24,16
12395,19,21
12396,17,18
12397,15,23
12399,23,15
12400,19,17
12401,10,2
12402,18,17
12403,28,14
12404,23,15
12406,17,1
12407,16,20
12408,23,25
12409,30,18
12410,18,12
12411,15,34
12413,18,30
12414,26,20
12415,30,28
12416,37,24
12417,436,704
12418,477,1007
12419,1118,1139
12421,874,856
12422,578,456
12423,472,751
12424,411,665
12425,726,704
12426,651,894
12427,622,979
12428,704,672
12429,1233,1015
12430,831,1115
12431,854,586
12432,1188,1064
12433,1,1
12434,1,1
12435,1,0
12436,1,1
12437,1,1
12438,1,2
12439,1,1
12440,2,1
12441,3,1
12442,1,1
12443,1,0
12444,2,2
12445,2,2
12446,2,1
12447,3,2
12448,1,0
12449,60,41
12450,16,9
12451,43,42
12452,10,20
12453,66,39
12455,23,15
12456,41,38
12457,23,25
12458,18,41
12459,2,30
12460,27,40
12461,44,27
12462,59,48
12463,51,56
12464,17,22
12465,28,21
12466,29,41
12467,41,24
12469,66,52
12470,62,60
12471,26,42
12472,61,74
12473,66,44
12474,39,39
12475,32,59
12476,36,35
12477,38,40
12478,21,19
12479,84,52
12480,50,37
12481,233,535
12482,68,397
12483,885,687
12484,641,708
12485,1060,733
12486,553,813
12487,245,676
12488,0,779
12489,414,98
12490,265,613
12491,950,470
12492,833,636
12493,673,620
12494,266,578
12495,538,507
12496,429,818
12497,1,1
12499,1,1
12500,0,0
12501,0,1
12502,1,1
12503,1,1
12504,1,1
12505,1,1
12506,1,1
12507,0,1
12508,1,2
12509,0,1
12510,1,1
12511,0,1
12512,2,1
12513,22,23
12514,33,25
12515,10,13
12516,22,16
12517,19,21
12518,6,16
12519,6,32
12520,15,12
12521,3,17
12522,41,31
12523,21,40
12524,12,26
12525,39,45
12526,39,41
12527,3,30
12528,15,19
12529,1,0
12530,1,0
12531,0,1
12532,0,0
12533,1,1
12534,0,1
12535,0,1
12536,1,1
12537,2,1
12538,1,1
12539,1,1
12540,2,1
12541,1,1
12542,0,1
12543,2,1
12544,1,1
12545,2,2
12546,1,1
12547,2,2
12548,1,1
12549,2,1
12550,2,1
12551,1,2
12552,1,1
12553,1,1
12554,2,2
12555,2,2
12556,2,2
12557,3,3
12558,2,2
12559,2,2
12560,2,1
12561,21,18
12562,3,15
12563,7,15
12564,15,14
12565,21,13
12566,18,16
12567,27,24
12568,18,17
12569,17,18
12570,25,23
12571,8,13
12572,13,14
12573,13,26
12574,26,22
12575,18,21
12576,21,19
12577,1,2
12578,2,2
12579,1,1
12580,0,1
12581,1,1
12582,1,2
12583,1,1
12584,1,0
12585,1,1
12586,2,2
12587,1,1
12588,3,2
12589,1,1
12590,3,2
12591,2,1
12592,2,0
12593,54,49
12594,22,23
12595,35,33
12596,50,60
12597,41,35
12598,73,46
12599,41,20
12600,18,43
12601,49,48
12602,42,23
12603,10,33
12604,51,49
12605,56,68
12606,27,47
12607,23,38
12608,0,25
12609,23,4
12610,20,0
12611,19,26
12612,20,29
12613,7,18
12614,24,11
12615,13,11
12616,12,11
12617,21,14
12618,31,18
12619,16,11
12620,34,20
12621,19,17
12622,19,10
12623,4,13
12624,28,28
12625,217,220
12626,369,377
12627,544,635
12628,250,495
12629,502,326
12630,333,232
12631,322,321
12632,459,333
12633,460,558
12634,208,196
12635,307,556
12636,375,280
12637,222,415
12638,135,369
12639,483,278
12640,223,202
12641,40,20
12642,14,36
12643,17,25
12644,17,21
12645,39,28
12646,52,38
12647,54,46
12648,61,43
12649,47,57
12650,43,57
12651,45,36
12652,65,67
12653,65,89
12654,65,48
12655,59,40
12656,72,61
12657,157,130
12658,63,91
12659,136,112
12660,74,85
12661,82,71
12662,76,120
12663,84,95
12664,123,112
12665,77,102
12666,58,91
12668,71,100
12669,137,146
12670,127,112
12671,137,114
12672,110,137
12673,2,0
12674,0,2
12675,3,2
12676,4,1
12677,4,3
12678,1,0
12679,0,1
12680,1,2
12681,2,1
12682,4,4
12683,1,3
12684,6,3
12685,5,4
12686,2,2
12687,0,3
12688,3,1
12689,12,10
12690,30,26
12691,36,26
12692,24,10
12693,11,34
12694,1,20
12695,37,34
12696,28,27
12697,44,27
12698,36,20
12699,37,31
12700,30,34
12701,24,42
12702,42,32
12703,45,29
12704,37,23
12705,23,20
12706,40,30
12707,19,30
12708,16,22
12709,12,26
12710,30,39
12711,12,16
12712,23,36
12713,19,18
12714,29,28
12715,39,39
12716,11,13
12717,18,17
12718,20,18
12719,21,31
12720,12,19
12722,9,4
12723,7,5
12724,15,11
12725,7,8
12726,2,4
12727,15,3
12728,22,9
12729,8,11
12730,5,2
12731,13,3
12732,14,7
12733,4,9
12734,0,3
12735,26,7
12736,10,13
12737,3,3
12738,0,1
12739,4,2
12740,2,2
12741,2,2
12742,3,3
12743,3,3
12744,4,4
12745,2,2
