response_id,ai_projects_active,ai_training_hours,time_saved_per_week,task_automation_rate
19999,4,31.25,7.75,28.95
20000,3,25.65,6.58,21.77
20001,2,14.63,3.66,20.51
20002,3,12.6,1.45,5.3
20004,2,26.89,5.42,9.93
20005,2,4.38,4.07,14.62
20006,0,2.01,0.0,0.0
20007,4,15.21,10.64,36.27
20008,2,6.44,0.0,13.85
20010,0,13.32,4.11,11.18
20011,7,17.34,9.39,36.1
20012,4,35.08,5.38,21.79
20013,6,26.27,3.84,8.1
20014,4,28.84,3.19,18.07
20015,7,23.44,11.27,37.32
20016,5,28.21,1.44,15.57
20017,7,23.09,4.55,20.74
20018,2,2.94,0.72,15.79
20019,9,24.11,9.76,25.05
20020,10,30.63,3.44,3.97
20021,4,25.31,5.19,13.91
20022,4,18.53,3.66,11.97
20023,3,13.39,0.34,0.52
20024,4,7.75,6.65,9.03
20025,2,7.89,6.07,15.28
20027,6,28.43,2.69,23.78
20028,3,17.85,1.51,12.53
20029,1,20.19,8.77,25.91
20030,7,12.39,3.05,5.94
20031,9,13.65,7.74,14.67
20032,9,33.36,0.29,10.43
20033,2,18.28,7.69,17.27
20034,7,49.92,7.04,16.57
20035,2,26.0,6.35,12.0
20036,5,35.13,1.75,6.57
20037,3,14.46,5.52,16.99
20038,9,32.24,7.91,25.66
20039,5,16.13,3.91,1.78
20041,0,15.78,8.61,23.05
20042,5,13.2,2.52,7.0
20043,2,12.8,4.46,18.69
20044,6,32.82,8.74,14.91
20047,6,6.46,1.63,7.84
20049,7,25.27,10.71,31.61
20051,4,35.26,4.67,12.78
20052,1,14.23,2.29,15.46
20053,7,7.21,3.87,16.07
20054,5,40.35,6.06,21.28
20055,6,24.66,7.9,17.53
20056,6,10.66,0.0,16.24
20058,11,33.25,6.54,17.87
20059,1,25.38,6.92,12.92
20060,0,13.32,0.0,1.11
20061,1,22.22,5.5,22.85
20062,1,22.56,5.52,15.15
20063,10,46.05,5.61,22.43
20064,6,4.09,3.71,25.97
20065,9,15.55,8.86,18.52
20066,3,21.73,4.75,15.94
20067,7,26.13,7.54,31.83
20068,4,24.09,4.29,17.74
20069,5,23.06,3.77,12.29
20070,9,22.65,5.75,17.7
20071,0,24.72,0.0,5.48
20072,6,20.54,4.44,6.03
20073,3,26.57,5.92,13.99
20074,8,33.76,8.76,21.79
20076,7,15.17,8.53,19.68
20077,0,26.34,5.47,8.83
20078,11,44.38,8.07,22.31
20079,4,16.36,5.03,12.31
20080,9,14.58,7.87,26.69
20081,16,51.5,11.63,30.26
20082,9,13.71,3.35,19.98
20083,8,38.71,7.06,17.12
20084,7,21.45,4.56,18.73
20085,14,34.87,9.98,38.93
20087,9,45.73,11.4,36.01
20088,8,39.32,11.03,27.99
20089,2,13.57,2.88,3.43
20090,4,36.2,7.84,29.2
20091,4,29.27,4.94,16.16
20092,14,61.12,10.8,32.26
20094,6,24.63,2.34,12.41
20095,8,18.08,8.13,30.03
20097,4,9.63,6.35,14.09
20098,11,18.2,0.85,0.0
20099,5,25.1,5.14,16.07
20100,4,9.9,3.53,5.82
20101,2,0.8,0.73,5.4
20102,10,14.1,2.28,3.56
20103,5,11.96,2.55,8.03
20106,1,7.04,5.14,12.91
20107,3,0.31,0.0,0.0
20108,7,28.1,8.35,26.28
20109,6,4.4,3.41,9.39
20110,4,29.45,7.01,21.05
20111,0,3.66,2.67,9.2
20112,6,19.53,5.02,5.96
20113,3,0.9,5.77,19.72
20114,8,32.79,5.58,13.68
20115,8,40.79,10.76,20.47
20116,3,21.98,6.47,19.48
20118,8,39.64,5.8,15.84
20119,9,30.31,4.39,13.17
20120,9,24.85,4.23,16.22
20121,9,26.61,8.57,29.49
20122,8,29.19,1.72,17.57
20123,1,21.24,5.06,23.44
20124,7,29.69,6.09,25.29
20125,0,34.23,10.63,38.55
20126,7,29.25,12.59,26.49
20127,4,24.25,0.75,12.18
20128,4,30.18,5.07,21.21
20130,9,36.99,11.72,34.63
20131,7,57.18,10.97,34.92
20132,2,46.2,1.32,12.94
20134,7,26.4,4.46,13.9
20135,12,62.47,10.46,34.11
20136,9,22.71,10.97,26.84
20137,9,25.56,4.39,7.85
20138,13,30.59,4.45,17.76
20139,9,64.12,9.32,29.69
20140,11,44.89,5.17,15.87
20141,6,37.63,12.0,39.78
20142,14,49.66,7.86,25.97
20143,10,24.65,8.39,34.99
20144,9,42.27,9.95,28.64
20145,5,15.02,7.3,27.98
20146,6,26.77,4.01,11.71
20147,6,28.82,7.86,18.17
20148,7,10.18,5.33,14.25
20149,6,22.0,3.5,18.24
20150,8,12.92,5.56,8.12
20151,0,19.47,3.1,16.44
20152,5,38.63,7.34,21.31
20153,4,38.61,8.15,20.34
20154,11,41.24,3.75,19.49
20155,9,13.1,1.28,6.38
20156,3,36.57,9.83,30.83
20158,13,7.8,2.08,15.49
20159,11,26.64,8.77,25.61
20161,11,23.17,12.44,34.05
20162,7,44.35,10.02,23.78
20163,13,7.55,9.66,21.91
20164,9,29.44,9.71,27.17
20165,9,24.81,11.73,36.94
20166,8,31.39,8.44,22.42
20167,1,21.88,7.14,21.12
20168,10,26.73,10.97,30.77
20169,6,49.98,9.81,32.68
20171,6,23.73,14.95,32.73
20172,10,58.75,12.25,42.9
20173,9,51.84,12.6,37.38
20174,7,47.15,8.98,37.99
20175,8,54.04,2.89,23.97
20176,5,36.47,9.62,38.94
20178,3,15.52,5.43,16.64
20179,5,38.92,6.97,24.58
20180,7,22.09,6.64,6.56
20181,5,19.58,5.01,12.74
20182,5,37.62,4.41,19.23
20183,5,23.3,7.0,30.39
20184,7,16.83,3.8,12.65
20185,4,23.63,9.47,17.43
20186,6,32.52,7.09,19.94
20187,9,14.74,5.15,27.03
20189,10,33.98,10.11,25.2
20190,5,21.0,10.76,35.8
20191,9,53.01,9.81,30.85
20192,4,34.82,8.91,19.51
20193,3,28.45,9.69,25.33
20194,6,19.27,4.22,11.85
20195,3,33.96,4.74,5.36
20196,7,25.73,3.89,0.13
20197,6,20.1,5.13,16.74
20198,0,2.06,0.0,0.0
20199,3,13.37,3.1,6.44
20200,6,27.7,5.89,15.46
20201,5,27.65,2.13,0.0
20202,5,18.52,0.85,13.82
20204,3,39.19,4.86,11.34
20205,4,15.87,4.5,7.23
20206,8,22.98,6.32,21.19
20207,5,30.59,5.49,17.43
20208,7,25.16,5.03,17.67
20209,1,6.58,0.82,6.35
20210,4,6.75,6.95,21.58
20211,6,13.28,0.0,0.0
20212,6,18.64,1.45,7.64
20213,6,20.67,1.33,2.49
20214,7,22.01,6.34,22.43
20215,0,11.69,3.14,8.66
20216,2,20.77,5.41,16.62
20217,10,16.14,3.63,19.43
20218,5,20.29,8.09,22.71
20219,4,35.31,4.86,18.92
20221,7,23.22,5.26,19.21
20222,8,16.28,6.21,28.68
20223,3,38.66,3.68,14.68
20224,7,4.52,3.29,16.85
20225,2,6.95,0.89,8.9
20226,10,28.61,3.29,17.12
20227,1,4.62,6.92,18.91
20228,7,14.52,6.72,13.56
20229,0,20.11,6.05,19.94
20230,7,26.7,6.67,19.96
20231,6,16.49,8.6,26.49
20232,4,21.0,2.38,7.5
20233,3,15.63,2.89,11.89
20234,2,4.37,6.23,17.92
20235,7,37.54,3.88,14.05
20236,5,22.34,3.73,10.05
20237,5,20.69,0.04,0.0
20238,5,18.71,3.76,13.31
20239,2,6.26,7.86,24.66
20240,1,13.81,6.73,18.24
20241,9,50.5,12.72,21.27
20242,7,28.63,1.96,11.47
20243,3,21.15,2.86,8.59
20244,1,6.9,3.91,2.14
20245,6,7.79,6.97,13.38
20246,2,10.48,3.6,13.39
20247,7,31.83,4.22,20.37
20248,9,43.2,4.49,13.2
20249,1,18.42,4.69,18.25
20250,2,7.67,7.21,13.89
20251,5,14.09,4.85,21.58
20252,5,27.43,5.17,6.92
20253,5,34.59,5.17,5.24
20254,10,25.52,4.32,20.85
20255,12,1.35,4.72,9.71
20256,0,5.51,2.28,12.12
20257,8,37.4,9.16,25.16
20258,5,39.97,5.94,19.8
20259,5,13.67,7.82,22.76
20260,5,43.84,9.78,22.06
20261,4,23.19,7.41,16.79
20262,6,43.2,11.31,30.09
20263,8,32.51,7.96,19.82
20264,9,29.73,7.07,34.26
20265,11,34.83,8.68,20.49
20266,3,34.98,6.72,22.53
20267,10,49.63,8.53,37.47
20268,3,21.81,4.47,9.4
20269,11,37.56,7.7,27.42
20270,15,40.28,9.38,33.47
20271,6,39.45,2.24,23.54
20272,8,31.92,6.31,13.09
20273,9,12.31,4.74,12.05
20274,11,47.64,11.56,32.12
20275,5,14.33,2.55,19.61
20276,7,42.81,9.45,18.47
20277,0,17.51,2.96,8.18
20278,7,15.52,8.22,21.9
20279,9,40.54,9.75,29.03
20280,10,23.83,9.54,16.48
20281,2,22.23,0.76,8.09
20282,4,24.99,4.81,13.74
20283,9,40.18,13.76,39.82
20284,5,31.4,3.29,21.12
20285,6,5.67,2.59,23.67
20286,5,9.55,6.67,24.91
20287,13,9.07,3.71,16.4
20288,5,29.88,6.66,24.06
20289,6,22.35,8.93,25.26
20290,7,17.11,3.96,10.27
20291,5,13.0,6.93,20.18
20292,9,43.76,10.38,32.98
20293,4,18.48,3.94,18.05
20294,2,9.2,4.85,20.11
20295,6,30.19,9.94,22.95
20296,9,29.56,2.86,14.86
20297,5,30.61,3.57,12.69
20298,5,13.42,5.58,12.52
20299,8,35.68,10.55,28.75
20300,2,10.22,4.95,22.38
20301,10,40.86,11.42,35.69
20302,5,17.03,0.0,4.76
20303,2,11.46,2.69,15.61
20304,4,26.63,9.42,29.78
20305,3,4.55,3.14,10.69
20306,0,13.66,6.32,21.08
20307,6,25.12,7.09,35.16
20308,5,1.42,1.6,6.47
20309,2,12.63,5.06,12.27
20311,3,22.69,4.29,10.62
20312,6,3.42,2.95,11.18
20313,4,20.56,3.67,26.33
20314,5,24.35,6.16,18.81
20315,4,12.65,4.8,20.57
20316,0,0.0,2.41,25.62
20317,4,24.86,3.23,6.79
20318,1,24.53,0.94,1.13
20319,0,33.89,3.72,13.88
20320,1,27.29,3.54,12.82
20321,10,45.54,6.33,14.96
20322,13,43.72,7.24,23.21
20323,9,21.31,6.97,24.43
20325,5,26.27,9.11,29.23
20326,6,34.77,12.76,30.77
20327,11,44.64,16.12,37.71
20328,5,39.31,6.06,27.94
20329,3,41.0,5.13,22.55
20330,8,13.37,6.41,21.23
20331,2,21.98,5.52,17.01
20332,12,40.01,5.99,19.4
20333,10,43.03,8.05,28.84
20334,6,24.49,6.84,28.66
20335,11,47.25,8.21,27.91
20336,6,31.71,6.42,30.06
20337,7,20.86,9.78,29.42
20338,4,34.63,8.25,28.87
20339,8,8.16,2.67,9.46
20340,3,27.96,11.83,27.6
20341,6,32.09,5.38,20.35
20342,4,29.84,7.76,13.15
20343,2,27.85,6.4,26.48
20344,0,43.1,9.19,39.95
20346,10,42.44,7.51,27.26
20347,2,27.61,5.76,21.55
20348,7,28.13,6.59,22.76
20349,9,37.66,8.16,28.8
20350,8,33.59,7.5,27.8
20351,8,29.62,12.26,36.63
20352,1,20.74,11.31,33.75
20353,5,13.56,3.58,4.4
20354,5,30.42,8.25,17.85
20355,5,26.09,4.17,13.11
20356,6,19.39,3.68,17.06
20357,9,10.99,4.4,7.7
20358,7,21.05,6.6,12.02
20360,5,30.37,7.62,4.55
20361,9,12.78,0.0,0.0
20362,9,32.36,5.42,11.6
20363,8,13.59,6.43,27.55
20364,6,21.18,4.75,11.19
20365,6,28.61,10.85,20.12
20367,10,23.64,4.75,21.08
20368,12,14.36,2.41,9.07
20369,10,33.04,7.61,15.47
20371,2,10.34,1.57,3.46
20372,9,19.74,5.14,23.65
20374,8,43.37,6.68,14.27
20375,8,20.53,5.46,33.09
20376,4,17.07,7.58,18.89
20377,2,37.75,3.4,13.94
20378,5,9.75,4.76,16.88
20379,9,32.22,5.37,18.19
20380,7,41.01,7.46,20.75
20381,6,30.82,10.93,38.97
20382,12,37.86,6.5,18.26
20383,8,9.06,5.47,27.07
20384,8,37.21,9.14,20.61
20385,3,15.17,2.69,6.4
20386,2,4.36,0.0,0.0
20387,9,15.49,2.49,17.61
20388,0,13.94,1.23,1.94
20389,7,13.74,3.84,10.14
20391,6,12.34,6.09,13.66
20392,2,25.7,4.78,5.12
20393,0,9.75,0.87,1.78
20394,3,0.25,2.23,2.68
20395,0,14.89,6.43,21.72
20396,0,20.22,5.11,13.31
20397,4,8.52,0.74,2.35
20398,3,21.86,3.91,13.46
20399,1,11.73,3.29,11.55
20400,8,33.67,5.15,6.56
20401,9,31.89,6.3,28.39
20402,6,35.93,2.54,2.33
20403,10,25.37,3.83,5.66
20404,8,21.12,2.78,12.63
20405,3,18.06,4.45,8.06
20406,8,7.02,7.68,16.41
20407,4,35.47,4.98,11.86
20408,6,48.53,3.94,18.2
20409,6,22.31,8.65,27.43
20410,1,30.4,3.37,4.68
20411,0,11.3,2.38,18.76
20412,8,32.66,4.17,14.21
20413,5,17.75,0.9,9.85
20414,0,15.21,2.55,15.37
20415,9,41.95,9.09,27.37
20416,0,19.79,2.34,5.2
20417,5,15.84,7.08,15.03
20418,7,13.98,8.91,23.74
20419,7,33.37,8.42,18.1
20420,3,30.17,1.48,0.0
20421,5,10.0,0.57,16.5
20422,6,13.34,2.62,15.87
20424,0,23.49,3.29,14.58
20425,7,8.16,2.91,17.06
20426,5,36.54,3.37,16.52
20427,3,30.1,0.79,10.93
20428,7,24.21,4.61,10.63
20429,7,32.46,2.15,13.84
20430,8,22.7,10.39,33.26
20431,13,11.09,2.63,10.46
20433,0,15.68,6.21,25.79
20434,6,47.84,5.43,19.02
20435,5,26.0,8.32,23.31
20437,5,35.89,2.72,2.83
20438,2,5.34,2.41,17.55
20439,10,33.77,8.1,12.83
20440,9,42.88,5.42,14.19
20441,8,18.01,7.07,14.43
20442,8,35.21,8.99,29.4
20443,8,27.01,10.15,35.47
20444,6,16.73,3.61,15.56
20445,7,34.76,7.53,30.4
20446,9,45.19,9.29,39.59
20447,8,37.37,6.33,24.57
20448,8,48.37,12.33,43.13
20449,10,26.18,5.69,26.93
20450,16,47.73,7.66,18.56
20451,5,27.86,3.86,8.15
20452,6,26.86,6.41,16.74
20453,10,35.15,10.22,32.69
20454,0,17.82,2.97,15.79
20455,4,32.6,5.92,14.13
20456,10,25.78,7.95,31.02
20457,12,28.95,12.96,33.75
20458,7,24.29,9.51,28.99
20459,7,36.3,6.84,18.27
20460,11,48.54,10.6,25.99
20462,11,37.43,11.45,22.33
20463,10,37.66,10.76,28.61
20464,5,37.56,6.26,18.32
20465,1,22.89,4.96,13.5
20466,6,16.23,1.64,15.0
20467,10,23.01,9.0,17.27
20468,5,11.26,2.16,16.21
20469,4,29.05,4.29,12.51
20470,3,35.9,9.67,19.18
20471,0,1.63,5.71,10.31
20472,12,26.38,4.26,12.62
20473,12,33.81,8.88,21.12
20474,3,29.55,10.03,26.12
20475,4,18.66,2.31,9.43
20476,8,30.89,7.62,18.25
20477,8,19.11,4.39,9.39
20478,6,21.43,2.05,0.0
20480,8,53.01,5.47,13.64
20481,1,17.19,8.29,4.92
20482,0,8.78,5.72,14.82
20483,6,23.88,3.98,11.12
20484,4,19.62,2.38,2.71
20485,9,32.23,5.71,14.63
20486,6,16.7,4.72,17.28
20487,4,39.34,7.36,32.1
20488,4,21.35,1.73,12.57
20489,5,22.73,1.95,7.59
20490,5,13.49,5.94,7.33
20491,5,28.01,6.53,17.4
20492,5,41.02,7.09,20.86
20493,3,23.67,5.96,17.38
20494,5,12.85,6.57,21.27
20495,8,19.57,4.0,16.4
20496,1,18.0,2.58,6.94
20497,3,0.0,3.32,12.82
20498,6,9.37,3.45,5.33
20499,3,8.73,4.12,8.74
20500,6,5.02,0.45,2.75
20501,0,0.0,2.09,3.08
20502,1,19.31,2.68,11.19
20503,2,7.72,0.76,5.18
20504,0,0.0,3.01,5.59
20505,8,20.08,2.59,7.57
20506,5,0.0,5.54,20.62
20507,3,37.86,3.58,12.55
20508,8,24.32,6.98,17.24
20509,2,25.74,3.62,9.84
20510,6,6.96,2.74,0.0
20511,8,18.8,0.0,14.35
20512,2,27.44,4.55,8.52
20513,2,36.33,1.95,10.11
20514,10,17.88,5.25,10.12
20515,7,43.84,6.0,22.13
20516,5,12.85,4.57,19.06
20517,3,0.0,2.35,6.53
20518,3,35.77,5.95,15.85
20519,5,24.93,8.91,19.53
20520,2,30.41,6.06,15.28
20521,3,21.74,2.01,10.12
20522,7,39.18,5.09,12.67
20523,8,29.43,7.3,17.43
20524,1,19.43,7.02,22.49
20525,6,13.17,2.2,4.94
20526,5,13.28,4.64,8.09
20527,4,0.0,5.37,25.57
20528,10,0.0,6.4,13.81
20529,2,10.56,7.25,17.99
20530,1,1.76,3.16,1.33
20531,3,10.94,0.03,0.0
20532,0,16.09,3.26,5.91
20533,6,16.36,3.3,8.74
20534,4,11.57,1.51,4.75
20535,6,35.95,7.44,20.23
20536,5,24.45,7.12,21.71
20537,2,19.08,4.08,0.0
20538,2,11.46,5.86,16.36
20540,6,19.9,2.37,5.07
20541,0,8.15,0.0,4.01
20542,1,16.2,4.05,24.51
20543,2,5.27,2.49,11.7
20544,5,10.58,0.78,16.39
20545,8,36.39,7.06,15.02
20546,5,31.31,7.24,24.98
20547,8,30.07,5.26,20.21
20548,7,26.06,11.73,26.22
20549,3,20.56,4.05,14.46
20550,8,27.43,4.48,21.61
20551,10,23.6,5.37,7.93
20552,9,36.68,5.6,30.02
20553,0,31.86,3.6,8.67
20554,6,26.15,5.11,20.01
20555,6,33.67,6.8,12.71
20556,10,32.6,8.67,32.86
20557,6,45.8,7.22,19.98
20558,8,38.49,7.15,22.56
20559,7,36.72,8.11,24.48
20561,1,1.14,4.21,14.54
20562,7,25.28,1.68,8.97
20563,8,24.06,7.52,20.41
20564,9,0.0,5.47,16.64
20565,8,39.0,8.87,23.99
20566,9,25.66,4.53,10.79
20569,5,19.02,6.27,15.12
20570,9,20.67,5.35,14.95
20571,6,17.11,5.87,13.57
20572,8,30.06,5.02,17.55
20573,4,13.08,4.96,19.13
20574,7,23.84,5.13,7.22
20575,5,38.72,4.6,19.51
20576,8,29.65,10.01,18.73
20577,6,39.03,5.23,18.86
20578,11,40.41,10.08,27.07
20579,9,43.97,13.69,35.0
20580,10,26.53,10.16,39.9
20581,15,50.18,8.79,26.27
20583,14,66.45,16.33,41.63
20585,4,40.48,11.41,33.88
20586,11,38.09,10.56,44.07
20587,10,33.96,16.61,46.15
20588,13,36.98,12.39,43.38
20589,11,48.69,13.05,37.09
20590,13,38.14,7.88,28.64
20591,10,24.85,9.86,32.44
20592,1,22.66,6.71,14.98
20593,5,14.27,4.12,9.24
20594,1,41.64,6.97,14.85
20595,7,4.34,6.32,16.46
20596,8,30.2,10.0,34.67
20597,10,28.31,5.84,22.02
20598,1,28.44,2.06,9.8
20599,6,22.77,2.89,9.71
20600,5,0.0,6.89,16.94
20601,12,17.85,8.26,27.55
20603,1,10.69,0.74,5.57
20604,12,27.24,6.51,14.01
20605,9,19.52,8.05,33.24
20606,13,42.63,8.63,25.55
20607,9,33.62,9.58,26.62
20611,9,5.58,4.19,6.55
20613,8,10.74,2.92,6.94
20614,7,14.49,4.63,17.58
20615,0,16.61,2.91,9.69
20616,7,28.41,7.53,26.98
20617,9,32.3,5.22,19.43
20618,4,13.92,4.48,22.62
20620,7,12.02,2.19,15.68
20621,4,17.53,7.93,28.34
20622,7,17.75,3.26,8.81
20623,4,21.1,3.74,7.0
20624,6,43.21,5.1,23.14
20625,6,20.61,8.11,19.9
20626,7,39.83,5.31,22.45
20627,9,38.35,11.69,33.6
20628,2,14.3,8.89,27.35
20629,4,13.31,3.88,6.97
20630,0,10.94,6.33,21.16
20631,4,10.39,8.12,26.59
20632,6,22.36,2.4,15.4
20633,3,6.23,4.86,6.29
20634,5,5.98,7.17,18.63
20635,0,12.8,3.68,14.72
20636,0,23.43,4.04,17.28
20637,1,15.94,3.26,9.51
20639,5,13.77,5.38,8.83
20640,3,42.7,4.63,12.88
20641,9,28.68,10.02,27.83
20642,5,49.25,6.73,36.14
20643,9,21.1,7.88,28.3
20644,14,37.34,7.85,25.58
20645,10,23.31,8.39,31.54
20646,7,24.6,2.35,10.84
20647,6,33.49,9.54,27.96
20648,10,33.55,9.64,33.58
20649,14,33.72,11.3,32.84
20650,15,57.09,13.59,37.6
20651,1,25.87,3.56,12.55
20652,10,52.31,9.14,29.62
20653,12,54.98,7.18,23.48
20654,9,15.11,9.6,25.51
20655,14,39.91,8.48,33.86
20657,12,22.51,6.7,23.33
20658,4,22.47,5.21,13.65
20659,7,30.46,8.54,25.92
20661,7,27.13,4.59,19.56
20662,8,25.34,7.23,12.31
20663,10,41.5,6.31,19.63
20664,8,46.64,10.96,28.27
20665,5,39.08,6.26,19.94
20666,13,50.31,11.67,41.53
20667,7,41.27,4.89,22.87
20668,10,39.5,10.66,30.61
20669,7,38.64,5.57,20.37
20670,9,28.04,7.75,23.89
20671,6,42.47,8.53,27.06
20672,0,60.59,6.81,29.47
20673,3,8.47,1.63,4.79
20674,2,11.31,5.29,20.81
20675,3,26.24,2.64,12.51
20676,4,30.91,5.14,10.92
20677,8,21.2,7.04,27.33
20678,4,20.85,5.52,29.7
20679,8,22.15,5.74,14.11
20680,6,24.82,9.4,29.42
20681,9,52.52,5.6,20.4
20682,10,9.58,4.15,15.45
20683,8,22.9,11.52,34.69
20684,9,27.41,7.27,20.83
20685,9,41.09,5.15,23.92
20686,3,25.29,11.43,20.92
20687,0,0.0,4.62,12.34
20688,4,22.29,3.59,8.41
20689,1,33.5,8.42,34.62
20690,2,22.67,3.6,11.17
20691,4,39.64,5.43,18.77
20692,2,35.44,7.17,17.53
20693,0,9.29,4.27,14.61
20694,6,36.38,4.58,14.31
20695,10,24.17,8.67,29.21
20696,6,4.79,4.19,13.36
20697,8,39.93,11.79,34.94
20698,9,5.65,8.97,18.57
20699,7,41.79,8.75,31.35
20700,5,28.14,9.24,27.38
20702,6,28.17,6.43,20.16
20703,8,40.89,11.35,34.81
20704,7,32.63,6.91,23.97
20705,10,48.07,13.87,42.96
20706,7,29.97,7.99,28.25
20707,7,44.34,6.23,29.33
20708,4,41.48,5.93,16.06
20709,6,20.47,9.98,39.3
20710,13,47.27,9.28,32.35
20711,5,23.7,3.28,5.14
20713,7,42.0,5.93,19.17
20714,6,33.62,8.38,24.69
20715,9,33.33,5.69,20.16
20716,5,24.69,5.33,20.37
20717,6,28.04,3.39,14.17
20718,10,58.98,8.71,29.44
20719,5,23.89,5.0,36.89
20720,8,45.37,10.32,30.27
20721,6,24.89,7.5,23.14
20722,5,44.87,9.26,31.21
20723,9,17.39,2.97,7.55
20724,10,42.44,9.55,33.13
20725,5,41.39,0.94,7.46
20726,15,57.36,7.5,32.61
20727,4,22.08,0.0,13.26
20728,10,42.84,2.57,24.55
20729,12,44.23,10.44,28.89
20730,6,44.73,7.12,23.82
20731,9,47.92,5.32,20.49
20732,13,23.71,6.82,18.3
20733,14,61.42,10.87,45.3
20734,11,36.58,9.01,17.68
20735,2,43.44,9.3,25.89
20736,11,36.69,7.9,24.61
20737,3,34.07,3.42,0.0
20738,6,30.62,2.25,8.82
20739,5,29.04,1.22,7.53
20740,7,21.31,9.25,26.95
20741,6,23.64,4.11,11.25
20742,3,9.03,6.39,11.73
20743,8,20.73,2.58,13.25
20744,6,25.99,3.62,13.31
20745,9,28.22,8.66,19.18
20746,9,15.14,3.33,16.45
20747,6,14.29,3.24,9.58
20748,6,19.68,6.61,16.44
20749,3,32.94,5.65,17.36
20750,3,29.07,4.44,21.47
20752,8,31.76,7.34,20.02
20753,3,7.55,4.08,1.87
20754,4,16.08,5.44,15.49
20755,5,0.97,3.88,8.18
20756,7,18.88,3.96,11.9
20757,3,33.79,8.36,22.53
20758,4,22.84,6.96,21.29
20759,8,26.46,8.39,24.13
20760,6,34.32,5.78,28.36
20761,7,20.03,5.87,17.67
20762,2,58.19,9.78,33.94
20763,10,39.67,5.9,22.95
20764,8,29.59,5.45,20.88
20765,11,40.07,5.72,22.65
20766,10,27.32,9.14,28.43
20767,3,7.89,1.09,6.25
20768,7,9.98,4.38,13.75
20769,4,7.51,7.33,21.57
20770,6,22.01,3.73,13.47
20771,7,25.85,8.03,23.16
20772,7,12.2,1.18,6.24
20773,1,36.55,2.24,16.33
20774,3,0.85,0.0,0.0
20775,11,8.03,1.04,4.45
20776,8,36.35,1.76,10.72
20777,1,0.0,3.2,10.52
20778,9,24.17,5.34,20.47
20779,5,36.27,6.89,19.92
20780,5,12.69,5.21,19.64
20781,3,42.41,5.73,29.74
20782,12,18.76,5.87,8.94
20783,3,28.54,7.35,20.93
20784,4,8.42,3.17,15.66
20785,1,19.76,0.16,0.0
20786,4,22.71,6.81,15.83
20787,11,29.38,7.93,28.27
20788,7,19.28,11.28,27.07
20789,1,54.44,12.91,37.8
20791,0,29.47,4.66,10.78
20792,5,37.68,7.49,25.68
20793,5,26.69,9.7,24.39
20794,5,19.81,6.45,21.32
20795,9,25.38,7.27,24.67
20796,9,16.79,8.75,25.98
20797,8,36.92,9.02,34.66
20798,5,43.79,10.05,30.78
20799,10,29.63,9.03,34.25
20800,9,34.57,12.12,36.04
20801,7,8.16,2.08,9.09
20802,5,16.81,9.57,19.62
20803,5,0.0,4.26,22.03
20804,4,26.96,2.75,14.76
20805,0,18.89,0.52,10.38
20806,1,27.74,6.93,26.3
20807,0,16.68,7.93,12.23
20808,2,14.84,7.28,19.3
20810,4,6.28,7.49,18.94
20811,8,25.79,5.95,19.18
20812,4,12.1,8.43,21.21
20813,8,24.36,10.82,24.24
20814,11,20.83,6.99,16.48
20815,9,25.99,4.76,20.22
20816,8,1.94,3.25,6.77
20817,2,16.75,2.72,1.39
20818,5,27.63,5.5,18.21
20819,11,54.87,6.42,21.67
20820,8,16.89,6.88,26.35
20821,9,22.28,7.14,8.75
20822,12,23.96,6.54,18.05
20823,5,8.47,6.87,9.79
20824,9,50.96,6.54,24.82
20825,8,29.53,4.85,20.33
20826,5,24.82,6.06,18.76
20827,12,39.94,6.16,14.77
20828,10,22.27,2.68,14.14
20829,5,21.15,3.34,6.26
20830,11,27.31,6.81,21.57
20831,7,20.5,2.98,24.25
20832,9,39.97,10.2,30.07
20833,7,26.68,9.99,32.72
20834,15,40.07,10.95,32.14
20835,6,29.67,7.23,16.16
20836,7,25.43,6.81,13.7
20838,7,32.59,11.32,36.61
20839,7,55.34,6.66,22.8
20840,4,9.85,6.68,14.67
20841,5,22.92,7.15,24.1
20842,13,49.37,12.66,34.6
20844,8,20.41,8.25,31.05
20845,10,33.92,6.23,20.92
20846,15,33.44,10.72,23.07
20847,4,36.34,7.77,27.23
20848,14,41.26,10.43,35.15
20849,7,51.83,12.92,38.58
20850,4,12.06,1.16,9.54
20851,1,11.99,3.9,14.97
20852,7,19.39,5.26,16.4
20853,2,6.85,3.16,0.0
20854,0,10.97,0.0,7.05
20855,11,14.52,1.71,9.46
20857,3,9.67,6.03,16.63
20858,0,38.77,8.19,23.87
20859,3,3.02,5.81,16.54
20860,10,38.39,4.53,16.72
20861,9,11.56,8.86,27.64
20862,6,17.34,8.92,16.46
20865,4,15.53,5.44,12.12
20866,0,16.88,2.96,5.8
20867,7,28.86,4.75,7.3
20868,0,27.82,2.88,11.08
20869,6,24.68,3.02,14.79
20870,14,31.0,12.27,33.72
20871,2,12.53,7.46,13.67
20872,5,24.92,4.83,12.84
20873,10,14.11,6.03,17.45
20874,2,17.6,2.43,4.34
20876,8,27.18,8.55,26.91
20877,8,44.63,4.62,19.11
20878,4,12.08,3.55,11.78
20880,7,23.69,5.52,16.75
20881,1,23.0,3.48,19.04
20882,9,16.01,0.0,12.26
20883,2,32.72,2.04,6.92
20884,2,20.68,4.08,5.55
