response_id,ai_budget_percentage,ai_investment_per_employee
13435,12.39,35910.06
13436,10.62,30763.59
13437,16.38,47458.65
13438,8.2,23747.98
13439,12.17,35253.5
13440,8.96,25947.6
13442,10.82,39045.5
13443,7.98,28800.59
13444,5.87,21167.08
13446,14.18,51131.11
13447,13.9,50135.69
13448,13.65,49252.4
13449,11.88,42855.41
13450,8.27,29840.57
13452,12.35,44544.49
13453,6.81,24558.63
13454,12.69,45767.25
13455,4.15,14976.82
13456,8.12,29278.88
13457,7.74,36406.77
13458,0.76,3552.5
13459,13.1,61629.42
13460,10.26,48263.54
13461,5.33,25091.72
13462,10.73,50488.05
13463,7.87,37010.68
13464,7.86,36974.48
13465,9.69,45588.0
13466,6.58,30950.31
13467,7.43,34940.34
13468,9.38,44109.24
13469,2.88,13541.9
13470,9.31,43806.65
13471,10.66,50159.67
13472,7.99,37584.96
13473,8.81,8326.65
13474,1.97,1859.82
13475,2.99,2829.48
13476,4.57,4315.91
13477,9.06,8565.67
13478,6.6,6234.06
13479,4.7,4443.72
13480,11.4,10777.68
13481,8.43,7966.14
13482,9.85,9307.18
13483,9.03,8532.61
13484,8.02,7575.75
13485,9.97,9426.06
13486,3.28,3098.16
13487,0.0,0.0
13488,9.02,8523.41
13489,9.94,146251.78
13490,12.36,181843.55
13491,10.18,149715.03
13492,5.47,80454.01
13493,10.57,155429.07
13494,14.65,215480.15
13495,11.24,165295.08
13496,12.29,180671.39
13497,10.06,148017.25
13498,7.19,105731.06
13499,9.02,132592.85
13500,6.73,99028.84
13501,6.52,95881.48
13502,10.64,156521.49
13503,7.97,117150.83
13504,12.35,181680.16
13505,7.75,30175.48
13506,7.99,31138.32
13507,8.18,31870.81
13508,9.69,37740.09
13509,7.38,28736.52
13510,7.29,28396.25
13511,11.1,43246.76
13512,16.21,63142.54
13513,7.62,29672.8
13514,10.02,39030.32
13515,8.71,33910.08
13516,8.44,32891.13
13517,7.93,30873.78
13518,10.36,40349.85
13519,8.68,33822.83
13520,11.49,44764.81
13521,8.92,132393.96
13522,9.72,144285.28
13523,11.77,174760.14
13524,9.65,143236.73
13525,11.58,171913.24
13526,6.24,92622.19
13527,9.35,138760.44
13528,3.61,53657.44
13529,13.46,199923.04
13530,9.25,137413.73
13531,6.47,96093.98
13532,11.48,170429.09
13533,9.3,138072.61
13534,13.05,193729.76
13535,12.61,187217.28
13536,6.05,89844.3
13537,9.8,46447.47
13538,9.67,45838.23
13539,10.81,51212.81
13540,9.31,44096.23
13541,13.27,62885.17
13542,13.9,65872.48
13543,9.85,46653.73
13544,4.55,21543.88
13545,12.83,60801.32
13547,7.1,33659.7
13548,10.85,51409.08
13549,14.83,70278.93
13550,12.58,59612.51
13551,9.01,42668.13
13552,13.13,62203.8
13553,8.1,14126.34
13554,8.46,14751.77
13555,13.94,24300.87
13556,6.8,11863.88
13557,12.82,22350.94
13558,14.33,24980.12
13559,6.11,10645.2
13560,5.17,9019.81
13561,9.53,16616.14
13562,9.14,15935.06
13563,15.44,26920.93
13564,16.47,28720.18
13565,6.59,11483.79
13567,14.15,24676.76
13568,15.51,27038.19
13569,12.6,123174.54
13571,12.32,120416.94
13572,14.46,141376.57
13573,11.18,109335.96
13574,17.57,171782.24
13575,16.61,162368.79
13576,11.34,110820.42
13577,8.64,84481.26
13578,13.93,136166.41
13579,10.32,100898.51
13580,10.3,100670.75
13581,11.3,110473.78
13582,14.71,143773.67
13583,11.23,109777.14
13584,11.98,117076.86
13585,12.42,70201.71
13586,11.93,67433.76
13587,10.99,62110.6
13588,8.35,47184.65
13589,11.55,65303.2
13590,9.71,54875.2
13591,11.84,66966.37
13592,9.14,51699.98
13593,7.19,40672.65
13594,8.27,46753.36
13595,12.71,71875.01
13596,8.01,45293.66
13597,9.74,55060.01
13598,12.92,73040.85
13599,9.66,54599.55
13600,11.55,65273.67
13601,13.69,22915.07
13602,11.33,18965.29
13603,13.42,22457.58
13604,3.21,5364.87
13605,5.8,9705.52
13606,6.24,10448.39
13607,8.67,14511.87
13608,6.89,11525.03
13609,6.36,10641.83
13610,9.17,15352.81
13611,14.11,23613.11
13612,8.75,14635.1
13613,8.37,14002.85
13614,9.5,15901.66
13615,10.74,17967.03
13616,11.31,18934.21
13617,10.63,14465.23
13618,13.19,17949.29
13619,9.38,12757.2
13620,1.5,2034.69
13621,11.89,16174.92
13622,7.61,10358.9
13623,9.21,12528.87
13624,2.7,3678.57
13625,10.19,13857.49
13626,7.35,9998.27
13627,7.68,10451.63
13628,9.68,13169.22
13629,6.53,8880.32
13630,10.47,14245.45
13631,7.4,10064.07
13632,8.26,11240.09
13633,9.44,6738.45
13634,13.33,9513.8
13635,11.39,8131.56
13636,6.74,4809.18
13637,13.71,9785.41
13638,9.35,6671.7
13639,17.75,12671.78
13640,13.8,9849.56
13641,11.99,8557.32
13642,14.99,10698.0
13643,12.46,8892.11
13644,9.73,6943.2
13645,15.69,11198.46
13646,16.02,11433.59
13647,10.75,7674.24
13648,14.73,10515.55
13649,8.15,42679.67
13650,8.75,45795.43
13651,9.13,47812.75
13652,6.12,32054.85
13654,7.45,39021.59
13655,4.21,22057.3
13656,11.27,59011.23
13657,8.69,45471.59
13658,13.32,69742.44
13659,16.43,85976.61
13660,10.32,54002.41
13661,6.03,31553.6
13662,12.63,66126.22
13663,13.19,69039.94
13664,8.52,44615.11
13665,4.04,5512.33
13666,6.21,8481.44
13667,6.84,9341.61
13668,11.26,15376.51
13669,6.36,8676.6
13671,8.35,11398.1
13672,10.3,14059.72
13673,6.88,9394.91
13674,5.65,7712.45
13675,9.43,12874.66
13676,4.09,5588.55
13677,8.74,11926.92
13678,5.5,7512.97
13679,4.29,5858.03
13680,10.21,13939.69
13681,9.58,66340.11
13682,12.87,89080.31
13684,12.61,87311.71
13685,13.28,91964.42
13686,16.97,117460.08
13687,8.92,61739.83
13688,18.8,130166.93
13689,15.13,104780.09
13691,15.27,105724.18
13692,13.63,94389.46
13693,13.73,95050.05
13694,14.95,103476.57
13695,14.72,101921.58
13696,18.11,125355.21
13697,7.97,123959.4
13698,8.16,126823.85
13699,6.94,107880.89
13700,11.73,182316.36
13701,5.19,80639.57
13702,9.78,151956.67
13703,6.49,100907.31
13706,9.56,148626.88
13707,9.84,153025.45
13708,11.41,177373.61
13709,10.47,162687.14
13710,5.35,83102.96
13711,4.66,72401.28
13712,5.99,93095.02
13713,16.66,28865.22
13714,17.22,29838.49
13715,11.79,20429.06
13716,23.78,41199.54
13717,16.93,29334.21
13718,21.12,36600.65
13719,17.91,31039.27
13720,18.89,32727.64
13721,14.32,24804.13
13722,12.46,21586.47
13723,16.26,28178.7
13724,10.85,18791.46
13725,15.22,26375.62
13726,12.68,21968.83
13727,11.74,20345.89
13728,18.18,31503.93
13729,11.94,7249.12
13730,15.49,9405.3
13731,11.32,6874.57
13733,13.42,8148.69
13734,13.68,8306.59
13735,14.19,8615.43
13736,8.28,5030.57
13737,10.28,6240.6
13738,15.85,9625.23
13739,13.73,8338.7
13740,14.33,8705.43
13741,13.72,8332.35
13742,11.31,6870.47
13743,18.06,10969.44
13744,14.37,8725.25
13745,2.89,17813.1
13746,6.19,38135.56
13748,5.76,35480.71
13749,7.38,45489.46
13750,4.34,26719.95
13751,5.15,31754.07
13752,7.81,48151.0
13753,6.43,39622.76
13754,10.37,63892.5
13755,9.3,57317.41
13756,12.14,74837.22
13757,8.72,53730.05
13758,12.89,79460.99
13759,3.44,21184.14
13760,6.52,40178.75
13761,0.75,2439.87
13762,5.62,18229.14
13763,8.6,27881.17
13764,4.51,14627.88
13765,7.78,25201.42
13766,3.22,10448.21
13767,1.54,5005.39
13768,8.45,27372.37
13769,8.85,28688.82
13770,0.38,1219.0
13771,0.53,1727.04
13772,4.23,13724.15
13773,6.63,21494.9
13774,5.29,17159.6
13775,2.2,7137.27
13776,10.45,33854.86
13777,12.07,72086.75
13779,11.59,69262.3
13780,12.9,77053.06
13782,10.36,61895.54
13783,11.01,65771.72
13784,13.65,81578.16
13785,12.26,73216.24
13786,14.62,87361.57
13787,16.99,101517.23
13788,16.2,96808.12
13789,11.44,68333.29
13790,11.46,68495.22
13791,16.23,96966.54
13792,11.86,70838.63
13793,8.39,119590.62
13794,8.69,123774.58
13795,4.43,63171.82
13796,6.97,99340.65
13797,6.3,89764.5
13798,9.08,129346.28
13799,5.49,78241.83
13800,6.73,95896.46
13801,8.19,116639.77
13802,7.86,112041.87
13803,8.64,123089.62
13804,8.12,115723.68
13805,7.31,104126.66
13806,6.32,89972.16
13807,7.8,111177.85
13809,2.98,37181.12
13810,7.7,96067.24
13811,6.23,77740.03
13812,3.42,42627.01
13813,8.86,110587.56
13814,4.0,49860.14
13815,7.34,91531.59
13816,4.41,55079.2
13817,4.36,54382.96
13818,8.96,111800.48
13819,8.04,100293.12
13820,9.39,117135.66
13821,5.94,74143.1
13822,7.57,94397.7
13823,5.98,74581.6
13824,8.72,108819.17
13825,11.27,31597.53
13826,5.14,14423.47
13827,5.28,14813.32
13828,7.94,22259.26
13829,10.12,28378.64
13830,11.42,32032.92
13831,15.65,43876.2
13832,9.58,26864.95
13833,12.51,35088.27
13834,8.0,22434.09
13835,16.52,46335.05
13836,10.58,29667.7
13837,15.87,44502.33
13838,9.58,26878.9
13839,7.77,21797.67
13840,11.6,32517.68
13841,11.76,48909.98
13842,10.26,42685.38
13843,9.67,40223.97
13845,16.45,68426.21
13846,8.35,34724.51
13847,14.98,62318.26
13848,12.39,51527.02
13849,11.01,45795.45
13850,13.0,54054.84
13851,12.68,52725.13
13852,7.99,33221.37
13853,11.05,45951.51
13854,19.2,79855.15
13855,12.22,50810.13
13856,8.1,33708.45
13857,16.34,71053.47
13858,16.68,72539.97
13859,11.84,51481.14
13860,9.57,41604.54
13861,16.53,71861.69
13862,19.8,86092.05
13863,15.83,68810.11
13864,13.18,57307.82
13865,10.79,46894.54
13866,14.36,62427.0
13867,12.71,55277.37
13868,16.56,71987.17
13869,16.59,72114.88
13870,16.68,72524.8
13871,15.66,68103.62
13872,14.87,64635.79
13873,4.7,13338.74
13874,6.47,18354.84
13875,11.16,31652.0
13876,11.81,33497.72
13877,4.71,13360.9
13879,10.12,28688.64
13880,5.72,16219.79
13881,6.71,19036.09
13882,7.36,20858.68
13883,4.06,11499.99
13884,11.51,32628.72
13885,8.71,24688.15
13886,3.62,10261.88
13887,6.73,19078.88
13888,12.38,35107.31
13889,8.64,33831.16
13890,8.5,33299.84
13891,11.07,43338.22
13892,11.39,44595.91
13893,12.16,47630.49
13895,12.39,48518.98
13896,7.84,30691.43
13897,13.01,50957.04
13898,6.87,26920.96
13899,13.42,52549.16
13900,7.36,28809.38
13901,6.51,25483.5
13902,10.04,39305.93
13903,10.77,42186.73
13904,5.0,19573.58
13905,9.07,124597.09
13906,6.85,94151.61
13907,7.14,98154.73
13908,9.73,133674.88
13909,2.2,30224.91
13910,8.61,118299.09
13911,5.41,74405.53
13912,2.05,28180.8
13913,5.74,78893.97
13914,7.49,103009.33
13915,9.76,134215.24
13916,11.25,154690.61
13917,6.96,95607.59
13918,6.98,95876.68
13919,9.38,128990.41
13920,6.01,82572.99
13921,13.3,60669.89
13922,5.62,25636.98
13923,2.4,10964.87
13924,9.67,44145.85
13925,10.07,45937.73
13926,17.64,80489.45
13927,15.6,71210.4
13928,10.14,46257.99
13929,9.09,41499.51
13930,12.49,56998.48
13931,13.42,61231.85
13932,15.96,72845.36
13933,10.78,49181.18
13934,12.2,55674.29
13935,7.13,32527.36
13936,10.57,48215.68
13937,11.45,52806.14
13938,12.81,59067.56
13939,10.24,47204.14
13940,2.94,13570.17
13941,14.73,67941.8
13942,12.96,59783.18
13943,5.08,23423.42
13944,8.64,39822.09
13945,11.83,54534.68
13946,7.98,36822.04
13947,12.81,59091.56
13949,9.02,41584.34
13950,14.87,68550.54
13951,7.41,34192.44
13952,12.82,59102.33
13953,6.6,64212.16
13954,7.71,75016.28
13955,6.82,66357.16
13956,7.54,73326.99
13957,6.09,59228.04
13958,12.8,124456.9
13959,11.75,114284.05
13960,7.78,75688.51
13961,4.81,46762.23
13962,7.4,71982.91
13963,4.09,39821.22
13964,5.9,57419.79
13965,11.28,109740.75
13966,4.36,42397.87
13967,5.15,50037.77
13968,8.95,87007.6
13969,10.92,99662.67
13970,5.22,47599.86
13971,10.2,93013.47
13972,11.55,105381.64
13973,10.13,92431.11
13974,7.14,65126.74
13975,10.42,95097.12
13976,7.08,64606.88
13977,10.52,95946.94
13978,12.12,110612.39
13979,11.87,108316.68
13980,16.35,149125.53
13981,8.97,81799.77
13982,15.55,141839.83
13983,10.78,98336.73
13984,8.34,76076.79
13985,8.69,23447.92
13986,8.13,21934.43
13988,2.57,6946.32
13989,5.17,13958.26
13990,6.18,16673.21
13991,13.19,35583.5
13992,4.21,11371.88
13993,8.68,23418.75
13994,10.31,27829.38
13995,7.98,21533.47
13996,2.97,8026.47
13997,7.17,19339.47
13998,14.19,38283.11
13999,8.02,21647.55
14000,8.17,22052.56
14001,8.56,29996.46
14002,5.05,17703.64
14003,11.61,40671.45
14004,4.12,14430.91
14005,4.2,14706.84
14006,8.95,31343.86
14007,4.77,16718.98
14008,11.16,39091.79
14009,10.18,35662.55
14010,13.38,46868.96
14011,7.32,25634.39
14012,8.92,31262.61
14013,8.81,30879.25
14014,4.83,16932.2
14015,14.87,52108.93
14016,4.93,17282.03
14018,16.47,120483.46
14019,17.04,124684.64
14020,13.31,97389.65
14021,16.59,121385.71
14022,19.77,144654.15
14023,22.56,165052.32
14024,12.72,93062.37
14025,14.09,103125.85
14026,13.08,95682.35
14028,19.38,141796.07
14029,19.85,145226.43
14030,8.37,61248.34
14031,19.74,144457.08
14033,6.69,8215.85
14034,5.35,6576.3
14035,4.81,5910.66
14036,11.25,13820.61
14037,12.31,15116.49
14038,8.53,10479.55
14039,4.67,5738.23
14040,5.94,7298.17
14041,12.94,15898.94
14042,4.9,6014.08
14043,11.5,14124.04
14044,6.46,7935.97
14045,9.15,11232.64
14046,9.81,12050.91
14047,8.53,10472.23
14048,9.86,12116.03
14049,13.19,87112.28
14050,8.58,56625.83
14051,6.8,44877.36
14052,12.69,83821.15
14053,9.21,60809.06
14054,13.95,92145.02
14055,10.84,71548.35
14056,12.87,85013.09
14057,9.29,61355.4
14058,8.35,55113.5
14059,10.73,70873.45
14060,14.13,93301.93
14062,13.83,91348.33
14063,13.85,91438.25
14064,12.83,84723.26
14065,9.77,75094.63
14066,11.46,88112.9
14067,13.19,101430.27
14068,6.88,52891.3
14069,12.43,95574.04
14070,9.71,74679.1
14071,12.15,93403.27
14072,8.2,63080.22
14073,10.71,82373.9
14074,13.58,104386.23
14075,5.1,39200.78
14076,5.86,45043.28
14077,12.46,95820.79
14078,10.23,78638.48
14079,10.52,80909.78
14081,8.74,56559.56
14082,5.15,33306.67
14083,13.31,86128.2
14084,7.64,49437.12
14085,11.86,76749.87
14086,9.54,61715.25
14087,14.15,91597.47
14088,8.11,52482.07
14089,10.33,66877.05
14090,9.69,62721.97
14091,8.9,57613.58
14092,9.16,59251.5
14093,13.14,85018.38
14094,13.47,87177.51
14095,5.7,36875.28
14096,10.81,69978.24
14097,2.89,21759.4
14098,4.29,32248.69
14099,12.24,92039.99
14100,7.4,55661.38
14101,8.58,64533.04
14102,3.51,26386.77
14103,4.55,34241.58
14104,3.09,23270.64
14105,10.52,79093.12
14106,2.99,22495.8
14107,6.75,50766.15
14108,7.89,59355.42
14109,4.86,36522.65
14110,7.25,54545.12
14111,8.34,62733.3
14112,12.7,95516.79
14113,9.23,210731.28
14114,13.85,316349.97
14115,4.52,103242.97
14116,13.0,296936.39
14117,10.79,246476.03
14118,5.75,131446.2
14119,14.08,321706.79
14120,13.22,301989.1
14121,8.87,202508.53
14122,11.37,259738.87
14125,11.49,262474.02
14126,12.01,274366.24
14128,11.8,269468.74
14129,12.02,61464.53
14130,9.49,48528.6
14132,15.49,79231.99
14133,13.06,66797.9
14134,15.38,78662.89
14135,17.28,88362.09
14136,14.65,74900.05
14137,10.08,51558.9
14138,10.95,55987.24
14139,13.49,68972.58
14140,17.45,89215.32
14141,14.66,74955.3
14142,13.48,68932.34
14143,11.69,59762.27
14144,11.39,58252.54
14145,8.33,30107.15
14146,7.26,26222.12
14147,8.05,29081.41
14148,4.28,15484.7
14149,4.09,14796.2
14150,8.69,31405.27
14151,4.66,16850.16
14152,10.9,39406.03
14153,12.35,44622.55
14155,10.53,38049.19
14156,11.2,40467.22
14157,9.81,35451.36
14158,7.69,27809.68
14159,8.24,29799.02
14160,10.27,37101.74
14161,6.58,85371.91
14162,18.46,239594.88
14163,10.17,131988.33
14164,11.97,155441.6
14165,9.69,125734.02
14166,9.73,126340.6
14167,10.72,139112.23
14168,10.46,135744.5
14169,8.05,104530.95
14170,14.83,192531.52
14171,12.47,161870.73
14172,11.07,143645.96
14173,19.88,258139.06
14174,13.01,168945.68
14175,10.12,131402.51
14177,4.58,4711.63
14178,3.22,3313.54
14179,10.3,10591.99
14180,7.91,8133.0
14181,4.87,5007.72
14182,7.3,7509.28
14183,2.98,3065.56
14184,4.67,4808.08
14185,12.29,12644.84
14186,15.25,15689.76
14187,11.48,11808.45
14188,9.5,9775.66
14189,10.41,10710.21
14190,9.09,9346.87
14191,10.65,10953.32
14192,9.4,9672.26
14193,9.87,187569.48
14194,10.35,196570.48
14195,15.06,286095.61
14196,15.26,289943.35
14197,10.47,198995.95
14198,16.4,311586.21
14199,15.17,288305.88
14200,12.53,238136.57
14201,12.04,228670.24
14202,10.04,190758.16
14203,9.25,175780.16
14204,12.0,227930.36
14205,13.97,265383.37
14206,11.29,214482.97
14207,13.16,250080.0
14208,13.49,256280.31
14209,3.74,22239.94
14210,1.7,10128.36
14211,4.61,27435.45
14212,6.89,41034.5
14213,4.42,26303.97
14214,5.65,33625.03
14215,4.69,27908.76
14216,4.44,26453.34
14217,5.5,32747.85
14218,7.29,43370.08
14219,1.13,6737.1
14220,11.52,68583.66
14221,1.9,11299.66
14222,6.48,38545.04
14223,11.35,67582.63
14224,4.67,27774.46
14225,9.8,33376.25
14226,10.17,34640.91
14227,13.75,46812.63
14228,10.31,35117.83
14229,12.82,43656.37
14230,7.48,25467.11
14231,6.38,21725.01
14232,10.16,34573.36
14233,9.01,30678.79
14234,9.78,33297.81
14235,10.15,34550.6
14236,9.81,33396.24
14237,4.94,16835.02
14238,15.47,52673.38
14239,11.29,38425.03
14240,11.16,37987.45
14241,8.04,34424.14
14242,8.77,37568.8
14243,10.39,44508.78
14244,2.24,9607.91
14245,9.93,42530.24
14246,7.08,30308.46
14247,7.93,33948.31
14248,7.89,33795.0
14249,7.91,33855.91
14251,3.32,14210.43
14252,10.27,43998.53
14253,3.83,16392.58
14254,7.71,33014.58
14255,10.71,45886.97
14256,9.47,40567.91
14257,9.93,15457.02
14258,16.5,25677.27
14259,13.84,21530.16
14260,12.96,20163.56
14262,12.51,19466.05
14263,14.12,21965.37
14264,12.03,18722.44
14265,15.39,23940.22
14266,14.75,22952.95
14267,14.06,21876.64
14268,9.73,15132.8
14269,11.34,17643.93
14270,10.17,15823.7
14271,7.77,12090.11
14272,16.65,25913.37
14273,9.39,117910.52
14274,11.69,146899.07
14276,8.51,106951.9
14277,9.05,113699.69
14278,10.46,131344.03
14279,12.7,159561.98
14280,11.28,141638.34
14281,9.76,122545.67
14282,9.58,120331.87
14283,11.36,142714.63
14284,12.35,155167.53
14285,12.38,155546.89
14286,10.69,134289.35
14287,15.68,196937.84
14288,16.05,201572.29
14289,1.9,5139.55
14290,11.25,30391.44
14291,12.97,35031.25
14292,7.44,20103.3
14293,8.46,22835.17
14294,7.49,20231.41
14295,11.27,30426.98
14296,6.66,17975.54
14297,16.78,45312.17
14298,8.96,24207.62
14299,11.89,32113.09
14300,10.16,27430.72
14301,12.86,34721.58
14302,13.05,35247.57
14303,5.74,15506.3
14304,9.05,24427.49
14305,6.94,37258.86
14306,11.27,60518.28
14307,11.53,61903.54
14308,13.34,71661.33
14310,8.98,48197.52
14311,12.72,68302.36
14312,15.09,81040.62
14313,11.14,59807.96
14314,14.49,77793.53
14315,10.61,56992.57
14316,11.17,60006.0
14317,10.69,57418.82
14318,14.98,80431.24
14320,13.95,74904.65
14321,14.43,118350.08
14322,6.13,50295.61
14323,15.26,125136.34
14324,13.98,114623.99
14325,11.31,92778.38
14326,10.8,88529.83
14327,15.19,124581.12
14328,11.63,95404.66
14329,15.51,127173.83
14330,15.38,126110.91
14331,9.33,76494.57
14332,14.53,119140.14
14333,13.54,111061.91
14334,13.26,108720.47
14335,11.31,92728.58
14336,21.4,175509.89
14337,3.26,7026.23
14338,7.01,15103.65
14339,11.03,23745.45
14340,5.66,12180.71
14341,7.12,15324.29
14342,8.8,18943.63
14343,5.17,11136.93
14344,12.92,27831.3
14345,4.93,10620.93
14346,12.07,26001.43
14347,6.12,13170.7
14348,3.34,7202.88
14349,3.31,7130.45
14350,7.46,16070.48
14351,8.34,17955.36
14352,9.09,19571.98
14353,6.66,29932.25
14354,4.63,20818.84
14355,9.41,42320.93
14356,2.65,11914.62
14357,4.6,20699.51
14359,5.61,25243.71
14360,7.77,34928.27
14361,2.59,11634.04
14362,4.13,18563.75
14363,7.55,33974.01
14364,0.0,0.0
14365,8.97,40363.49
14366,7.61,34206.8
14367,7.95,35740.6
14368,9.04,40669.78
14369,8.56,25718.14
14370,7.74,23250.44
14371,7.37,22136.19
14372,5.16,15499.18
14373,8.74,26240.5
14374,14.79,44416.06
14375,9.56,28722.39
14376,9.19,27590.34
14377,10.48,31478.31
14378,9.04,27157.62
14379,11.34,34064.18
14380,5.31,15946.13
14382,6.4,19228.51
14384,12.99,39002.77
14385,9.67,111190.88
14386,7.19,82724.28
14387,6.7,77066.3
14392,11.12,127928.55
14393,9.68,111343.05
14394,9.62,110676.36
14395,8.52,97946.46
14396,4.26,48983.48
14397,7.76,89243.39
14399,8.46,97346.55
14400,11.48,132027.99
14401,12.88,19791.02
14402,10.17,15633.89
14403,12.7,19524.0
14404,8.75,13448.72
14405,11.4,17524.78
14406,10.13,15573.05
14407,12.38,19033.03
14408,13.06,20068.21
14409,8.9,13682.44
14410,9.36,14385.68
14411,14.28,21949.77
14412,11.57,17782.55
14413,13.82,21234.7
14414,11.94,18348.2
14415,10.89,16735.68
14416,10.29,15812.94
14417,8.39,57657.96
14418,11.61,79813.69
14419,5.39,37061.1
14420,15.41,105871.62
14421,3.63,24941.84
14422,8.6,59116.5
14423,10.11,69446.99
14424,11.91,81856.06
14425,10.42,71597.42
14426,9.92,68158.91
14427,13.34,91690.25
14428,14.27,98065.91
14429,13.11,90112.05
14431,9.34,64170.74
14432,9.65,66305.74
14433,11.49,10387.49
14434,16.91,15292.95
14435,10.11,9144.4
14436,9.6,8681.19
14437,8.56,7742.36
14438,14.35,12972.0
14439,7.34,6638.29
14441,10.75,9723.04
14442,13.24,11970.59
14443,9.08,8213.07
14444,9.75,8818.59
14445,8.83,7980.73
14446,8.13,7349.68
14447,13.63,12325.38
14448,2.19,1980.74
14449,15.53,32635.08
14450,8.59,18048.21
14451,8.99,18899.03
14452,10.54,22158.73
14453,7.7,16180.71
14454,4.62,9706.15
14455,14.81,31116.75
14456,12.13,25501.23
14457,10.87,22838.76
14459,5.15,10822.64
14460,4.73,9942.84
14461,13.44,28252.96
14462,8.67,18214.96
14463,7.46,15680.15
14464,9.08,19088.07
14465,8.44,94826.76
14466,7.05,79222.62
14467,8.99,101013.24
14468,8.9,99962.58
14469,4.21,47333.01
14470,9.86,110728.64
14471,10.33,115998.15
14472,7.4,83119.82
14473,13.24,148659.84
14474,7.58,85108.61
14475,9.84,110468.99
14476,5.56,62457.76
14477,3.95,44351.53
14478,10.4,116804.47
14479,3.77,42366.01
14480,4.95,55649.65
14481,9.92,60199.03
14483,3.88,23553.43
14484,7.79,47258.97
14485,5.97,36213.86
14486,9.21,55858.73
14487,5.99,36356.07
14488,9.55,57938.99
14489,5.49,33277.16
14491,4.91,29807.57
14492,5.68,34460.2
14493,13.36,81045.98
14494,7.15,43381.38
14495,2.77,16812.57
14496,7.37,44685.58
14497,9.95,12592.84
14498,11.07,14005.38
14499,9.73,12312.67
14500,17.12,21651.05
14501,9.04,11434.73
14502,12.24,15478.13
14503,9.57,12107.92
14504,10.52,13303.56
14505,2.49,3146.48
14506,2.83,3573.9
14508,8.24,10426.3
14509,6.91,8742.46
14510,11.5,14547.04
14511,16.03,20281.13
14512,7.89,9985.62
14513,7.28,37084.14
14514,8.94,45532.86
14515,7.72,39319.66
14516,6.33,32233.44
14517,3.96,20188.03
14518,16.23,82709.6
14519,12.89,65652.74
14520,9.91,50499.92
14521,12.84,65431.87
14522,10.49,53463.63
14523,11.41,58146.13
14524,9.45,48154.68
14525,13.61,69363.11
14526,8.24,41971.83
14527,10.87,55360.09
14528,8.43,42962.36
14529,13.06,127613.02
14530,11.39,111362.29
14531,11.46,112046.3
14532,12.44,121634.8
14533,13.36,130570.31
14534,9.83,96055.05
14535,7.14,69764.24
14536,13.58,132740.76
14537,6.93,67693.12
14538,12.84,125468.33
14539,11.8,115351.36
14540,11.13,108785.81
14541,12.17,118991.45
14542,10.84,105936.62
14543,10.2,99728.26
14544,12.26,119845.85
14545,12.0,52737.78
14546,10.56,46383.01
14547,11.86,52132.69
14548,11.69,51385.84
14549,11.06,48600.91
14551,16.01,70373.71
14552,13.71,60252.89
14553,10.08,44293.87
14554,6.69,29381.22
14555,15.52,68199.91
14556,16.43,72204.21
14557,9.38,41220.45
14558,14.76,64840.66
14559,13.56,59599.33
14560,11.82,51927.45
14561,4.49,21013.01
14562,8.7,40683.13
14563,8.34,39026.72
14564,6.08,28429.87
14565,8.38,39214.18
14566,11.88,55589.08
14567,2.98,13937.75
14568,6.27,29356.06
14569,12.74,59618.47
14570,6.82,31929.67
14571,5.35,25041.49
14572,12.81,59930.65
14573,5.51,25789.03
14574,10.77,50394.82
14575,7.21,33713.7
14576,8.73,40837.97
14577,7.31,25436.18
14578,3.82,13285.74
14579,7.0,24372.84
14580,7.98,27791.02
14581,5.22,18191.03
14582,8.0,27845.15
14583,8.98,31247.93
14584,7.24,25214.71
14585,5.91,20579.48
14586,9.52,33156.67
14587,11.83,41183.14
14588,6.72,23382.01
14590,12.37,43065.05
14591,10.2,35502.84
14593,16.54,270689.59
14594,13.62,222755.3
14595,15.32,250641.9
14596,15.07,246588.34
14598,21.35,349370.93
14599,17.58,287627.29
14600,15.81,258587.99
14601,20.44,334462.27
14602,21.48,351374.44
14603,18.29,299292.42
14604,13.18,215597.42
14605,18.86,308617.84
14606,11.69,191200.69
14607,19.36,316669.15
14608,10.99,179882.78
14609,8.7,13495.08
14610,7.73,11989.0
14611,10.28,15948.49
14612,4.35,6748.87
14613,3.14,4870.53
14614,7.4,11483.35
14615,5.28,8193.51
14616,11.42,17722.04
14617,11.79,18287.12
14618,11.76,18244.56
14619,9.08,14085.07
14620,7.13,11064.37
14621,8.51,13199.65
14622,12.96,20113.02
14623,8.56,13277.34
14624,10.15,15742.64
14625,5.6,41016.68
14626,0.0,0.0
14627,7.44,54521.14
14628,1.82,13324.7
14629,7.69,56347.29
14630,11.37,83304.01
14631,9.46,69294.49
14632,8.27,60566.67
14633,4.51,33018.97
14635,11.91,87281.61
14636,4.57,33475.63
14637,10.3,75423.17
14638,2.71,19827.63
14639,4.46,32649.08
14640,10.57,77441.63
14641,3.99,52452.38
14642,2.91,38279.27
14643,4.78,62808.81
14644,6.16,80979.8
14645,7.21,94823.48
14646,6.64,87216.23
14647,9.63,126523.72
14648,2.73,35893.01
14649,4.79,63018.27
14650,4.96,65144.81
14652,3.68,48392.55
14653,6.97,91597.5
14654,11.47,150797.66
14655,9.24,121479.28
14656,8.77,115218.53
