company_id,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,country,region
COMP-02214,Retail,Enterprise,5317,6878.0,2017,6,6-15 years,South Africa,Africa
COMP-02214,Retail,Enterprise,5317,6878.0,2017,7,6-15 years,South Africa,Africa
COMP-02214,Retail,Enterprise,5317,6878.0,2017,8,6-15 years,South Africa,Africa
COMP-02214,Retail,Enterprise,5317,6878.0,2017,9,6-15 years,South Africa,Africa
COMP-02215,Retail,Startup,40,45.03,2015,8,6-15 years,France,Europe
COMP-02215,Retail,Startup,40,45.03,2015,9,6-15 years,France,Europe
COMP-02215,Retail,Startup,40,45.03,2015,10,6-15 years,France,Europe
COMP-02215,Retail,Startup,40,45.03,2015,11,6-15 years,France,Europe
COMP-02216,Education,SME,776,107.23,1998,25,16-30 years,South Korea,Asia
COMP-02216,Education,SME,776,107.23,1998,26,16-30 years,South Korea,Asia
COMP-02216,Education,SME,776,107.23,1998,27,16-30 years,South Korea,Asia
COMP-02216,Education,SME,776,107.23,1998,28,16-30 years,South Korea,Asia
COMP-02217,Finance,Startup,26,45.47,2020,3,0-5 years,Chile,South America
COMP-02217,Finance,Startup,26,45.47,2020,4,0-5 years,Chile,South America
COMP-02217,Finance,Startup,26,45.47,2020,5,0-5 years,Chile,South America
COMP-02217,Finance,Startup,26,45.47,2020,6,6-15 years,Chile,South America
COMP-02218,Technology,Startup,21,27.23,1995,28,16-30 years,Indonesia,Asia
COMP-02218,Technology,Startup,21,27.23,1995,29,16-30 years,Indonesia,Asia
COMP-02218,Technology,Startup,21,27.23,1995,30,16-30 years,Indonesia,Asia
COMP-02218,Technology,Startup,21,27.23,1995,31,30+ years,Indonesia,Asia
COMP-02219,Manufacturing,Startup,62,17.62,1994,29,16-30 years,Kenya,Africa
COMP-02219,Manufacturing,Startup,62,17.62,1994,30,16-30 years,Kenya,Africa
COMP-02219,Manufacturing,Startup,62,17.62,1994,31,30+ years,Kenya,Africa
COMP-02219,Manufacturing,Startup,62,17.62,1994,32,30+ years,Kenya,Africa
COMP-02220,Agriculture,Startup,53,18.21,2019,4,0-5 years,USA,North America
COMP-02220,Agriculture,Startup,53,18.21,2019,5,0-5 years,USA,North America
COMP-02220,Agriculture,Startup,53,18.21,2019,6,6-15 years,USA,North America
COMP-02220,Agriculture,Startup,53,18.21,2019,7,6-15 years,USA,North America
COMP-02221,Manufacturing,Startup,61,16.66,2018,5,0-5 years,Vietnam,Asia
COMP-02221,Manufacturing,Startup,61,16.66,2018,6,6-15 years,Vietnam,Asia
COMP-02221,Manufacturing,Startup,61,16.66,2018,7,6-15 years,Vietnam,Asia
COMP-02221,Manufacturing,Startup,61,16.66,2018,8,6-15 years,Vietnam,Asia
COMP-02222,Consulting,SME,728,102.67,2020,3,0-5 years,Egypt,Africa
COMP-02222,Consulting,SME,728,102.67,2020,4,0-5 years,Egypt,Africa
COMP-02222,Consulting,SME,728,102.67,2020,5,0-5 years,Egypt,Africa
COMP-02222,Consulting,SME,728,102.67,2020,6,6-15 years,Egypt,Africa
COMP-02223,Agriculture,SME,408,101.11,1994,29,16-30 years,Spain,Europe
COMP-02223,Agriculture,SME,408,101.11,1994,30,16-30 years,Spain,Europe
COMP-02223,Agriculture,SME,408,101.11,1994,31,30+ years,Spain,Europe
COMP-02223,Agriculture,SME,408,101.11,1994,32,30+ years,Spain,Europe
COMP-02224,Retail,SME,861,372.48,2009,14,6-15 years,Sweden,Europe
COMP-02224,Retail,SME,861,372.48,2009,15,6-15 years,Sweden,Europe
COMP-02224,Retail,SME,861,372.48,2009,16,16-30 years,Sweden,Europe
COMP-02224,Retail,SME,861,372.48,2009,17,16-30 years,Sweden,Europe
COMP-02225,Healthcare,Startup,75,25.52,2007,16,16-30 years,Nigeria,Africa
COMP-02225,Healthcare,Startup,75,25.52,2007,17,16-30 years,Nigeria,Africa
COMP-02225,Healthcare,Startup,75,25.52,2007,18,16-30 years,Nigeria,Africa
COMP-02225,Healthcare,Startup,75,25.52,2007,19,16-30 years,Nigeria,Africa
COMP-02226,Finance,Enterprise,8399,3720.44,1997,26,16-30 years,New Zealand,Oceania
COMP-02226,Finance,Enterprise,8399,3720.44,1997,27,16-30 years,New Zealand,Oceania
COMP-02226,Finance,Enterprise,8399,3720.44,1997,28,16-30 years,New Zealand,Oceania
COMP-02226,Finance,Enterprise,8399,3720.44,1997,29,16-30 years,New Zealand,Oceania
COMP-02227,Retail,Startup,97,14.82,2003,20,16-30 years,Argentina,South America
COMP-02227,Retail,Startup,97,14.82,2003,21,16-30 years,Argentina,South America
COMP-02227,Retail,Startup,97,14.82,2003,22,16-30 years,Argentina,South America
COMP-02227,Retail,Startup,97,14.82,2003,23,16-30 years,Argentina,South America
COMP-02228,Consulting,Startup,89,5.27,2003,20,16-30 years,China,Asia
COMP-02228,Consulting,Startup,89,5.27,2003,21,16-30 years,China,Asia
COMP-02228,Consulting,Startup,89,5.27,2003,22,16-30 years,China,Asia
COMP-02228,Consulting,Startup,89,5.27,2003,23,16-30 years,China,Asia
COMP-02229,Healthcare,SME,177,329.13,2022,1,0-5 years,India,Asia
COMP-02229,Healthcare,SME,177,329.13,2022,2,0-5 years,India,Asia
COMP-02229,Healthcare,SME,177,329.13,2022,3,0-5 years,India,Asia
COMP-02229,Healthcare,SME,177,329.13,2022,4,0-5 years,India,Asia
COMP-02230,Manufacturing,Enterprise,14731,3483.42,1992,31,30+ years,Singapore,Asia
COMP-02230,Manufacturing,Enterprise,14731,3483.42,1992,32,30+ years,Singapore,Asia
COMP-02230,Manufacturing,Enterprise,14731,3483.42,1992,33,30+ years,Singapore,Asia
COMP-02230,Manufacturing,Enterprise,14731,3483.42,1992,34,30+ years,Singapore,Asia
COMP-02231,Technology,SME,522,87.74,2011,12,6-15 years,New Zealand,Oceania
COMP-02231,Technology,SME,522,87.74,2011,13,6-15 years,New Zealand,Oceania
COMP-02231,Technology,SME,522,87.74,2011,14,6-15 years,New Zealand,Oceania
COMP-02231,Technology,SME,522,87.74,2011,15,6-15 years,New Zealand,Oceania
COMP-02232,Manufacturing,Startup,89,32.86,1995,28,16-30 years,USA,North America
COMP-02232,Manufacturing,Startup,89,32.86,1995,29,16-30 years,USA,North America
COMP-02232,Manufacturing,Startup,89,32.86,1995,30,16-30 years,USA,North America
COMP-02232,Manufacturing,Startup,89,32.86,1995,31,30+ years,USA,North America
COMP-02233,Retail,Startup,97,13.84,2001,22,16-30 years,Australia,Oceania
COMP-02233,Retail,Startup,97,13.84,2001,23,16-30 years,Australia,Oceania
COMP-02233,Retail,Startup,97,13.84,2001,24,16-30 years,Australia,Oceania
COMP-02233,Retail,Startup,97,13.84,2001,25,16-30 years,Australia,Oceania
COMP-02234,Finance,SME,602,181.6,2019,4,0-5 years,Philippines,Asia
COMP-02234,Finance,SME,602,181.6,2019,5,0-5 years,Philippines,Asia
COMP-02234,Finance,SME,602,181.6,2019,6,6-15 years,Philippines,Asia
COMP-02234,Finance,SME,602,181.6,2019,7,6-15 years,Philippines,Asia
COMP-02235,Healthcare,Startup,58,18.26,2002,21,16-30 years,Argentina,South America
COMP-02235,Healthcare,Startup,58,18.26,2002,22,16-30 years,Argentina,South America
COMP-02235,Healthcare,Startup,58,18.26,2002,23,16-30 years,Argentina,South America
COMP-02235,Healthcare,Startup,58,18.26,2002,24,16-30 years,Argentina,South America
COMP-02236,Logistics,Startup,34,5.05,2007,16,16-30 years,UK,Europe
COMP-02236,Logistics,Startup,34,5.05,2007,17,16-30 years,UK,Europe
COMP-02236,Logistics,Startup,34,5.05,2007,18,16-30 years,UK,Europe
COMP-02236,Logistics,Startup,34,5.05,2007,19,16-30 years,UK,Europe
COMP-02237,Healthcare,Startup,14,46.72,2007,16,16-30 years,Colombia,South America
COMP-02237,Healthcare,Startup,14,46.72,2007,17,16-30 years,Colombia,South America
COMP-02237,Healthcare,Startup,14,46.72,2007,18,16-30 years,Colombia,South America
COMP-02237,Healthcare,Startup,14,46.72,2007,19,16-30 years,Colombia,South America
COMP-02238,Retail,Startup,22,2.42,1998,25,16-30 years,Australia,Oceania
COMP-02238,Retail,Startup,22,2.42,1998,26,16-30 years,Australia,Oceania
COMP-02238,Retail,Startup,22,2.42,1998,27,16-30 years,Australia,Oceania
COMP-02238,Retail,Startup,22,2.42,1998,28,16-30 years,Australia,Oceania
COMP-02239,Finance,SME,187,266.83,1997,26,16-30 years,Indonesia,Asia
COMP-02239,Finance,SME,187,266.83,1997,27,16-30 years,Indonesia,Asia
COMP-02239,Finance,SME,187,266.83,1997,28,16-30 years,Indonesia,Asia
COMP-02239,Finance,SME,187,266.83,1997,29,16-30 years,Indonesia,Asia
COMP-02240,Technology,SME,862,417.7,2000,23,16-30 years,Sweden,Europe
COMP-02240,Technology,SME,862,417.7,2000,24,16-30 years,Sweden,Europe
COMP-02240,Technology,SME,862,417.7,2000,25,16-30 years,Sweden,Europe
COMP-02240,Technology,SME,862,417.7,2000,26,16-30 years,Sweden,Europe
COMP-02241,Consulting,SME,625,424.71,1997,26,16-30 years,Japan,Asia
COMP-02241,Consulting,SME,625,424.71,1997,27,16-30 years,Japan,Asia
COMP-02241,Consulting,SME,625,424.71,1997,28,16-30 years,Japan,Asia
COMP-02241,Consulting,SME,625,424.71,1997,29,16-30 years,Japan,Asia
COMP-02242,Healthcare,SME,954,336.83,2002,21,16-30 years,Sweden,Europe
COMP-02242,Healthcare,SME,954,336.83,2002,22,16-30 years,Sweden,Europe
COMP-02242,Healthcare,SME,954,336.83,2002,23,16-30 years,Sweden,Europe
COMP-02242,Healthcare,SME,954,336.83,2002,24,16-30 years,Sweden,Europe
COMP-02243,Education,Enterprise,13974,1435.13,2000,23,16-30 years,Sweden,Europe
COMP-02243,Education,Enterprise,13974,1435.13,2000,24,16-30 years,Sweden,Europe
COMP-02243,Education,Enterprise,13974,1435.13,2000,25,16-30 years,Sweden,Europe
COMP-02243,Education,Enterprise,13974,1435.13,2000,26,16-30 years,Sweden,Europe
COMP-02244,Healthcare,Startup,56,19.3,2002,21,16-30 years,Philippines,Asia
COMP-02244,Healthcare,Startup,56,19.3,2002,22,16-30 years,Philippines,Asia
COMP-02244,Healthcare,Startup,56,19.3,2002,23,16-30 years,Philippines,Asia
COMP-02244,Healthcare,Startup,56,19.3,2002,24,16-30 years,Philippines,Asia
COMP-02245,Technology,Startup,87,29.67,2014,9,6-15 years,Egypt,Africa
COMP-02245,Technology,Startup,87,29.67,2014,10,6-15 years,Egypt,Africa
COMP-02245,Technology,Startup,87,29.67,2014,11,6-15 years,Egypt,Africa
COMP-02245,Technology,Startup,87,29.67,2014,12,6-15 years,Egypt,Africa
COMP-02246,Retail,SME,115,210.3,1995,28,16-30 years,South Africa,Africa
COMP-02246,Retail,SME,115,210.3,1995,29,16-30 years,South Africa,Africa
COMP-02246,Retail,SME,115,210.3,1995,30,16-30 years,South Africa,Africa
COMP-02246,Retail,SME,115,210.3,1995,31,30+ years,South Africa,Africa
COMP-02247,Healthcare,Enterprise,16619,1446.81,1993,30,16-30 years,Malaysia,Asia
COMP-02247,Healthcare,Enterprise,16619,1446.81,1993,31,30+ years,Malaysia,Asia
COMP-02247,Healthcare,Enterprise,16619,1446.81,1993,32,30+ years,Malaysia,Asia
COMP-02247,Healthcare,Enterprise,16619,1446.81,1993,33,30+ years,Malaysia,Asia
COMP-02248,Finance,SME,667,272.23,1998,25,16-30 years,Malaysia,Asia
COMP-02248,Finance,SME,667,272.23,1998,26,16-30 years,Malaysia,Asia
COMP-02248,Finance,SME,667,272.23,1998,27,16-30 years,Malaysia,Asia
COMP-02248,Finance,SME,667,272.23,1998,28,16-30 years,Malaysia,Asia
COMP-02249,Logistics,SME,802,194.94,2003,20,16-30 years,Thailand,Asia
COMP-02249,Logistics,SME,802,194.94,2003,21,16-30 years,Thailand,Asia
COMP-02249,Logistics,SME,802,194.94,2003,22,16-30 years,Thailand,Asia
COMP-02249,Logistics,SME,802,194.94,2003,23,16-30 years,Thailand,Asia
COMP-02250,Logistics,Startup,85,18.89,2002,21,16-30 years,Egypt,Africa
COMP-02250,Logistics,Startup,85,18.89,2002,22,16-30 years,Egypt,Africa
COMP-02250,Logistics,Startup,85,18.89,2002,23,16-30 years,Egypt,Africa
COMP-02250,Logistics,Startup,85,18.89,2002,24,16-30 years,Egypt,Africa
COMP-02251,Manufacturing,Enterprise,12901,7914.96,2009,14,6-15 years,Sweden,Europe
COMP-02251,Manufacturing,Enterprise,12901,7914.96,2009,15,6-15 years,Sweden,Europe
COMP-02251,Manufacturing,Enterprise,12901,7914.96,2009,16,16-30 years,Sweden,Europe
COMP-02251,Manufacturing,Enterprise,12901,7914.96,2009,17,16-30 years,Sweden,Europe
COMP-02252,Manufacturing,Enterprise,9269,6561.03,1997,26,16-30 years,Italy,Europe
COMP-02252,Manufacturing,Enterprise,9269,6561.03,1997,27,16-30 years,Italy,Europe
COMP-02252,Manufacturing,Enterprise,9269,6561.03,1997,28,16-30 years,Italy,Europe
COMP-02252,Manufacturing,Enterprise,9269,6561.03,1997,29,16-30 years,Italy,Europe
COMP-02253,Technology,SME,239,299.18,2015,8,6-15 years,Egypt,Africa
COMP-02253,Technology,SME,239,299.18,2015,9,6-15 years,Egypt,Africa
COMP-02253,Technology,SME,239,299.18,2015,10,6-15 years,Egypt,Africa
COMP-02253,Technology,SME,239,299.18,2015,11,6-15 years,Egypt,Africa
COMP-02254,Finance,Startup,65,43.75,2020,3,0-5 years,Philippines,Asia
COMP-02254,Finance,Startup,65,43.75,2020,4,0-5 years,Philippines,Asia
COMP-02254,Finance,Startup,65,43.75,2020,5,0-5 years,Philippines,Asia
COMP-02254,Finance,Startup,65,43.75,2020,6,6-15 years,Philippines,Asia
COMP-02255,Finance,Enterprise,2596,8377.23,2002,21,16-30 years,France,Europe
COMP-02255,Finance,Enterprise,2596,8377.23,2002,22,16-30 years,France,Europe
COMP-02255,Finance,Enterprise,2596,8377.23,2002,23,16-30 years,France,Europe
COMP-02255,Finance,Enterprise,2596,8377.23,2002,24,16-30 years,France,Europe
COMP-02256,Consulting,Enterprise,11334,8472.33,2014,9,6-15 years,South Korea,Asia
COMP-02256,Consulting,Enterprise,11334,8472.33,2014,10,6-15 years,South Korea,Asia
COMP-02256,Consulting,Enterprise,11334,8472.33,2014,11,6-15 years,South Korea,Asia
COMP-02256,Consulting,Enterprise,11334,8472.33,2014,12,6-15 years,South Korea,Asia
COMP-02257,Consulting,Startup,25,25.61,2012,11,6-15 years,Indonesia,Asia
COMP-02257,Consulting,Startup,25,25.61,2012,12,6-15 years,Indonesia,Asia
COMP-02257,Consulting,Startup,25,25.61,2012,13,6-15 years,Indonesia,Asia
COMP-02257,Consulting,Startup,25,25.61,2012,14,6-15 years,Indonesia,Asia
COMP-02258,Agriculture,SME,737,491.02,2001,22,16-30 years,South Korea,Asia
COMP-02258,Agriculture,SME,737,491.02,2001,23,16-30 years,South Korea,Asia
COMP-02258,Agriculture,SME,737,491.02,2001,24,16-30 years,South Korea,Asia
COMP-02258,Agriculture,SME,737,491.02,2001,25,16-30 years,South Korea,Asia
COMP-02259,Manufacturing,SME,240,152.34,1995,28,16-30 years,Nigeria,Africa
COMP-02259,Manufacturing,SME,240,152.34,1995,29,16-30 years,Nigeria,Africa
COMP-02259,Manufacturing,SME,240,152.34,1995,30,16-30 years,Nigeria,Africa
COMP-02259,Manufacturing,SME,240,152.34,1995,31,30+ years,Nigeria,Africa
COMP-02260,Education,Startup,61,5.31,1997,26,16-30 years,Indonesia,Asia
COMP-02260,Education,Startup,61,5.31,1997,27,16-30 years,Indonesia,Asia
COMP-02260,Education,Startup,61,5.31,1997,28,16-30 years,Indonesia,Asia
COMP-02260,Education,Startup,61,5.31,1997,29,16-30 years,Indonesia,Asia
COMP-02261,Finance,SME,715,214.91,2004,19,16-30 years,USA,North America
COMP-02261,Finance,SME,715,214.91,2004,20,16-30 years,USA,North America
COMP-02261,Finance,SME,715,214.91,2004,21,16-30 years,USA,North America
COMP-02261,Finance,SME,715,214.91,2004,22,16-30 years,USA,North America
COMP-02262,Education,SME,272,438.77,2011,12,6-15 years,Sweden,Europe
COMP-02262,Education,SME,272,438.77,2011,13,6-15 years,Sweden,Europe
COMP-02262,Education,SME,272,438.77,2011,14,6-15 years,Sweden,Europe
COMP-02262,Education,SME,272,438.77,2011,15,6-15 years,Sweden,Europe
COMP-02263,Technology,Startup,14,46.61,2017,6,6-15 years,Brazil,South America
COMP-02263,Technology,Startup,14,46.61,2017,7,6-15 years,Brazil,South America
COMP-02263,Technology,Startup,14,46.61,2017,8,6-15 years,Brazil,South America
COMP-02263,Technology,Startup,14,46.61,2017,9,6-15 years,Brazil,South America
COMP-02264,Consulting,Startup,71,41.38,2013,10,6-15 years,Argentina,South America
COMP-02264,Consulting,Startup,71,41.38,2013,11,6-15 years,Argentina,South America
COMP-02264,Consulting,Startup,71,41.38,2013,12,6-15 years,Argentina,South America
COMP-02264,Consulting,Startup,71,41.38,2013,13,6-15 years,Argentina,South America
COMP-02265,Healthcare,SME,965,304.17,1993,30,16-30 years,Egypt,Africa
COMP-02265,Healthcare,SME,965,304.17,1993,31,30+ years,Egypt,Africa
COMP-02265,Healthcare,SME,965,304.17,1993,32,30+ years,Egypt,Africa
COMP-02265,Healthcare,SME,965,304.17,1993,33,30+ years,Egypt,Africa
COMP-02266,Manufacturing,SME,547,324.14,2012,11,6-15 years,Singapore,Asia
COMP-02266,Manufacturing,SME,547,324.14,2012,12,6-15 years,Singapore,Asia
COMP-02266,Manufacturing,SME,547,324.14,2012,13,6-15 years,Singapore,Asia
COMP-02266,Manufacturing,SME,547,324.14,2012,14,6-15 years,Singapore,Asia
COMP-02267,Retail,Startup,24,26.46,1998,25,16-30 years,Chile,South America
COMP-02267,Retail,Startup,24,26.46,1998,26,16-30 years,Chile,South America
COMP-02267,Retail,Startup,24,26.46,1998,27,16-30 years,Chile,South America
COMP-02267,Retail,Startup,24,26.46,1998,28,16-30 years,Chile,South America
COMP-02268,Retail,SME,700,347.69,2010,13,6-15 years,China,Asia
COMP-02268,Retail,SME,700,347.69,2010,14,6-15 years,China,Asia
COMP-02268,Retail,SME,700,347.69,2010,15,6-15 years,China,Asia
COMP-02268,Retail,SME,700,347.69,2010,16,16-30 years,China,Asia
COMP-02269,Education,SME,236,381.33,2011,12,6-15 years,USA,North America
COMP-02269,Education,SME,236,381.33,2011,13,6-15 years,USA,North America
COMP-02269,Education,SME,236,381.33,2011,14,6-15 years,USA,North America
COMP-02269,Education,SME,236,381.33,2011,15,6-15 years,USA,North America
COMP-02270,Logistics,Startup,39,14.0,2022,1,0-5 years,Australia,Oceania
COMP-02270,Logistics,Startup,39,14.0,2022,2,0-5 years,Australia,Oceania
COMP-02270,Logistics,Startup,39,14.0,2022,3,0-5 years,Australia,Oceania
COMP-02270,Logistics,Startup,39,14.0,2022,4,0-5 years,Australia,Oceania
COMP-02271,Education,SME,588,362.23,2011,12,6-15 years,Poland,Europe
COMP-02271,Education,SME,588,362.23,2011,13,6-15 years,Poland,Europe
COMP-02271,Education,SME,588,362.23,2011,14,6-15 years,Poland,Europe
COMP-02271,Education,SME,588,362.23,2011,15,6-15 years,Poland,Europe
COMP-02272,Retail,Startup,54,37.99,2014,9,6-15 years,Malaysia,Asia
COMP-02272,Retail,Startup,54,37.99,2014,10,6-15 years,Malaysia,Asia
COMP-02272,Retail,Startup,54,37.99,2014,11,6-15 years,Malaysia,Asia
COMP-02272,Retail,Startup,54,37.99,2014,12,6-15 years,Malaysia,Asia
COMP-02273,Manufacturing,SME,475,336.85,2000,23,16-30 years,Nigeria,Africa
COMP-02273,Manufacturing,SME,475,336.85,2000,24,16-30 years,Nigeria,Africa
COMP-02273,Manufacturing,SME,475,336.85,2000,25,16-30 years,Nigeria,Africa
COMP-02273,Manufacturing,SME,475,336.85,2000,26,16-30 years,Nigeria,Africa
COMP-02274,Education,SME,689,426.07,2021,2,0-5 years,India,Asia
COMP-02274,Education,SME,689,426.07,2021,3,0-5 years,India,Asia
COMP-02274,Education,SME,689,426.07,2021,4,0-5 years,India,Asia
COMP-02274,Education,SME,689,426.07,2021,5,0-5 years,India,Asia
COMP-02275,Agriculture,Startup,59,26.12,1990,33,30+ years,New Zealand,Oceania
COMP-02275,Agriculture,Startup,59,26.12,1990,34,30+ years,New Zealand,Oceania
COMP-02275,Agriculture,Startup,59,26.12,1990,35,30+ years,New Zealand,Oceania
COMP-02275,Agriculture,Startup,59,26.12,1990,36,30+ years,New Zealand,Oceania
COMP-02276,Education,Enterprise,15235,3312.62,2001,22,16-30 years,UK,Europe
COMP-02276,Education,Enterprise,15235,3312.62,2001,23,16-30 years,UK,Europe
COMP-02276,Education,Enterprise,15235,3312.62,2001,24,16-30 years,UK,Europe
COMP-02276,Education,Enterprise,15235,3312.62,2001,25,16-30 years,UK,Europe
COMP-02277,Healthcare,SME,952,405.85,2002,21,16-30 years,Canada,North America
COMP-02277,Healthcare,SME,952,405.85,2002,22,16-30 years,Canada,North America
COMP-02277,Healthcare,SME,952,405.85,2002,23,16-30 years,Canada,North America
COMP-02277,Healthcare,SME,952,405.85,2002,24,16-30 years,Canada,North America
COMP-02278,Healthcare,Startup,88,13.29,2004,19,16-30 years,Thailand,Asia
COMP-02278,Healthcare,Startup,88,13.29,2004,20,16-30 years,Thailand,Asia
COMP-02278,Healthcare,Startup,88,13.29,2004,21,16-30 years,Thailand,Asia
COMP-02278,Healthcare,Startup,88,13.29,2004,22,16-30 years,Thailand,Asia
COMP-02279,Education,SME,645,301.63,2009,14,6-15 years,South Africa,Africa
COMP-02279,Education,SME,645,301.63,2009,15,6-15 years,South Africa,Africa
COMP-02279,Education,SME,645,301.63,2009,16,16-30 years,South Africa,Africa
COMP-02279,Education,SME,645,301.63,2009,17,16-30 years,South Africa,Africa
COMP-02280,Finance,Enterprise,5364,1356.08,1995,28,16-30 years,Spain,Europe
COMP-02280,Finance,Enterprise,5364,1356.08,1995,29,16-30 years,Spain,Europe
COMP-02280,Finance,Enterprise,5364,1356.08,1995,30,16-30 years,Spain,Europe
COMP-02280,Finance,Enterprise,5364,1356.08,1995,31,30+ years,Spain,Europe
COMP-02281,Manufacturing,SME,798,327.57,2019,4,0-5 years,Colombia,South America
COMP-02281,Manufacturing,SME,798,327.57,2019,5,0-5 years,Colombia,South America
COMP-02281,Manufacturing,SME,798,327.57,2019,6,6-15 years,Colombia,South America
COMP-02281,Manufacturing,SME,798,327.57,2019,7,6-15 years,Colombia,South America
COMP-02282,Consulting,SME,150,407.66,2017,6,6-15 years,Chile,South America
COMP-02282,Consulting,SME,150,407.66,2017,7,6-15 years,Chile,South America
COMP-02282,Consulting,SME,150,407.66,2017,8,6-15 years,Chile,South America
COMP-02282,Consulting,SME,150,407.66,2017,9,6-15 years,Chile,South America
COMP-02283,Finance,SME,186,290.08,2008,15,6-15 years,Spain,Europe
COMP-02283,Finance,SME,186,290.08,2008,16,16-30 years,Spain,Europe
COMP-02283,Finance,SME,186,290.08,2008,17,16-30 years,Spain,Europe
COMP-02283,Finance,SME,186,290.08,2008,18,16-30 years,Spain,Europe
COMP-02284,Healthcare,Enterprise,3243,8175.67,1996,27,16-30 years,Vietnam,Asia
COMP-02284,Healthcare,Enterprise,3243,8175.67,1996,28,16-30 years,Vietnam,Asia
COMP-02284,Healthcare,Enterprise,3243,8175.67,1996,29,16-30 years,Vietnam,Asia
COMP-02284,Healthcare,Enterprise,3243,8175.67,1996,30,16-30 years,Vietnam,Asia
COMP-02285,Education,Startup,80,18.06,2015,8,6-15 years,Germany,Europe
COMP-02285,Education,Startup,80,18.06,2015,9,6-15 years,Germany,Europe
COMP-02285,Education,Startup,80,18.06,2015,10,6-15 years,Germany,Europe
COMP-02285,Education,Startup,80,18.06,2015,11,6-15 years,Germany,Europe
COMP-02286,Healthcare,SME,416,254.42,2005,18,16-30 years,Vietnam,Asia
COMP-02286,Healthcare,SME,416,254.42,2005,19,16-30 years,Vietnam,Asia
COMP-02286,Healthcare,SME,416,254.42,2005,20,16-30 years,Vietnam,Asia
COMP-02286,Healthcare,SME,416,254.42,2005,21,16-30 years,Vietnam,Asia
COMP-02287,Manufacturing,Startup,90,35.42,2001,22,16-30 years,Chile,South America
COMP-02287,Manufacturing,Startup,90,35.42,2001,23,16-30 years,Chile,South America
COMP-02287,Manufacturing,Startup,90,35.42,2001,24,16-30 years,Chile,South America
COMP-02287,Manufacturing,Startup,90,35.42,2001,25,16-30 years,Chile,South America
COMP-02288,Manufacturing,Enterprise,3311,4582.5,2007,16,16-30 years,Australia,Oceania
COMP-02288,Manufacturing,Enterprise,3311,4582.5,2007,17,16-30 years,Australia,Oceania
COMP-02288,Manufacturing,Enterprise,3311,4582.5,2007,18,16-30 years,Australia,Oceania
COMP-02288,Manufacturing,Enterprise,3311,4582.5,2007,19,16-30 years,Australia,Oceania
COMP-02289,Healthcare,SME,805,237.67,1998,25,16-30 years,Nigeria,Africa
COMP-02289,Healthcare,SME,805,237.67,1998,26,16-30 years,Nigeria,Africa
COMP-02289,Healthcare,SME,805,237.67,1998,27,16-30 years,Nigeria,Africa
COMP-02289,Healthcare,SME,805,237.67,1998,28,16-30 years,Nigeria,Africa
COMP-02290,Education,SME,961,244.56,2015,8,6-15 years,Australia,Oceania
COMP-02290,Education,SME,961,244.56,2015,9,6-15 years,Australia,Oceania
COMP-02290,Education,SME,961,244.56,2015,10,6-15 years,Australia,Oceania
COMP-02290,Education,SME,961,244.56,2015,11,6-15 years,Australia,Oceania
COMP-02291,Technology,Enterprise,11503,8281.52,2003,20,16-30 years,Singapore,Asia
COMP-02291,Technology,Enterprise,11503,8281.52,2003,21,16-30 years,Singapore,Asia
COMP-02291,Technology,Enterprise,11503,8281.52,2003,22,16-30 years,Singapore,Asia
COMP-02291,Technology,Enterprise,11503,8281.52,2003,23,16-30 years,Singapore,Asia
COMP-02292,Technology,SME,506,149.05,2012,11,6-15 years,Netherlands,Europe
COMP-02292,Technology,SME,506,149.05,2012,12,6-15 years,Netherlands,Europe
COMP-02292,Technology,SME,506,149.05,2012,13,6-15 years,Netherlands,Europe
COMP-02292,Technology,SME,506,149.05,2012,14,6-15 years,Netherlands,Europe
COMP-02293,Healthcare,Enterprise,2934,8600.33,2017,6,6-15 years,UK,Europe
COMP-02293,Healthcare,Enterprise,2934,8600.33,2017,7,6-15 years,UK,Europe
COMP-02293,Healthcare,Enterprise,2934,8600.33,2017,8,6-15 years,UK,Europe
COMP-02293,Healthcare,Enterprise,2934,8600.33,2017,9,6-15 years,UK,Europe
COMP-02294,Finance,Startup,79,13.42,2002,21,16-30 years,France,Europe
COMP-02294,Finance,Startup,79,13.42,2002,22,16-30 years,France,Europe
COMP-02294,Finance,Startup,79,13.42,2002,23,16-30 years,France,Europe
COMP-02294,Finance,Startup,79,13.42,2002,24,16-30 years,France,Europe
COMP-02295,Retail,Enterprise,1619,789.72,1998,25,16-30 years,Vietnam,Asia
COMP-02295,Retail,Enterprise,1619,789.72,1998,26,16-30 years,Vietnam,Asia
COMP-02295,Retail,Enterprise,1619,789.72,1998,27,16-30 years,Vietnam,Asia
COMP-02295,Retail,Enterprise,1619,789.72,1998,28,16-30 years,Vietnam,Asia
COMP-02296,Consulting,Startup,38,21.72,2011,12,6-15 years,South Korea,Asia
COMP-02296,Consulting,Startup,38,21.72,2011,13,6-15 years,South Korea,Asia
COMP-02296,Consulting,Startup,38,21.72,2011,14,6-15 years,South Korea,Asia
COMP-02296,Consulting,Startup,38,21.72,2011,15,6-15 years,South Korea,Asia
COMP-02297,Consulting,SME,470,216.5,1996,27,16-30 years,France,Europe
COMP-02297,Consulting,SME,470,216.5,1996,28,16-30 years,France,Europe
COMP-02297,Consulting,SME,470,216.5,1996,29,16-30 years,France,Europe
