response_id,company_id,survey_year,quarter,ai_training_hours,ai_maturity_score,ai_failure_rate,ai_risk_management_score
11759,COMP-00735,2026,Q3,20.47,0.336,16.8,70
11760,COMP-00735,2026,Q4,36.71,0.428,16.73,63
11761,COMP-00736,2023,Q1,22.15,0.318,32.9,55
11762,COMP-00736,2023,Q2,20.53,0.451,18.29,54
11763,COMP-00736,2023,Q3,34.22,0.441,22.29,74
11764,COMP-00736,2023,Q4,40.31,0.445,17.62,58
11765,COMP-00736,2024,Q1,32.58,0.41,23.71,67
11766,COMP-00736,2024,Q2,34.2,0.493,23.84,63
11767,COMP-00736,2024,Q3,19.61,0.241,29.81,54
11768,COMP-00736,2024,Q4,26.97,0.354,23.3,57
11769,COMP-00736,2025,Q1,30.88,0.294,30.96,69
11770,COMP-00736,2025,Q2,51.24,0.496,19.74,65
11771,COMP-00736,2025,Q3,42.54,0.421,14.93,61
11772,COMP-00736,2025,Q4,38.01,0.54,22.12,65
11774,COMP-00736,2026,Q2,17.49,0.346,27.71,55
11775,COMP-00736,2026,Q3,33.5,0.413,13.34,53
11776,COMP-00736,2026,Q4,23.0,0.356,30.06,61
11777,COMP-00737,2023,Q1,16.75,0.154,28.63,44
11778,COMP-00737,2023,Q2,0.0,0.099,39.87,51
11779,COMP-00737,2023,Q3,19.26,0.262,29.33,45
11780,COMP-00737,2023,Q4,30.33,0.339,24.26,60
11781,COMP-00737,2024,Q1,22.98,0.178,28.15,48
11783,COMP-00737,2024,Q3,0.0,0.0,36.93,49
11784,COMP-00737,2024,Q4,20.43,0.206,35.39,53
11785,COMP-00737,2025,Q1,33.54,0.42,16.82,71
11786,COMP-00737,2025,Q2,9.73,0.093,32.27,52
11787,COMP-00737,2025,Q3,22.37,0.328,35.38,65
11788,COMP-00737,2025,Q4,31.56,0.317,29.1,58
11789,COMP-00737,2026,Q1,9.23,0.212,30.08,61
11790,COMP-00737,2026,Q2,18.25,0.227,40.0,64
11791,COMP-00737,2026,Q3,17.51,0.159,30.34,67
11792,COMP-00737,2026,Q4,28.7,0.36,24.18,66
11793,COMP-00738,2023,Q1,38.96,0.53,24.99,58
11794,COMP-00738,2023,Q2,31.65,0.386,24.59,57
11795,COMP-00738,2023,Q3,32.23,0.336,25.51,62
11796,COMP-00738,2023,Q4,39.22,0.446,18.97,67
11797,COMP-00738,2024,Q1,38.51,0.385,21.28,74
11798,COMP-00738,2024,Q2,29.2,0.471,22.46,48
11799,COMP-00738,2024,Q3,19.67,0.452,24.94,68
11800,COMP-00738,2024,Q4,18.91,0.27,34.0,45
11801,COMP-00738,2025,Q1,36.71,0.455,32.32,60
11803,COMP-00738,2025,Q3,32.71,0.344,18.25,66
11804,COMP-00738,2025,Q4,43.36,0.565,24.58,72
11805,COMP-00738,2026,Q1,25.2,0.512,25.25,63
11806,COMP-00738,2026,Q2,22.74,0.393,22.53,53
11807,COMP-00738,2026,Q3,50.75,0.638,15.32,57
11808,COMP-00738,2026,Q4,23.42,0.233,29.73,59
11809,COMP-00739,2023,Q1,36.09,0.478,14.59,51
11810,COMP-00739,2023,Q2,36.6,0.526,23.28,87
11811,COMP-00739,2023,Q3,38.41,0.475,16.55,57
11812,COMP-00739,2023,Q4,27.6,0.394,24.97,49
11813,COMP-00739,2024,Q1,44.04,0.384,24.25,74
11814,COMP-00739,2024,Q2,26.36,0.315,21.8,57
11816,COMP-00739,2024,Q4,40.37,0.333,22.3,53
11817,COMP-00739,2025,Q1,15.09,0.224,31.54,52
11818,COMP-00739,2025,Q2,25.91,0.493,25.06,70
11819,COMP-00739,2025,Q3,41.82,0.447,16.52,57
11820,COMP-00739,2025,Q4,31.99,0.476,16.47,65
11821,COMP-00739,2026,Q1,40.03,0.315,25.27,60
11822,COMP-00739,2026,Q2,53.56,0.588,18.04,76
11823,COMP-00739,2026,Q3,30.5,0.463,18.48,73
11824,COMP-00739,2026,Q4,15.59,0.378,23.34,51
11825,COMP-00740,2023,Q1,1.36,0.117,37.86,59
11826,COMP-00740,2023,Q2,10.65,0.125,35.64,56
11828,COMP-00740,2023,Q4,16.14,0.144,25.91,51
11829,COMP-00740,2024,Q1,0.0,0.049,30.68,43
11830,COMP-00740,2024,Q2,19.78,0.189,34.17,47
11831,COMP-00740,2024,Q3,21.6,0.278,33.85,55
11833,COMP-00740,2025,Q1,27.64,0.461,31.41,58
11834,COMP-00740,2025,Q2,14.57,0.162,40.0,59
11835,COMP-00740,2025,Q3,8.88,0.165,40.0,57
11836,COMP-00740,2025,Q4,24.29,0.215,26.2,54
11837,COMP-00740,2026,Q1,10.03,0.261,38.75,45
11838,COMP-00740,2026,Q2,13.78,0.248,30.16,44
11839,COMP-00740,2026,Q3,0.0,0.071,39.11,57
11840,COMP-00740,2026,Q4,17.26,0.18,30.6,52
11841,COMP-00741,2023,Q1,16.73,0.292,33.77,55
11842,COMP-00741,2023,Q2,2.71,0.146,38.34,45
11843,COMP-00741,2023,Q3,40.02,0.414,23.04,77
11844,COMP-00741,2023,Q4,23.84,0.324,23.54,54
11845,COMP-00741,2024,Q1,10.76,0.189,40.0,57
11846,COMP-00741,2024,Q2,32.69,0.316,29.38,66
11847,COMP-00741,2024,Q3,26.15,0.284,30.57,44
11848,COMP-00741,2024,Q4,29.73,0.354,25.71,62
11849,COMP-00741,2025,Q1,29.84,0.332,25.58,51
11850,COMP-00741,2025,Q2,24.0,0.208,40.0,53
11851,COMP-00741,2025,Q3,30.41,0.328,27.54,62
11852,COMP-00741,2025,Q4,27.54,0.357,23.86,52
11853,COMP-00741,2026,Q1,11.14,0.322,34.47,61
11854,COMP-00741,2026,Q2,28.74,0.283,30.06,50
11855,COMP-00741,2026,Q3,12.0,0.158,34.24,65
11856,COMP-00741,2026,Q4,37.52,0.354,27.12,69
11857,COMP-00742,2023,Q1,0.0,0.154,33.06,59
11858,COMP-00742,2023,Q2,32.35,0.275,26.39,54
11859,COMP-00742,2023,Q3,7.31,0.161,40.0,63
11860,COMP-00742,2023,Q4,8.62,0.172,36.11,56
11861,COMP-00742,2024,Q1,43.47,0.348,16.35,52
11862,COMP-00742,2024,Q2,34.6,0.366,16.87,66
11863,COMP-00742,2024,Q3,27.02,0.204,28.99,52
11864,COMP-00742,2024,Q4,26.11,0.315,29.17,50
11865,COMP-00742,2025,Q1,40.05,0.497,14.01,59
11866,COMP-00742,2025,Q2,31.36,0.265,23.0,57
11867,COMP-00742,2025,Q3,27.43,0.328,17.67,64
11868,COMP-00742,2025,Q4,51.23,0.397,19.61,73
11869,COMP-00742,2026,Q1,25.84,0.408,22.65,46
11870,COMP-00742,2026,Q2,23.34,0.321,30.94,53
11871,COMP-00742,2026,Q3,35.33,0.439,21.74,71
11873,COMP-00743,2023,Q1,14.94,0.213,34.6,80
11874,COMP-00743,2023,Q2,11.24,0.286,40.0,63
11876,COMP-00743,2023,Q4,14.84,0.292,28.69,46
11877,COMP-00743,2024,Q1,28.05,0.487,17.64,57
11878,COMP-00743,2024,Q2,28.03,0.388,19.64,60
11879,COMP-00743,2024,Q3,22.86,0.34,24.19,52
11880,COMP-00743,2024,Q4,23.64,0.54,13.55,67
11881,COMP-00743,2025,Q1,35.04,0.517,11.03,61
11882,COMP-00743,2025,Q2,25.12,0.259,24.86,46
11883,COMP-00743,2025,Q3,29.65,0.367,23.49,61
11884,COMP-00743,2025,Q4,26.6,0.334,21.63,66
11885,COMP-00743,2026,Q1,30.95,0.317,26.42,64
11886,COMP-00743,2026,Q2,43.71,0.41,18.18,68
11887,COMP-00743,2026,Q3,30.57,0.27,28.75,58
11888,COMP-00743,2026,Q4,40.21,0.46,14.99,67
11889,COMP-00744,2023,Q1,39.31,0.463,17.64,60
11890,COMP-00744,2023,Q2,25.89,0.586,20.25,45
11891,COMP-00744,2023,Q3,28.02,0.379,23.3,59
11892,COMP-00744,2023,Q4,10.67,0.203,30.98,46
11893,COMP-00744,2024,Q1,18.23,0.297,24.51,53
11894,COMP-00744,2024,Q2,43.31,0.521,14.56,63
11895,COMP-00744,2024,Q3,26.4,0.514,14.09,72
11896,COMP-00744,2024,Q4,41.93,0.544,14.99,59
11897,COMP-00744,2025,Q1,16.2,0.475,30.84,62
11898,COMP-00744,2025,Q2,14.83,0.328,33.88,54
11899,COMP-00744,2025,Q3,21.73,0.415,27.28,61
11900,COMP-00744,2025,Q4,17.63,0.395,22.62,59
11901,COMP-00744,2026,Q1,22.76,0.447,19.93,69
11902,COMP-00744,2026,Q2,29.32,0.291,26.63,67
11903,COMP-00744,2026,Q3,26.3,0.349,21.24,57
11904,COMP-00744,2026,Q4,26.56,0.342,26.2,44
11905,COMP-00745,2023,Q1,0.0,0.118,40.0,49
11906,COMP-00745,2023,Q2,15.24,0.209,24.39,48
11907,COMP-00745,2023,Q3,0.08,0.13,40.0,57
11908,COMP-00745,2023,Q4,7.37,0.195,32.38,58
11909,COMP-00745,2024,Q1,21.18,0.241,28.93,51
11910,COMP-00745,2024,Q2,32.21,0.314,27.96,50
11911,COMP-00745,2024,Q3,9.62,0.116,36.79,45
11912,COMP-00745,2024,Q4,13.46,0.307,35.35,57
11913,COMP-00745,2025,Q1,12.29,0.256,22.98,66
11914,COMP-00745,2025,Q2,30.42,0.456,22.94,57
11915,COMP-00745,2025,Q3,41.21,0.299,17.83,66
11916,COMP-00745,2025,Q4,11.71,0.288,32.31,53
11917,COMP-00745,2026,Q1,24.93,0.31,27.7,60
11918,COMP-00745,2026,Q2,35.79,0.431,19.5,52
11919,COMP-00745,2026,Q3,32.46,0.368,25.61,50
11920,COMP-00745,2026,Q4,19.34,0.197,34.12,50
11921,COMP-00746,2023,Q1,40.37,0.437,23.24,68
11922,COMP-00746,2023,Q2,21.49,0.337,28.63,57
11923,COMP-00746,2023,Q3,25.59,0.417,25.06,66
11924,COMP-00746,2023,Q4,24.56,0.263,24.94,67
11925,COMP-00746,2024,Q1,21.11,0.264,24.23,55
11926,COMP-00746,2024,Q2,28.09,0.301,27.86,49
11927,COMP-00746,2024,Q3,22.16,0.395,25.31,61
11928,COMP-00746,2024,Q4,36.42,0.401,26.87,57
11929,COMP-00746,2025,Q1,41.99,0.508,23.39,70
11931,COMP-00746,2025,Q3,24.26,0.472,30.91,63
11932,COMP-00746,2025,Q4,34.87,0.387,17.32,66
11933,COMP-00746,2026,Q1,43.6,0.458,18.2,47
11934,COMP-00746,2026,Q2,40.43,0.492,21.21,59
11935,COMP-00746,2026,Q3,43.7,0.474,12.52,56
11936,COMP-00746,2026,Q4,37.06,0.495,14.71,66
11937,COMP-00747,2023,Q1,8.85,0.22,36.73,52
11938,COMP-00747,2023,Q2,26.63,0.405,34.94,52
11940,COMP-00747,2023,Q4,7.21,0.182,34.17,54
11941,COMP-00747,2024,Q1,23.24,0.125,19.99,42
11942,COMP-00747,2024,Q2,25.09,0.368,19.53,65
11943,COMP-00747,2024,Q3,19.94,0.278,24.96,63
11944,COMP-00747,2024,Q4,17.36,0.328,28.17,55
11945,COMP-00747,2025,Q1,11.01,0.193,36.4,87
11946,COMP-00747,2025,Q2,18.83,0.199,37.42,56
11947,COMP-00747,2025,Q3,28.54,0.321,24.44,55
11948,COMP-00747,2025,Q4,23.07,0.211,36.49,48
11949,COMP-00747,2026,Q1,18.01,0.295,29.9,45
11950,COMP-00747,2026,Q2,45.63,0.403,24.57,54
11951,COMP-00747,2026,Q3,28.18,0.415,18.09,66
11952,COMP-00747,2026,Q4,30.98,0.401,17.27,58
11953,COMP-00748,2023,Q1,26.08,0.241,24.9,55
11955,COMP-00748,2023,Q3,21.93,0.372,36.54,62
11956,COMP-00748,2023,Q4,36.49,0.403,24.22,48
11957,COMP-00748,2024,Q1,23.07,0.194,35.99,53
11958,COMP-00748,2024,Q2,25.09,0.297,31.74,55
11959,COMP-00748,2024,Q3,25.45,0.39,22.05,54
11960,COMP-00748,2024,Q4,52.19,0.54,16.85,64
11961,COMP-00748,2025,Q1,18.61,0.254,23.77,59
11962,COMP-00748,2025,Q2,25.53,0.439,29.75,69
11964,COMP-00748,2025,Q4,33.61,0.254,35.0,52
11965,COMP-00748,2026,Q1,48.34,0.426,22.47,57
11966,COMP-00748,2026,Q2,25.58,0.419,21.98,66
11967,COMP-00748,2026,Q3,41.23,0.522,24.73,81
11968,COMP-00748,2026,Q4,41.81,0.4,13.07,71
11969,COMP-00749,2023,Q1,26.09,0.339,24.57,60
11970,COMP-00749,2023,Q2,29.94,0.39,27.99,61
11971,COMP-00749,2023,Q3,20.03,0.407,27.42,59
11972,COMP-00749,2023,Q4,31.52,0.388,23.67,72
11973,COMP-00749,2024,Q1,52.91,0.545,14.11,61
11974,COMP-00749,2024,Q2,37.8,0.465,16.2,53
11975,COMP-00749,2024,Q3,26.86,0.425,24.78,72
11976,COMP-00749,2024,Q4,42.92,0.495,12.41,62
11977,COMP-00749,2025,Q1,48.8,0.523,13.02,56
11978,COMP-00749,2025,Q2,22.62,0.315,34.77,64
11979,COMP-00749,2025,Q3,29.36,0.402,22.79,67
11980,COMP-00749,2025,Q4,34.5,0.431,23.52,65
11981,COMP-00749,2026,Q1,32.19,0.429,20.05,48
11982,COMP-00749,2026,Q2,29.71,0.422,22.06,48
11983,COMP-00749,2026,Q3,10.06,0.161,38.4,50
11984,COMP-00749,2026,Q4,30.49,0.268,18.78,56
11986,COMP-00750,2023,Q2,10.37,0.237,26.83,64
11987,COMP-00750,2023,Q3,16.39,0.143,34.57,60
11988,COMP-00750,2023,Q4,19.09,0.101,22.14,40
11989,COMP-00750,2024,Q1,0.0,0.17,35.91,46
11990,COMP-00750,2024,Q2,36.72,0.358,17.51,54
11991,COMP-00750,2024,Q3,17.68,0.224,24.72,57
11992,COMP-00750,2024,Q4,33.34,0.438,23.68,62
11993,COMP-00750,2025,Q1,13.58,0.177,40.0,46
11994,COMP-00750,2025,Q2,24.63,0.27,30.52,46
11995,COMP-00750,2025,Q3,42.98,0.359,28.68,68
11996,COMP-00750,2025,Q4,14.6,0.259,30.66,56
11997,COMP-00750,2026,Q1,30.24,0.354,27.07,58
11998,COMP-00750,2026,Q2,8.48,0.092,28.38,43
11999,COMP-00750,2026,Q3,0.0,0.076,40.0,57
12000,COMP-00750,2026,Q4,13.38,0.275,29.04,66
12001,COMP-00751,2023,Q1,0.0,0.155,33.89,44
12002,COMP-00751,2023,Q2,4.33,0.197,30.68,50
12003,COMP-00751,2023,Q3,26.54,0.184,25.65,60
12004,COMP-00751,2023,Q4,38.32,0.515,28.44,64
12005,COMP-00751,2024,Q1,4.13,0.267,39.39,46
12006,COMP-00751,2024,Q2,26.3,0.344,25.66,55
12007,COMP-00751,2024,Q3,12.43,0.096,25.96,42
12008,COMP-00751,2024,Q4,9.94,0.202,35.96,40
12009,COMP-00751,2025,Q1,10.77,0.176,35.32,50
12010,COMP-00751,2025,Q2,23.96,0.224,30.81,56
12011,COMP-00751,2025,Q3,11.19,0.11,29.06,50
12012,COMP-00751,2025,Q4,38.13,0.426,11.71,70
12013,COMP-00751,2026,Q1,25.98,0.351,29.79,54
12014,COMP-00751,2026,Q2,2.52,0.177,29.1,45
12015,COMP-00751,2026,Q3,22.22,0.436,27.92,62
12016,COMP-00751,2026,Q4,14.03,0.199,24.49,51
12017,COMP-00752,2023,Q1,34.58,0.346,28.2,59
12018,COMP-00752,2023,Q2,11.76,0.234,35.98,48
12019,COMP-00752,2023,Q3,35.71,0.205,28.8,70
12020,COMP-00752,2023,Q4,14.43,0.342,26.63,56
12021,COMP-00752,2024,Q1,34.54,0.426,21.66,69
12022,COMP-00752,2024,Q2,41.08,0.28,23.56,60
12023,COMP-00752,2024,Q3,16.38,0.182,32.65,56
12024,COMP-00752,2024,Q4,27.7,0.261,23.8,64
12025,COMP-00752,2025,Q1,32.74,0.456,19.28,53
12026,COMP-00752,2025,Q2,24.94,0.451,31.38,69
12028,COMP-00752,2025,Q4,24.19,0.303,27.64,59
12029,COMP-00752,2026,Q1,19.07,0.342,32.64,55
12030,COMP-00752,2026,Q2,51.02,0.507,15.19,69
12031,COMP-00752,2026,Q3,15.32,0.219,29.36,45
12032,COMP-00752,2026,Q4,36.65,0.403,21.45,59
12033,COMP-00753,2023,Q1,0.0,0.078,36.9,51
12034,COMP-00753,2023,Q2,47.14,0.494,10.98,50
12035,COMP-00753,2023,Q3,13.54,0.251,30.53,58
12036,COMP-00753,2023,Q4,22.92,0.262,22.13,64
12037,COMP-00753,2024,Q1,9.32,0.221,36.8,63
12038,COMP-00753,2024,Q2,23.87,0.322,22.66,52
12039,COMP-00753,2024,Q3,22.66,0.233,32.92,54
12040,COMP-00753,2024,Q4,5.61,0.082,37.36,65
12041,COMP-00753,2025,Q1,29.01,0.416,33.84,52
12042,COMP-00753,2025,Q2,10.87,0.128,39.15,50
12043,COMP-00753,2025,Q3,19.91,0.177,35.53,58
12044,COMP-00753,2025,Q4,20.41,0.302,28.09,49
12045,COMP-00753,2026,Q1,21.57,0.29,32.78,63
12046,COMP-00753,2026,Q2,7.99,0.236,25.21,40
12047,COMP-00753,2026,Q3,3.51,0.165,22.76,62
12048,COMP-00753,2026,Q4,34.32,0.348,22.25,57
12049,COMP-00754,2023,Q1,34.88,0.358,19.35,69
12050,COMP-00754,2023,Q2,17.74,0.316,35.59,55
12051,COMP-00754,2023,Q3,30.61,0.327,22.59,60
12052,COMP-00754,2023,Q4,22.02,0.468,31.26,66
12053,COMP-00754,2024,Q1,21.91,0.295,37.57,51
12054,COMP-00754,2024,Q2,20.68,0.343,33.11,65
12055,COMP-00754,2024,Q3,23.41,0.442,20.04,49
12057,COMP-00754,2025,Q1,30.94,0.446,22.34,61
12058,COMP-00754,2025,Q2,45.8,0.496,14.36,56
12059,COMP-00754,2025,Q3,39.09,0.503,24.34,68
12060,COMP-00754,2025,Q4,27.19,0.421,24.47,62
12061,COMP-00754,2026,Q1,42.39,0.654,14.68,55
12062,COMP-00754,2026,Q2,19.58,0.445,23.65,65
12064,COMP-00754,2026,Q4,52.24,0.542,13.1,71
12065,COMP-00755,2023,Q1,23.66,0.373,29.92,64
12066,COMP-00755,2023,Q2,9.2,0.127,26.23,40
12067,COMP-00755,2023,Q3,43.51,0.417,19.37,62
12068,COMP-00755,2023,Q4,42.99,0.479,23.43,63
12069,COMP-00755,2024,Q1,10.06,0.231,32.18,51
12070,COMP-00755,2024,Q2,31.47,0.433,25.66,52
12071,COMP-00755,2024,Q3,32.1,0.353,31.52,56
12072,COMP-00755,2024,Q4,36.99,0.431,13.49,59
12073,COMP-00755,2025,Q1,35.19,0.459,18.25,64
12074,COMP-00755,2025,Q2,33.08,0.595,6.76,73
12075,COMP-00755,2025,Q3,30.51,0.354,27.81,58
12076,COMP-00755,2025,Q4,35.23,0.423,22.41,68
12078,COMP-00755,2026,Q2,20.54,0.412,28.77,66
12079,COMP-00755,2026,Q3,35.7,0.412,15.48,62
12080,COMP-00755,2026,Q4,41.92,0.38,18.74,60
12081,COMP-00756,2023,Q1,25.42,0.272,28.21,56
12082,COMP-00756,2023,Q2,31.91,0.376,18.0,72
12083,COMP-00756,2023,Q3,24.37,0.374,29.52,57
12084,COMP-00756,2023,Q4,45.69,0.44,11.03,65
12085,COMP-00756,2024,Q1,45.39,0.478,17.62,69
12086,COMP-00756,2024,Q2,27.43,0.321,12.2,59
12087,COMP-00756,2024,Q3,17.73,0.123,26.75,40
12089,COMP-00756,2025,Q1,44.59,0.423,9.32,69
12090,COMP-00756,2025,Q2,42.18,0.514,24.95,72
12091,COMP-00756,2025,Q3,37.13,0.38,16.5,57
12092,COMP-00756,2025,Q4,43.38,0.3,27.78,67
12093,COMP-00756,2026,Q1,60.5,0.623,9.15,65
12094,COMP-00756,2026,Q2,13.39,0.369,37.36,66
12095,COMP-00756,2026,Q3,16.31,0.228,27.45,66
12096,COMP-00756,2026,Q4,30.54,0.355,25.18,49
12097,COMP-00757,2023,Q1,33.66,0.395,26.17,65
12098,COMP-00757,2023,Q2,22.13,0.274,27.65,55
12099,COMP-00757,2023,Q3,50.26,0.53,17.41,73
12100,COMP-00757,2023,Q4,13.3,0.136,30.75,68
12102,COMP-00757,2024,Q2,35.68,0.424,20.51,52
12103,COMP-00757,2024,Q3,29.54,0.256,32.42,63
12104,COMP-00757,2024,Q4,31.68,0.471,25.04,76
12105,COMP-00757,2025,Q1,32.93,0.358,21.39,71
12106,COMP-00757,2025,Q2,34.27,0.343,22.86,62
12107,COMP-00757,2025,Q3,6.47,0.203,31.87,59
12108,COMP-00757,2025,Q4,17.34,0.15,27.22,58
12109,COMP-00757,2026,Q1,21.7,0.22,26.22,58
12111,COMP-00757,2026,Q3,25.81,0.263,25.26,57
12112,COMP-00757,2026,Q4,41.28,0.456,15.63,69
12113,COMP-00758,2023,Q1,15.57,0.227,24.46,60
12114,COMP-00758,2023,Q2,33.74,0.433,24.46,58
12115,COMP-00758,2023,Q3,22.81,0.263,30.32,50
12117,COMP-00758,2024,Q1,4.5,0.245,27.45,59
12118,COMP-00758,2024,Q2,36.16,0.367,14.4,63
12119,COMP-00758,2024,Q3,35.71,0.405,30.56,59
12120,COMP-00758,2024,Q4,24.57,0.421,29.38,66
12122,COMP-00758,2025,Q2,35.09,0.354,35.05,63
12123,COMP-00758,2025,Q3,28.09,0.368,30.28,64
12124,COMP-00758,2025,Q4,39.57,0.527,19.42,71
12125,COMP-00758,2026,Q1,46.83,0.501,21.05,76
12126,COMP-00758,2026,Q2,33.17,0.454,23.4,58
12128,COMP-00758,2026,Q4,23.12,0.368,26.83,48
12129,COMP-00759,2023,Q1,42.39,0.356,29.07,57
12130,COMP-00759,2023,Q2,37.93,0.445,17.28,80
12131,COMP-00759,2023,Q3,31.48,0.47,20.26,51
12132,COMP-00759,2023,Q4,40.05,0.477,14.37,62
12133,COMP-00759,2024,Q1,26.5,0.4,24.18,63
12134,COMP-00759,2024,Q2,22.11,0.394,22.87,57
12135,COMP-00759,2024,Q3,44.29,0.52,19.22,73
12136,COMP-00759,2024,Q4,40.19,0.461,19.48,54
12137,COMP-00759,2025,Q1,44.67,0.514,16.31,73
12138,COMP-00759,2025,Q2,28.59,0.31,29.64,65
12139,COMP-00759,2025,Q3,30.86,0.383,18.21,58
12140,COMP-00759,2025,Q4,19.84,0.253,38.07,63
12141,COMP-00759,2026,Q1,25.14,0.266,24.63,67
12142,COMP-00759,2026,Q2,21.74,0.387,34.83,53
12143,COMP-00759,2026,Q3,26.56,0.328,40.0,56
12144,COMP-00759,2026,Q4,30.72,0.482,23.67,53
12145,COMP-00760,2023,Q1,18.74,0.183,36.11,48
12146,COMP-00760,2023,Q2,28.53,0.261,20.88,60
12147,COMP-00760,2023,Q3,10.89,0.107,28.45,53
12148,COMP-00760,2023,Q4,17.78,0.243,28.65,45
12149,COMP-00760,2024,Q1,0.0,0.228,30.06,43
12152,COMP-00760,2024,Q4,23.22,0.338,38.34,65
12153,COMP-00760,2025,Q1,37.94,0.462,24.5,70
12154,COMP-00760,2025,Q2,20.66,0.391,26.92,49
12155,COMP-00760,2025,Q3,45.34,0.553,18.91,70
12156,COMP-00760,2025,Q4,13.68,0.181,35.45,53
12157,COMP-00760,2026,Q1,21.65,0.383,18.46,57
12158,COMP-00760,2026,Q2,18.65,0.282,24.61,56
12159,COMP-00760,2026,Q3,22.88,0.374,22.42,49
12160,COMP-00760,2026,Q4,33.81,0.444,20.16,54
12161,COMP-00761,2023,Q1,35.78,0.371,30.08,64
12162,COMP-00761,2023,Q2,10.69,0.143,40.0,75
12163,COMP-00761,2023,Q3,25.76,0.291,33.61,67
12164,COMP-00761,2023,Q4,30.02,0.471,27.53,60
12165,COMP-00761,2024,Q1,27.66,0.238,35.53,64
12166,COMP-00761,2024,Q2,32.94,0.398,23.5,53
12167,COMP-00761,2024,Q3,35.47,0.263,20.72,62
12168,COMP-00761,2024,Q4,36.64,0.437,21.34,68
12169,COMP-00761,2025,Q1,27.56,0.397,29.47,56
12170,COMP-00761,2025,Q2,36.59,0.38,8.57,61
12171,COMP-00761,2025,Q3,9.73,0.232,37.18,62
12172,COMP-00761,2025,Q4,55.48,0.446,11.52,64
12173,COMP-00761,2026,Q1,17.79,0.346,36.39,66
12174,COMP-00761,2026,Q2,9.01,0.144,32.02,55
12175,COMP-00761,2026,Q3,30.22,0.345,32.51,75
12177,COMP-00762,2023,Q1,14.35,0.208,40.0,60
12178,COMP-00762,2023,Q2,29.14,0.461,16.78,73
12179,COMP-00762,2023,Q3,37.34,0.499,19.61,72
12180,COMP-00762,2023,Q4,29.04,0.403,21.65,76
12181,COMP-00762,2024,Q1,31.58,0.346,23.58,56
12182,COMP-00762,2024,Q2,23.84,0.315,27.04,54
12183,COMP-00762,2024,Q3,28.1,0.409,24.14,59
12185,COMP-00762,2025,Q1,35.78,0.484,20.74,70
12187,COMP-00762,2025,Q3,28.7,0.375,24.24,60
12188,COMP-00762,2025,Q4,37.7,0.354,22.43,61
12189,COMP-00762,2026,Q1,16.28,0.421,25.23,68
12190,COMP-00762,2026,Q2,49.64,0.497,20.96,73
12191,COMP-00762,2026,Q3,36.79,0.5,20.24,68
12194,COMP-00763,2023,Q2,26.83,0.322,33.07,76
12195,COMP-00763,2023,Q3,14.48,0.237,37.69,55
12196,COMP-00763,2023,Q4,5.88,0.131,36.6,55
12197,COMP-00763,2024,Q1,5.2,0.172,34.34,66
12198,COMP-00763,2024,Q2,24.37,0.395,15.32,59
12199,COMP-00763,2024,Q3,38.82,0.364,23.16,60
12200,COMP-00763,2024,Q4,21.27,0.374,21.76,61
12201,COMP-00763,2025,Q1,45.4,0.479,18.41,51
12202,COMP-00763,2025,Q2,22.21,0.269,32.07,72
12203,COMP-00763,2025,Q3,19.05,0.313,23.28,40
12204,COMP-00763,2025,Q4,23.63,0.262,36.68,52
12205,COMP-00763,2026,Q1,20.03,0.285,36.33,41
12207,COMP-00763,2026,Q3,12.45,0.057,36.57,68
12208,COMP-00763,2026,Q4,25.26,0.499,14.7,78
12209,COMP-00764,2023,Q1,20.26,0.271,29.44,50
12210,COMP-00764,2023,Q2,34.83,0.449,24.76,52
12211,COMP-00764,2023,Q3,22.56,0.363,28.98,69
12212,COMP-00764,2023,Q4,32.4,0.386,25.94,69
12213,COMP-00764,2024,Q1,37.53,0.358,16.26,62
12215,COMP-00764,2024,Q3,38.56,0.344,18.17,67
12216,COMP-00764,2024,Q4,33.73,0.477,24.55,60
12217,COMP-00764,2025,Q1,31.41,0.399,17.68,56
12218,COMP-00764,2025,Q2,23.8,0.359,25.07,52
12219,COMP-00764,2025,Q3,46.48,0.496,11.42,59
12221,COMP-00764,2026,Q1,28.39,0.373,25.57,65
12222,COMP-00764,2026,Q2,31.2,0.36,29.38,52
12223,COMP-00764,2026,Q3,33.66,0.469,16.54,59
12224,COMP-00764,2026,Q4,22.93,0.321,23.34,55
12226,COMP-00765,2023,Q2,23.88,0.318,25.09,75
12228,COMP-00765,2023,Q4,57.76,0.57,7.02,54
12229,COMP-00765,2024,Q1,32.77,0.323,28.37,66
12230,COMP-00765,2024,Q2,15.59,0.294,19.56,66
12231,COMP-00765,2024,Q3,22.29,0.296,34.41,50
12232,COMP-00765,2024,Q4,22.86,0.301,32.68,55
12233,COMP-00765,2025,Q1,16.11,0.248,32.57,54
12234,COMP-00765,2025,Q2,36.56,0.276,23.68,51
12235,COMP-00765,2025,Q3,36.02,0.453,17.19,53
12236,COMP-00765,2025,Q4,40.26,0.409,18.99,60
12237,COMP-00765,2026,Q1,45.63,0.477,15.01,54
12238,COMP-00765,2026,Q2,29.19,0.358,20.2,59
12239,COMP-00765,2026,Q3,37.45,0.499,20.66,80
12240,COMP-00765,2026,Q4,13.65,0.265,34.24,69
12241,COMP-00766,2023,Q1,25.99,0.248,33.67,58
12242,COMP-00766,2023,Q2,20.86,0.32,23.51,66
