company_id,country,company_size,num_employees,annual_revenue_usd_millions
COMP-00640,Thailand,Enterprise,12849,639.59
COMP-00641,Indonesia,Enterprise,4841,683.61
COMP-00642,Japan,Enterprise,3158,3637.31
COMP-00643,Canada,Startup,63,14.07
COMP-00644,Singapore,SME,287,228.94
COMP-00645,India,SME,951,254.71
COMP-00646,Egypt,Startup,67,43.0
COMP-00647,South Africa,SME,844,104.09
COMP-00648,India,SME,764,397.91
COMP-00649,Singapore,Startup,66,19.22
COMP-00650,Poland,Startup,86,48.74
COMP-00651,South Korea,Enterprise,19591,9036.33
COMP-00652,Netherlands,Enterprise,12308,4281.05
COMP-00653,Colombia,Enterprise,13903,1124.1
COMP-00654,Indonesia,SME,178,76.87
COMP-00655,Australia,SME,615,481.01
COMP-00656,Japan,Startup,93,27.68
COMP-00657,Sweden,Enterprise,17661,3973.97
COMP-00658,Poland,Startup,35,42.51
COMP-00659,Brazil,Enterprise,9652,8205.68
COMP-00660,USA,Startup,74,17.91
COMP-00661,Australia,SME,537,261.49
COMP-00662,Japan,Startup,14,25.37
COMP-00663,Philippines,SME,347,110.42
COMP-00664,Poland,Startup,30,48.15
COMP-00665,South Africa,SME,393,467.9
COMP-00666,Malaysia,Enterprise,12486,917.05
COMP-00667,UK,Startup,15,22.83
COMP-00668,India,SME,591,482.28
COMP-00669,France,Startup,77,47.62
COMP-00670,Vietnam,SME,456,246.65
COMP-00671,Chile,Startup,96,4.58
COMP-00672,Singapore,SME,346,226.76
COMP-00673,France,Enterprise,11717,7324.15
COMP-00674,Netherlands,SME,286,482.08
COMP-00675,Kenya,SME,192,274.5
COMP-00676,Kenya,Startup,37,12.21
COMP-00677,Philippines,SME,827,413.64
COMP-00678,China,Enterprise,16514,777.11
COMP-00679,South Korea,Startup,22,1.02
COMP-00680,Colombia,SME,700,392.45
COMP-00681,Malaysia,SME,503,389.42
COMP-00682,Nigeria,Enterprise,13972,2884.51
COMP-00683,Spain,SME,792,211.36
COMP-00684,Netherlands,SME,292,128.85
COMP-00685,South Africa,SME,679,311.73
COMP-00686,Argentina,Startup,85,38.18
COMP-00687,Chile,SME,208,208.87
COMP-00688,India,Startup,87,39.24
COMP-00689,Sweden,SME,498,295.03
COMP-00690,New Zealand,SME,211,434.76
COMP-00691,Colombia,Enterprise,12757,1176.0
COMP-00692,Sweden,Startup,10,21.06
COMP-00693,Indonesia,Enterprise,12546,8440.35
COMP-00694,Netherlands,Startup,76,26.27
COMP-00695,Thailand,SME,280,177.11
COMP-00696,Colombia,SME,280,394.5
COMP-00697,Italy,Enterprise,2380,7369.72
COMP-00698,Spain,Startup,95,36.74
COMP-00699,Poland,Startup,85,11.99
COMP-00700,Chile,SME,641,196.38
COMP-00701,China,Startup,36,14.3
COMP-00702,Colombia,Enterprise,3708,1921.21
COMP-00703,Argentina,Startup,68,21.31
COMP-00704,Japan,Enterprise,4551,903.01
COMP-00705,Nigeria,Enterprise,14422,7287.03
COMP-00706,Chile,Startup,72,25.94
COMP-00707,Brazil,Enterprise,11728,4763.73
COMP-00708,Sweden,SME,990,411.58
COMP-00709,Thailand,Startup,48,42.67
COMP-00710,Malaysia,Startup,93,48.95
COMP-00711,Canada,Startup,90,35.36
COMP-00712,Brazil,SME,291,273.32
COMP-00713,India,Startup,99,8.99
COMP-00714,South Africa,Startup,92,39.33
COMP-00715,New Zealand,Enterprise,12065,6351.16
COMP-00716,Australia,SME,988,290.43
COMP-00717,Sweden,SME,292,188.98
COMP-00718,Poland,Startup,73,36.01
COMP-00719,Germany,Enterprise,3763,2653.91
COMP-00720,Colombia,Startup,53,15.21
COMP-00721,New Zealand,Enterprise,18266,5264.4
COMP-00722,Kenya,SME,550,432.81
COMP-00723,Kenya,Enterprise,12442,615.49
COMP-00724,New Zealand,SME,111,179.43
COMP-00725,Poland,Enterprise,17523,6402.28
COMP-00726,Philippines,Startup,78,4.35
COMP-00727,India,Enterprise,17433,4611.29
COMP-00728,Thailand,Enterprise,13253,4052.25
COMP-00729,France,Enterprise,7432,6596.48
COMP-00730,Sweden,SME,502,403.37
COMP-00731,Colombia,Startup,29,14.61
COMP-00732,Netherlands,Startup,83,9.79
COMP-00733,Poland,Startup,67,6.55
COMP-00734,Netherlands,SME,830,283.87
COMP-00735,Japan,SME,486,142.4
COMP-00736,Germany,SME,891,345.54
COMP-00737,France,Startup,35,30.58
COMP-00738,USA,Enterprise,4554,6660.8
COMP-00739,South Africa,Startup,62,1.74
COMP-00740,Philippines,Startup,82,35.62
COMP-00741,Brazil,Startup,68,14.28
COMP-00742,Argentina,Startup,31,31.64
COMP-00743,Japan,Startup,34,3.47
COMP-00744,Australia,Enterprise,18200,5648.91
COMP-00745,UK,Startup,10,11.8
COMP-00746,China,Enterprise,9367,6817.45
COMP-00747,France,Startup,36,22.25
COMP-00748,Malaysia,SME,370,417.76
COMP-00749,New Zealand,SME,347,153.13
COMP-00750,Argentina,SME,856,444.86
COMP-00751,Argentina,SME,535,56.19
COMP-00752,Germany,Enterprise,6039,9156.1
COMP-00753,China,SME,160,241.15
COMP-00754,Canada,SME,403,199.87
COMP-00755,Sweden,Enterprise,5370,5188.26
COMP-00756,India,Startup,74,13.41
COMP-00757,Argentina,SME,849,181.17
COMP-00758,Germany,SME,956,200.12
COMP-00759,Canada,SME,964,452.91
COMP-00760,Singapore,SME,222,367.46
COMP-00761,Argentina,SME,191,238.73
COMP-00762,Japan,SME,304,185.47
COMP-00763,Sweden,Startup,70,24.01
COMP-00764,China,Startup,10,46.28
COMP-00765,Canada,SME,744,403.94
COMP-00766,New Zealand,Startup,56,34.57
COMP-00767,Netherlands,Startup,78,1.39
COMP-00768,Colombia,SME,634,164.7
COMP-00769,Australia,SME,252,422.65
COMP-00770,New Zealand,Enterprise,7121,4048.44
COMP-00771,Argentina,Startup,94,45.27
COMP-00772,Egypt,Startup,31,26.56
COMP-00773,Thailand,Startup,51,44.33
COMP-00774,Spain,Startup,66,1.65
COMP-00775,Poland,SME,384,256.64
COMP-00776,South Korea,SME,594,270.22
COMP-00777,Spain,Enterprise,12510,518.93
COMP-00778,Sweden,Startup,31,27.53
COMP-00779,UK,SME,820,236.39
COMP-00780,Malaysia,SME,749,335.59
COMP-00781,USA,Enterprise,14545,6273.65
COMP-00782,Malaysia,Startup,28,17.45
COMP-00783,Chile,SME,763,327.34
COMP-00784,Canada,Startup,28,34.27
COMP-00785,Sweden,Startup,38,25.51
COMP-00786,France,SME,338,101.93
COMP-00787,Kenya,Startup,48,8.0
COMP-00788,Philippines,SME,893,453.05
COMP-00789,India,SME,413,278.51
COMP-00790,Argentina,Enterprise,8374,8913.39
COMP-00791,Italy,SME,893,163.97
COMP-00792,Australia,Enterprise,1504,8804.62
COMP-00793,Argentina,Startup,87,26.02
COMP-00794,China,SME,641,341.5
COMP-00795,Nigeria,SME,534,176.4
COMP-00796,South Korea,SME,391,431.57
COMP-00797,South Africa,Startup,75,26.16
COMP-00798,Spain,Startup,12,18.18
COMP-00799,Nigeria,SME,606,216.27
COMP-00800,South Korea,Startup,39,11.67
COMP-00801,France,SME,447,334.39
COMP-00802,India,Startup,82,29.6
COMP-00803,Egypt,Enterprise,12577,7705.77
COMP-00804,Kenya,SME,682,348.12
COMP-00805,Argentina,Startup,15,37.75
COMP-00806,Germany,Startup,30,33.05
COMP-00807,Colombia,SME,673,120.41
COMP-00808,Sweden,Startup,68,10.08
COMP-00809,New Zealand,Startup,85,36.49
COMP-00810,Colombia,Enterprise,1857,4782.37
COMP-00811,Indonesia,Enterprise,14680,3083.49
COMP-00812,Chile,SME,228,287.93
COMP-00813,Thailand,Enterprise,5251,4899.59
COMP-00814,Singapore,Startup,83,33.44
COMP-00815,Italy,Startup,88,39.12
COMP-00816,Singapore,Enterprise,17544,4607.29
COMP-00817,Indonesia,Enterprise,4748,2965.98
COMP-00818,Sweden,Startup,88,28.31
COMP-00819,Philippines,SME,316,454.06
COMP-00820,USA,SME,357,386.6
COMP-00821,Philippines,Enterprise,18589,7214.96
COMP-00822,Sweden,Startup,83,1.28
COMP-00823,Kenya,Startup,44,28.99
COMP-00824,Argentina,SME,558,212.19
COMP-00825,Indonesia,SME,607,344.45
COMP-00826,Indonesia,SME,794,426.7
COMP-00827,China,SME,307,236.67
COMP-00828,Indonesia,SME,640,390.53
COMP-00829,Brazil,Enterprise,1572,4197.69
COMP-00830,Kenya,SME,750,468.11
COMP-00831,Argentina,Enterprise,4262,2510.54
COMP-00832,France,Startup,34,25.7
COMP-00833,Chile,Startup,20,41.81
COMP-00834,Singapore,Startup,96,46.33
COMP-00835,Argentina,SME,442,360.9
COMP-00836,Argentina,Enterprise,11066,7604.05
COMP-00837,Thailand,Startup,13,21.28
COMP-00838,Colombia,Startup,90,42.03
COMP-00839,USA,Enterprise,12667,7011.26
COMP-00840,South Korea,SME,879,254.69
COMP-00841,UK,Enterprise,15501,5591.38
COMP-00842,Spain,SME,904,425.21
COMP-00843,Kenya,SME,903,85.35
COMP-00844,Germany,SME,249,366.19
COMP-00845,Philippines,SME,395,153.86
COMP-00846,Poland,SME,243,360.81
COMP-00847,Brazil,Enterprise,18359,8698.47
COMP-00848,Canada,SME,610,106.35
COMP-00849,Thailand,Startup,46,44.97
COMP-00850,Chile,SME,706,399.16
COMP-00851,South Korea,SME,479,80.16
COMP-00852,Egypt,Startup,38,5.17
COMP-00853,New Zealand,Enterprise,16457,1174.83
COMP-00854,Egypt,Startup,93,48.68
COMP-00855,Italy,SME,395,53.92
COMP-00856,New Zealand,Startup,17,11.77
COMP-00857,Argentina,SME,138,214.52
COMP-00858,India,Enterprise,7079,1226.56
COMP-00859,France,Startup,96,5.83
COMP-00860,Japan,SME,195,120.19
COMP-00861,Philippines,Startup,49,15.88
COMP-00862,Japan,Enterprise,14757,8816.35
COMP-00863,Japan,SME,346,492.91
COMP-00864,Chile,Startup,27,33.69
COMP-00865,China,SME,498,139.66
COMP-00866,Kenya,SME,948,394.32
COMP-00867,Malaysia,SME,317,137.82
COMP-00868,South Africa,SME,943,267.43
COMP-00869,Nigeria,SME,543,212.63
COMP-00870,China,SME,286,393.1
COMP-00871,Netherlands,Startup,90,41.07
COMP-00872,Germany,SME,957,441.32
COMP-00873,Spain,Startup,48,46.68
COMP-00874,France,Startup,47,42.88
COMP-00875,France,SME,550,148.42
COMP-00876,UK,Startup,81,28.38
COMP-00877,Singapore,Enterprise,12874,9419.5
COMP-00878,France,Startup,78,9.58
COMP-00879,Thailand,SME,226,149.23
COMP-00880,USA,SME,505,388.25
COMP-00881,Malaysia,SME,599,387.62
COMP-00882,Japan,Startup,33,24.82
COMP-00883,South Africa,SME,208,475.1
COMP-00884,Australia,Enterprise,11938,6104.5
COMP-00885,Vietnam,Startup,98,35.42
COMP-00886,France,SME,385,499.8
COMP-00887,France,Startup,91,9.36
COMP-00888,South Korea,SME,242,459.77
COMP-00889,China,SME,463,275.57
COMP-00890,Brazil,Startup,66,22.47
COMP-00891,Singapore,SME,143,61.24
COMP-00892,Japan,Startup,66,10.27
COMP-00893,Nigeria,SME,289,363.03
COMP-00894,South Korea,SME,580,156.62
COMP-00895,Malaysia,Enterprise,10940,5874.92
COMP-00896,Chile,Startup,46,37.72
COMP-00897,Japan,Startup,58,12.49
COMP-00898,Chile,Startup,75,33.73
COMP-00899,Nigeria,Enterprise,10062,3022.22
COMP-00900,Kenya,Startup,37,42.56
COMP-00901,New Zealand,Startup,95,14.6
COMP-00902,Thailand,SME,593,407.52
COMP-00903,USA,SME,996,90.05
COMP-00904,Chile,SME,591,124.2
COMP-00905,Kenya,SME,283,317.85
COMP-00906,Nigeria,Enterprise,8678,5264.42
COMP-00907,France,SME,609,77.04
COMP-00908,Argentina,Startup,19,9.68
COMP-00909,Japan,SME,104,101.66
COMP-00910,Indonesia,Enterprise,16641,7312.65
COMP-00911,New Zealand,SME,450,210.55
COMP-00912,Thailand,SME,282,98.18
COMP-00913,Chile,Enterprise,5765,9432.1
COMP-00914,Brazil,SME,825,128.0
COMP-00915,Spain,Startup,47,34.43
COMP-00916,Brazil,Startup,14,18.4
COMP-00917,Brazil,SME,190,469.2
COMP-00918,South Africa,SME,291,454.27
COMP-00919,UK,SME,444,474.2
COMP-00920,Vietnam,Startup,14,5.84
COMP-00921,Chile,SME,296,80.26
COMP-00922,Japan,SME,943,442.9
COMP-00923,Chile,SME,990,386.67
COMP-00924,USA,Startup,43,3.47
COMP-00925,New Zealand,Startup,85,26.66
COMP-00926,Colombia,Startup,74,7.76
COMP-00927,Singapore,Startup,88,41.21
COMP-00928,China,SME,628,300.79
COMP-00929,Chile,SME,756,425.57
COMP-00930,Canada,Startup,23,19.67
COMP-00931,Egypt,Startup,63,38.33
COMP-00932,Nigeria,Startup,44,1.82
COMP-00933,Spain,Enterprise,14269,1227.4
COMP-00934,India,SME,104,190.31
COMP-00935,Spain,Enterprise,9901,6714.52
COMP-00936,Netherlands,SME,561,80.8
COMP-00937,USA,SME,118,398.11
COMP-00938,Singapore,Enterprise,10890,4330.47
COMP-00939,Chile,SME,416,247.18
COMP-00940,Chile,Startup,41,37.75
COMP-00941,UK,Startup,67,27.35
COMP-00942,China,SME,286,63.12
COMP-00943,Italy,SME,289,120.33
COMP-00944,Brazil,SME,891,485.9
COMP-00945,Japan,SME,300,190.87
COMP-00946,Egypt,Startup,66,15.0
COMP-00947,Argentina,Startup,83,16.43
COMP-00948,Malaysia,Startup,52,44.79
COMP-00949,India,SME,552,53.63
COMP-00950,Netherlands,Startup,27,13.23
COMP-00951,Japan,Startup,82,16.11
COMP-00952,Japan,Startup,72,14.33
COMP-00953,Thailand,SME,910,490.26
COMP-00954,Netherlands,SME,515,351.99
COMP-00955,France,SME,390,476.04
COMP-00956,Malaysia,Enterprise,18356,9908.16
COMP-00957,USA,Startup,18,30.57
COMP-00958,Japan,Startup,82,9.88
COMP-00959,Indonesia,SME,224,150.2
COMP-00960,Chile,SME,336,304.44
COMP-00961,Germany,SME,685,454.08
COMP-00962,Spain,SME,837,84.56
COMP-00963,Thailand,Startup,20,41.68
COMP-00964,Philippines,SME,943,66.17
COMP-00965,Thailand,SME,153,146.16
COMP-00966,Italy,SME,286,312.46
COMP-00967,China,Enterprise,14675,3480.21
COMP-00968,South Africa,SME,857,294.89
COMP-00969,South Korea,SME,382,304.73
COMP-00970,South Africa,Enterprise,13205,2347.25
COMP-00971,Canada,Enterprise,17524,8407.45
COMP-00972,Kenya,Startup,45,41.05
COMP-00973,UK,Enterprise,17473,1405.93
COMP-00974,Nigeria,Startup,39,14.71
COMP-00975,Egypt,SME,170,73.08
COMP-00976,Netherlands,SME,535,122.62
COMP-00977,Kenya,SME,163,183.38
COMP-00978,China,Startup,45,20.98
COMP-00979,Netherlands,SME,883,127.08
COMP-00980,Poland,SME,752,160.93
COMP-00981,Vietnam,Enterprise,3581,3704.45
COMP-00982,UK,SME,681,443.8
COMP-00983,South Korea,SME,540,113.5
COMP-00984,Egypt,Enterprise,16946,3924.51
COMP-00985,France,SME,399,86.55
COMP-00986,Kenya,SME,288,337.06
COMP-00987,Japan,Enterprise,1287,6384.2
COMP-00988,Italy,SME,884,275.32
COMP-00989,Germany,Startup,55,2.15
COMP-00990,Germany,Enterprise,1886,1445.69
COMP-00991,Chile,SME,509,285.62
COMP-00992,Indonesia,Startup,11,30.52
COMP-00993,South Africa,Startup,28,7.17
COMP-00994,Singapore,Startup,36,30.12
COMP-00995,Egypt,SME,916,357.14
COMP-00996,Sweden,SME,195,151.82
COMP-00997,Indonesia,Enterprise,10036,6780.84
COMP-00998,India,Enterprise,11401,2242.8
COMP-00999,Egypt,Startup,75,21.16
COMP-01000,Argentina,Startup,57,2.36
COMP-01001,Brazil,Startup,74,33.97
COMP-01002,UK,SME,668,484.39
COMP-01003,Singapore,Startup,24,44.63
COMP-01004,Sweden,Enterprise,4981,8101.96
COMP-01005,Australia,Enterprise,7135,8590.15
COMP-01006,New Zealand,Startup,65,39.82
COMP-01007,China,Startup,54,34.3
COMP-01008,Australia,Startup,25,11.68
COMP-01009,Brazil,Startup,30,32.05
COMP-01010,Spain,SME,495,195.59
COMP-01011,UK,Startup,23,7.24
COMP-01012,France,SME,872,96.55
COMP-01013,Singapore,SME,715,179.71
COMP-01014,Kenya,SME,182,116.7
COMP-01015,Chile,Enterprise,1935,8996.84
COMP-01016,Japan,Startup,79,40.8
COMP-01017,UK,Enterprise,2985,6267.79
COMP-01018,France,Enterprise,15166,1269.87
COMP-01019,Egypt,Enterprise,5042,5552.78
COMP-01020,France,Enterprise,16470,3523.89
COMP-01021,Malaysia,SME,951,356.99
COMP-01022,Colombia,SME,287,107.75
COMP-01023,New Zealand,SME,463,362.04
COMP-01024,Egypt,SME,886,378.61
COMP-01025,France,Enterprise,15220,744.05
COMP-01026,Japan,SME,976,432.48
COMP-01027,Nigeria,SME,299,483.57
COMP-01028,Germany,Startup,18,5.22
COMP-01029,Colombia,SME,851,97.47
COMP-01030,Chile,SME,878,337.0
COMP-01031,Australia,Enterprise,16882,895.0
COMP-01032,Vietnam,SME,841,343.83
COMP-01033,Brazil,SME,676,489.66
COMP-01034,Spain,Enterprise,1375,1209.07
COMP-01035,Indonesia,Startup,34,35.32
COMP-01036,Australia,Startup,55,36.89
COMP-01037,New Zealand,Enterprise,19296,9764.21
COMP-01038,Kenya,SME,465,188.26
COMP-01039,Argentina,Startup,63,27.97
COMP-01040,South Africa,SME,412,220.03
COMP-01041,USA,SME,566,84.53
COMP-01042,Canada,Startup,26,6.21
COMP-01043,Poland,SME,599,230.32
COMP-01044,South Korea,SME,457,224.27
COMP-01045,Brazil,SME,316,473.23
COMP-01046,Italy,SME,429,264.84
COMP-01047,New Zealand,Startup,59,20.67
COMP-01048,Thailand,Enterprise,10121,861.82
COMP-01049,South Africa,SME,526,364.19
COMP-01050,Germany,SME,556,94.37
COMP-01051,Egypt,SME,864,164.42
COMP-01052,New Zealand,Startup,37,15.52
COMP-01053,Malaysia,SME,454,118.15
COMP-01054,Argentina,SME,403,193.61
COMP-01055,Chile,Startup,39,4.93
COMP-01056,Indonesia,Startup,80,34.25
COMP-01057,Nigeria,SME,698,196.56
COMP-01058,China,Startup,39,33.94
COMP-01059,Italy,SME,328,403.67
COMP-01060,Australia,Startup,24,30.91
COMP-01061,Italy,Enterprise,19690,2298.19
COMP-01062,Philippines,Startup,42,41.93
COMP-01063,Vietnam,SME,477,248.52
COMP-01064,Philippines,SME,121,148.18
COMP-01065,South Africa,Startup,51,39.44
COMP-01066,Colombia,SME,778,322.29
COMP-01067,USA,SME,278,331.54
COMP-01068,Spain,Enterprise,4124,5472.31
COMP-01069,New Zealand,Startup,48,19.32
COMP-01070,Egypt,Enterprise,14650,7551.79
COMP-01071,Chile,Enterprise,16310,6181.09
COMP-01072,India,SME,246,447.6
COMP-01073,India,Enterprise,11361,1880.6
COMP-01074,China,Startup,76,44.02
COMP-01075,Canada,SME,432,101.09
COMP-01076,Canada,Enterprise,15308,4786.34
COMP-01077,Singapore,Startup,89,42.27
COMP-01078,Poland,SME,945,160.63
COMP-01079,USA,SME,270,360.83
COMP-01080,Nigeria,Startup,27,33.95
COMP-01081,Singapore,SME,278,199.02
COMP-01082,South Africa,Enterprise,13755,6006.38
COMP-01083,Thailand,SME,913,494.84
COMP-01084,USA,Startup,33,16.45
COMP-01085,Thailand,Startup,54,12.61
COMP-01086,Australia,Enterprise,10281,6083.12
COMP-01087,South Africa,Startup,86,14.75
COMP-01088,Colombia,Enterprise,7681,8805.92
COMP-01089,Spain,Startup,74,21.07
COMP-01090,France,Enterprise,11065,8199.45
COMP-01091,New Zealand,Startup,69,29.34
COMP-01092,South Korea,Enterprise,6296,9593.37
COMP-01093,Colombia,Startup,47,20.73
COMP-01094,France,Startup,37,34.1
COMP-01095,Philippines,SME,335,378.58
COMP-01096,France,SME,974,238.28
COMP-01097,India,Startup,86,30.1
COMP-01098,Kenya,SME,714,299.06
COMP-01099,Italy,Startup,97,37.37
COMP-01100,France,Enterprise,3693,3640.33
COMP-01101,France,SME,632,380.76
COMP-01102,India,SME,857,238.59
COMP-01103,South Africa,SME,127,281.17
COMP-01104,Italy,Startup,84,15.0
COMP-01105,Nigeria,Startup,54,16.62
COMP-01106,Chile,Enterprise,13433,7286.93
COMP-01107,Egypt,Startup,44,44.93
COMP-01108,Spain,Startup,28,40.61
COMP-01109,Canada,SME,627,183.09
COMP-01110,Netherlands,Startup,43,9.88
COMP-01111,Singapore,SME,645,246.2
COMP-01112,UK,SME,972,86.71
COMP-01113,France,Enterprise,2001,7840.37
COMP-01114,South Africa,Startup,82,30.64
COMP-01115,Kenya,Startup,72,43.31
COMP-01116,Brazil,SME,242,119.2
COMP-01117,New Zealand,SME,346,348.16
COMP-01118,Germany,Startup,22,1.93
COMP-01119,Nigeria,SME,288,179.25
COMP-01120,Kenya,Enterprise,16103,9025.16
COMP-01121,Singapore,Startup,51,43.1
COMP-01122,South Korea,Enterprise,15643,5366.04
COMP-01123,USA,SME,714,489.45
COMP-01124,China,SME,278,448.83
COMP-01125,Italy,Startup,98,8.44
COMP-01126,Malaysia,Startup,11,48.3
COMP-01127,Poland,Startup,79,18.98
COMP-01128,Indonesia,Enterprise,6074,4283.67
COMP-01129,France,Startup,71,39.39
COMP-01130,Nigeria,SME,591,453.65
COMP-01131,Nigeria,SME,566,480.33
COMP-01132,Japan,Startup,60,13.18
COMP-01133,Thailand,Startup,89,40.63
COMP-01134,Philippines,Startup,36,39.47
COMP-01135,Netherlands,SME,617,360.65
COMP-01136,USA,SME,538,275.26
COMP-01137,Canada,SME,430,279.76
COMP-01138,China,SME,177,250.43
COMP-01139,Netherlands,Enterprise,19278,7642.34
COMP-01140,Italy,SME,825,436.33
COMP-01141,Colombia,SME,720,367.27
COMP-01142,Spain,Enterprise,17762,6564.33
COMP-01143,Japan,Enterprise,19714,9614.99
COMP-01144,Egypt,Enterprise,14434,8446.2
COMP-01145,India,Startup,59,20.69
COMP-01146,New Zealand,SME,323,469.62
COMP-01147,China,SME,546,367.54
COMP-01148,Philippines,SME,727,100.67
COMP-01149,Nigeria,Enterprise,6454,1173.7
COMP-01150,Poland,SME,875,362.83
COMP-01151,Canada,Startup,97,48.9
COMP-01152,Vietnam,Startup,91,22.59
COMP-01153,Malaysia,Startup,40,6.97
COMP-01154,Chile,Startup,87,43.59
COMP-01155,Egypt,Enterprise,5435,4510.83
COMP-01156,Philippines,Startup,52,23.44
COMP-01157,UK,Startup,13,26.13
COMP-01158,Germany,Enterprise,2551,4075.94
COMP-01159,Japan,Enterprise,7852,8689.72
COMP-01160,India,Startup,64,37.89
COMP-01161,South Korea,Startup,27,36.42
COMP-01162,Brazil,Enterprise,11364,3813.9
COMP-01163,Thailand,SME,260,373.42
COMP-01164,Nigeria,Enterprise,7001,2303.82
COMP-01165,Kenya,SME,539,411.08
COMP-01166,Chile,Startup,70,25.94
COMP-01167,USA,Startup,27,43.44
COMP-01168,Japan,Enterprise,11050,8176.64
COMP-01169,Philippines,SME,717,303.09
COMP-01170,New Zealand,SME,593,229.39
COMP-01171,Brazil,SME,573,205.51
COMP-01172,France,Enterprise,6077,5777.72
COMP-01173,China,Startup,31,48.9
COMP-01174,Australia,Startup,74,47.72
COMP-01175,Argentina,Enterprise,9313,3331.63
COMP-01176,Singapore,Enterprise,2301,7320.36
COMP-01177,Chile,Startup,66,4.46
COMP-01178,UK,Startup,46,9.42
COMP-01179,Singapore,Startup,30,43.12
COMP-01180,Australia,Enterprise,17969,5273.42
COMP-01181,China,Enterprise,12962,8937.82
COMP-01182,Indonesia,Startup,77,37.97
COMP-01183,South Africa,SME,426,316.5
COMP-01184,Germany,Startup,21,40.03
COMP-01185,USA,Startup,93,33.5
COMP-01186,Germany,Enterprise,12360,878.21
COMP-01187,Netherlands,Enterprise,4918,9559.51
COMP-01188,Australia,SME,666,226.5
COMP-01189,Malaysia,Startup,70,25.68
COMP-01190,South Korea,SME,819,398.86
COMP-01191,Australia,Startup,44,31.76
COMP-01192,India,Startup,50,45.96
COMP-01193,Chile,Startup,67,31.65
COMP-01194,Thailand,Enterprise,3565,3881.6
COMP-01195,Spain,Startup,99,30.23
COMP-01196,Thailand,SME,173,485.48
COMP-01197,China,Startup,65,29.74
COMP-01198,Kenya,Startup,90,10.46
COMP-01199,Sweden,SME,738,99.44
COMP-01200,Brazil,Startup,69,2.24
COMP-01201,Egypt,Startup,84,3.73
COMP-01202,Indonesia,SME,756,154.22
COMP-01203,Germany,SME,451,267.74
COMP-01204,China,SME,216,306.68
COMP-01205,Singapore,Startup,49,36.02
COMP-01206,Italy,SME,251,86.43
COMP-01207,Canada,Startup,27,36.71
COMP-01208,UK,SME,172,450.61
COMP-01209,Thailand,Startup,13,47.65
COMP-01210,Spain,SME,719,72.32
COMP-01211,Kenya,Enterprise,1154,4917.85
COMP-01212,Argentina,Enterprise,10369,3750.26
COMP-01213,Australia,SME,532,250.18
COMP-01214,Japan,Startup,26,15.66
COMP-01215,Vietnam,SME,276,190.49
COMP-01216,Philippines,SME,454,493.6
COMP-01217,UK,SME,145,383.73
COMP-01218,Netherlands,SME,217,353.19
COMP-01219,France,Enterprise,4228,4909.94
COMP-01220,Argentina,Startup,87,27.74
COMP-01221,Brazil,Enterprise,13486,5104.55
COMP-01222,India,SME,239,482.95
COMP-01223,Germany,Enterprise,16116,6373.76
COMP-01224,Thailand,SME,677,59.94
COMP-01225,Singapore,Startup,88,17.35
COMP-01226,Chile,Startup,93,42.99
COMP-01227,South Korea,SME,282,379.06
COMP-01228,Philippines,Startup,92,17.74
COMP-01229,UK,SME,291,130.29
COMP-01230,UK,SME,833,196.62
COMP-01231,Australia,Enterprise,5575,8618.2
COMP-01232,Japan,SME,456,399.56
COMP-01233,Indonesia,SME,622,173.35
COMP-01234,France,Startup,46,6.84
COMP-01235,Japan,SME,192,178.91
COMP-01236,India,Enterprise,9007,9321.67
COMP-01237,Indonesia,Startup,23,35.11
COMP-01238,USA,Enterprise,12197,8209.93
COMP-01239,Poland,SME,879,75.79
COMP-01240,Chile,SME,220,486.42
COMP-01241,Spain,Enterprise,1018,9264.74
COMP-01242,Singapore,Enterprise,5732,6833.51
COMP-01243,Colombia,Startup,82,20.99
COMP-01244,Sweden,SME,568,412.33
COMP-01245,South Korea,Enterprise,10065,4644.34
COMP-01246,Egypt,SME,953,301.18
COMP-01247,Nigeria,Startup,48,44.78
COMP-01248,Vietnam,Startup,47,41.98
COMP-01249,Vietnam,SME,655,433.5
COMP-01250,Sweden,Startup,33,16.91
COMP-01251,Canada,Startup,30,26.38
COMP-01252,New Zealand,SME,900,243.12
COMP-01253,China,Startup,66,23.38
COMP-01254,Brazil,SME,209,422.59
COMP-01255,Spain,SME,845,309.56
COMP-01256,Netherlands,SME,331,425.37
COMP-01257,Thailand,SME,898,70.32
COMP-01258,Australia,Startup,42,20.27
COMP-01259,Germany,Enterprise,5497,3658.05
COMP-01260,Netherlands,SME,408,94.77
COMP-01261,Sweden,SME,293,486.53
COMP-01262,Argentina,SME,935,431.68
COMP-01263,Vietnam,SME,840,180.52
COMP-01264,South Africa,SME,239,466.09
COMP-01265,France,SME,629,460.76
COMP-01266,USA,SME,715,301.65
COMP-01267,Poland,SME,997,57.21
COMP-01268,Italy,SME,357,54.75
COMP-01269,China,Startup,35,42.7
COMP-01270,Poland,Startup,69,40.3
COMP-01271,Japan,Enterprise,4044,5604.73
COMP-01272,Argentina,Startup,62,16.49
COMP-01273,Thailand,Enterprise,18143,9133.85
COMP-01274,Poland,SME,851,119.69
COMP-01275,India,SME,676,144.07
COMP-01276,Egypt,SME,318,431.27
COMP-01277,Australia,SME,762,478.44
COMP-01278,Vietnam,Startup,89,40.62
COMP-01279,Nigeria,Enterprise,15635,4735.34
