company_id,industry,country,company_size
COMP-00687,Finance,Chile,SME
COMP-00688,Technology,India,Startup
COMP-00689,Retail,Sweden,SME
COMP-00690,Retail,New Zealand,SME
COMP-00691,Retail,Colombia,Enterprise
COMP-00692,Technology,Sweden,Startup
COMP-00693,Manufacturing,Indonesia,Enterprise
COMP-00694,Manufacturing,Netherlands,Startup
COMP-00695,Retail,Thailand,SME
COMP-00696,Healthcare,Colombia,SME
COMP-00697,Education,Italy,Enterprise
COMP-00698,Manufacturing,Spain,Startup
COMP-00699,Healthcare,Poland,Startup
COMP-00700,Agriculture,Chile,SME
COMP-00701,Education,China,Startup
COMP-00702,Manufacturing,Colombia,Enterprise
COMP-00703,Healthcare,Argentina,Startup
COMP-00704,Manufacturing,Japan,Enterprise
COMP-00705,Agriculture,Nigeria,Enterprise
COMP-00706,Finance,Chile,Startup
COMP-00707,Technology,Brazil,Enterprise
COMP-00708,Finance,Sweden,SME
COMP-00709,Logistics,Thailand,Startup
COMP-00710,Education,Malaysia,Startup
COMP-00711,Agriculture,Canada,Startup
COMP-00712,Education,Brazil,SME
COMP-00713,Finance,India,Startup
COMP-00714,Education,South Africa,Startup
COMP-00715,Technology,New Zealand,Enterprise
COMP-00716,Finance,Australia,SME
COMP-00717,Logistics,Sweden,SME
COMP-00718,Agriculture,Poland,Startup
COMP-00719,Education,Germany,Enterprise
COMP-00720,Education,Colombia,Startup
COMP-00721,Agriculture,New Zealand,Enterprise
COMP-00722,Consulting,Kenya,SME
COMP-00723,Finance,Kenya,Enterprise
COMP-00724,Healthcare,New Zealand,SME
COMP-00725,Agriculture,Poland,Enterprise
COMP-00726,Logistics,Philippines,Startup
COMP-00727,Manufacturing,India,Enterprise
COMP-00728,Healthcare,Thailand,Enterprise
COMP-00729,Manufacturing,France,Enterprise
COMP-00730,Logistics,Sweden,SME
COMP-00731,Agriculture,Colombia,Startup
COMP-00732,Retail,Netherlands,Startup
COMP-00733,Technology,Poland,Startup
COMP-00734,Manufacturing,Netherlands,SME
COMP-00735,Manufacturing,Japan,SME
COMP-00736,Logistics,Germany,SME
COMP-00737,Retail,France,Startup
COMP-00738,Retail,USA,Enterprise
COMP-00739,Finance,South Africa,Startup
COMP-00740,Finance,Philippines,Startup
COMP-00741,Agriculture,Brazil,Startup
COMP-00742,Healthcare,Argentina,Startup
COMP-00743,Technology,Japan,Startup
COMP-00744,Education,Australia,Enterprise
COMP-00745,Education,UK,Startup
COMP-00746,Education,China,Enterprise
COMP-00747,Manufacturing,France,Startup
COMP-00748,Retail,Malaysia,SME
COMP-00749,Healthcare,New Zealand,SME
COMP-00750,Retail,Argentina,SME
COMP-00751,Logistics,Argentina,SME
COMP-00752,Agriculture,Germany,Enterprise
COMP-00753,Manufacturing,China,SME
COMP-00754,Technology,Canada,SME
COMP-00755,Logistics,Sweden,Enterprise
COMP-00756,Manufacturing,India,Startup
COMP-00757,Logistics,Argentina,SME
COMP-00758,Finance,Germany,SME
COMP-00759,Logistics,Canada,SME
COMP-00760,Retail,Singapore,SME
COMP-00761,Manufacturing,Argentina,SME
COMP-00762,Agriculture,Japan,SME
COMP-00763,Finance,Sweden,Startup
COMP-00764,Manufacturing,China,Startup
COMP-00765,Education,Canada,SME
COMP-00766,Consulting,New Zealand,Startup
COMP-00767,Retail,Netherlands,Startup
COMP-00768,Agriculture,Colombia,SME
COMP-00769,Education,Australia,SME
COMP-00770,Healthcare,New Zealand,Enterprise
COMP-00771,Healthcare,Argentina,Startup
COMP-00772,Logistics,Egypt,Startup
COMP-00773,Healthcare,Thailand,Startup
COMP-00774,Healthcare,Spain,Startup
COMP-00775,Logistics,Poland,SME
COMP-00776,Retail,South Korea,SME
COMP-00777,Manufacturing,Spain,Enterprise
COMP-00778,Retail,Sweden,Startup
COMP-00779,Consulting,UK,SME
COMP-00780,Technology,Malaysia,SME
COMP-00781,Agriculture,USA,Enterprise
COMP-00782,Finance,Malaysia,Startup
COMP-00783,Technology,Chile,SME
COMP-00784,Logistics,Canada,Startup
COMP-00785,Retail,Sweden,Startup
COMP-00786,Agriculture,France,SME
COMP-00787,Retail,Kenya,Startup
COMP-00788,Consulting,Philippines,SME
COMP-00789,Manufacturing,India,SME
COMP-00790,Finance,Argentina,Enterprise
COMP-00791,Manufacturing,Italy,SME
COMP-00792,Technology,Australia,Enterprise
COMP-00793,Agriculture,Argentina,Startup
COMP-00794,Retail,China,SME
COMP-00795,Consulting,Nigeria,SME
COMP-00796,Manufacturing,South Korea,SME
COMP-00797,Finance,South Africa,Startup
COMP-00798,Manufacturing,Spain,Startup
COMP-00799,Healthcare,Nigeria,SME
COMP-00800,Retail,South Korea,Startup
COMP-00801,Consulting,France,SME
COMP-00802,Healthcare,India,Startup
COMP-00803,Education,Egypt,Enterprise
COMP-00804,Healthcare,Kenya,SME
COMP-00805,Finance,Argentina,Startup
COMP-00806,Manufacturing,Germany,Startup
COMP-00807,Finance,Colombia,SME
COMP-00808,Education,Sweden,Startup
COMP-00809,Logistics,New Zealand,Startup
COMP-00810,Technology,Colombia,Enterprise
COMP-00811,Technology,Indonesia,Enterprise
COMP-00812,Consulting,Chile,SME
COMP-00813,Finance,Thailand,Enterprise
COMP-00814,Healthcare,Singapore,Startup
COMP-00815,Manufacturing,Italy,Startup
COMP-00816,Healthcare,Singapore,Enterprise
COMP-00817,Technology,Indonesia,Enterprise
COMP-00818,Agriculture,Sweden,Startup
COMP-00819,Healthcare,Philippines,SME
COMP-00820,Logistics,USA,SME
COMP-00821,Finance,Philippines,Enterprise
COMP-00822,Agriculture,Sweden,Startup
COMP-00823,Healthcare,Kenya,Startup
COMP-00824,Finance,Argentina,SME
COMP-00825,Healthcare,Indonesia,SME
COMP-00826,Consulting,Indonesia,SME
COMP-00827,Retail,China,SME
COMP-00828,Finance,Indonesia,SME
COMP-00829,Finance,Brazil,Enterprise
COMP-00830,Consulting,Kenya,SME
COMP-00831,Logistics,Argentina,Enterprise
COMP-00832,Technology,France,Startup
COMP-00833,Logistics,Chile,Startup
COMP-00834,Finance,Singapore,Startup
COMP-00835,Healthcare,Argentina,SME
COMP-00836,Consulting,Argentina,Enterprise
COMP-00837,Retail,Thailand,Startup
COMP-00838,Retail,Colombia,Startup
COMP-00839,Healthcare,USA,Enterprise
COMP-00840,Retail,South Korea,SME
COMP-00841,Agriculture,UK,Enterprise
COMP-00842,Consulting,Spain,SME
COMP-00843,Finance,Kenya,SME
COMP-00844,Healthcare,Germany,SME
COMP-00845,Healthcare,Philippines,SME
COMP-00846,Finance,Poland,SME
COMP-00847,Education,Brazil,Enterprise
COMP-00848,Consulting,Canada,SME
COMP-00849,Technology,Thailand,Startup
COMP-00850,Retail,Chile,SME
COMP-00851,Finance,South Korea,SME
COMP-00852,Education,Egypt,Startup
COMP-00853,Consulting,New Zealand,Enterprise
COMP-00854,Technology,Egypt,Startup
COMP-00855,Education,Italy,SME
COMP-00856,Technology,New Zealand,Startup
COMP-00857,Healthcare,Argentina,SME
COMP-00858,Technology,India,Enterprise
COMP-00859,Technology,France,Startup
COMP-00860,Agriculture,Japan,SME
COMP-00861,Consulting,Philippines,Startup
COMP-00862,Finance,Japan,Enterprise
COMP-00863,Education,Japan,SME
COMP-00864,Agriculture,Chile,Startup
COMP-00865,Agriculture,China,SME
COMP-00866,Technology,Kenya,SME
COMP-00867,Technology,Malaysia,SME
COMP-00868,Consulting,South Africa,SME
COMP-00869,Healthcare,Nigeria,SME
COMP-00870,Consulting,China,SME
COMP-00871,Manufacturing,Netherlands,Startup
COMP-00872,Education,Germany,SME
COMP-00873,Agriculture,Spain,Startup
COMP-00874,Education,France,Startup
COMP-00875,Healthcare,France,SME
COMP-00876,Agriculture,UK,Startup
COMP-00877,Technology,Singapore,Enterprise
COMP-00878,Healthcare,France,Startup
COMP-00879,Technology,Thailand,SME
COMP-00880,Manufacturing,USA,SME
COMP-00881,Technology,Malaysia,SME
COMP-00882,Manufacturing,Japan,Startup
COMP-00883,Technology,South Africa,SME
COMP-00884,Technology,Australia,Enterprise
COMP-00885,Consulting,Vietnam,Startup
COMP-00886,Finance,France,SME
COMP-00887,Finance,France,Startup
COMP-00888,Technology,South Korea,SME
COMP-00889,Healthcare,China,SME
COMP-00890,Finance,Brazil,Startup
COMP-00891,Retail,Singapore,SME
COMP-00892,Technology,Japan,Startup
COMP-00893,Healthcare,Nigeria,SME
COMP-00894,Logistics,South Korea,SME
COMP-00895,Agriculture,Malaysia,Enterprise
COMP-00896,Technology,Chile,Startup
COMP-00897,Finance,Japan,Startup
COMP-00898,Consulting,Chile,Startup
COMP-00899,Education,Nigeria,Enterprise
COMP-00900,Finance,Kenya,Startup
COMP-00901,Agriculture,New Zealand,Startup
COMP-00902,Manufacturing,Thailand,SME
COMP-00903,Finance,USA,SME
COMP-00904,Consulting,Chile,SME
COMP-00905,Finance,Kenya,SME
COMP-00906,Education,Nigeria,Enterprise
COMP-00907,Agriculture,France,SME
COMP-00908,Education,Argentina,Startup
COMP-00909,Finance,Japan,SME
COMP-00910,Technology,Indonesia,Enterprise
COMP-00911,Manufacturing,New Zealand,SME
COMP-00912,Consulting,Thailand,SME
COMP-00913,Technology,Chile,Enterprise
COMP-00914,Logistics,Brazil,SME
COMP-00915,Consulting,Spain,Startup
COMP-00916,Education,Brazil,Startup
COMP-00917,Manufacturing,Brazil,SME
COMP-00918,Education,South Africa,SME
COMP-00919,Healthcare,UK,SME
COMP-00920,Technology,Vietnam,Startup
COMP-00921,Agriculture,Chile,SME
COMP-00922,Manufacturing,Japan,SME
COMP-00923,Retail,Chile,SME
COMP-00924,Retail,USA,Startup
COMP-00925,Retail,New Zealand,Startup
COMP-00926,Consulting,Colombia,Startup
COMP-00927,Finance,Singapore,Startup
COMP-00928,Agriculture,China,SME
COMP-00929,Retail,Chile,SME
COMP-00930,Retail,Canada,Startup
COMP-00931,Agriculture,Egypt,Startup
COMP-00932,Healthcare,Nigeria,Startup
COMP-00933,Finance,Spain,Enterprise
COMP-00934,Manufacturing,India,SME
COMP-00935,Manufacturing,Spain,Enterprise
COMP-00936,Agriculture,Netherlands,SME
COMP-00937,Education,USA,SME
COMP-00938,Agriculture,Singapore,Enterprise
COMP-00939,Manufacturing,Chile,SME
COMP-00940,Finance,Chile,Startup
COMP-00941,Agriculture,UK,Startup
COMP-00942,Agriculture,China,SME
COMP-00943,Healthcare,Italy,SME
COMP-00944,Education,Brazil,SME
COMP-00945,Healthcare,Japan,SME
COMP-00946,Manufacturing,Egypt,Startup
COMP-00947,Retail,Argentina,Startup
COMP-00948,Education,Malaysia,Startup
COMP-00949,Manufacturing,India,SME
COMP-00950,Technology,Netherlands,Startup
COMP-00951,Healthcare,Japan,Startup
COMP-00952,Retail,Japan,Startup
COMP-00953,Retail,Thailand,SME
COMP-00954,Education,Netherlands,SME
COMP-00955,Manufacturing,France,SME
COMP-00956,Finance,Malaysia,Enterprise
COMP-00957,Technology,USA,Startup
COMP-00958,Retail,Japan,Startup
COMP-00959,Consulting,Indonesia,SME
COMP-00960,Retail,Chile,SME
COMP-00961,Logistics,Germany,SME
COMP-00962,Manufacturing,Spain,SME
COMP-00963,Healthcare,Thailand,Startup
COMP-00964,Healthcare,Philippines,SME
COMP-00965,Agriculture,Thailand,SME
COMP-00966,Manufacturing,Italy,SME
COMP-00967,Agriculture,China,Enterprise
COMP-00968,Manufacturing,South Africa,SME
COMP-00969,Education,South Korea,SME
COMP-00970,Technology,South Africa,Enterprise
COMP-00971,Finance,Canada,Enterprise
COMP-00972,Retail,Kenya,Startup
COMP-00973,Technology,UK,Enterprise
COMP-00974,Agriculture,Nigeria,Startup
COMP-00975,Agriculture,Egypt,SME
COMP-00976,Education,Netherlands,SME
COMP-00977,Manufacturing,Kenya,SME
COMP-00978,Finance,China,Startup
COMP-00979,Manufacturing,Netherlands,SME
COMP-00980,Healthcare,Poland,SME
COMP-00981,Manufacturing,Vietnam,Enterprise
COMP-00982,Consulting,UK,SME
COMP-00983,Technology,South Korea,SME
COMP-00984,Consulting,Egypt,Enterprise
COMP-00985,Education,France,SME
COMP-00986,Finance,Kenya,SME
COMP-00987,Finance,Japan,Enterprise
COMP-00988,Retail,Italy,SME
COMP-00989,Education,Germany,Startup
COMP-00990,Education,Germany,Enterprise
COMP-00991,Retail,Chile,SME
COMP-00992,Consulting,Indonesia,Startup
COMP-00993,Healthcare,South Africa,Startup
COMP-00994,Logistics,Singapore,Startup
COMP-00995,Education,Egypt,SME
COMP-00996,Technology,Sweden,SME
COMP-00997,Consulting,Indonesia,Enterprise
COMP-00998,Finance,India,Enterprise
COMP-00999,Manufacturing,Egypt,Startup
COMP-01000,Retail,Argentina,Startup
COMP-01001,Agriculture,Brazil,Startup
COMP-01002,Agriculture,UK,SME
COMP-01003,Consulting,Singapore,Startup
COMP-01004,Technology,Sweden,Enterprise
COMP-01005,Consulting,Australia,Enterprise
COMP-01006,Education,New Zealand,Startup
COMP-01007,Logistics,China,Startup
COMP-01008,Finance,Australia,Startup
COMP-01009,Education,Brazil,Startup
COMP-01010,Healthcare,Spain,SME
COMP-01011,Retail,UK,Startup
COMP-01012,Technology,France,SME
COMP-01013,Manufacturing,Singapore,SME
COMP-01014,Technology,Kenya,SME
COMP-01015,Technology,Chile,Enterprise
COMP-01016,Technology,Japan,Startup
COMP-01017,Technology,UK,Enterprise
COMP-01018,Healthcare,France,Enterprise
COMP-01019,Healthcare,Egypt,Enterprise
COMP-01020,Technology,France,Enterprise
COMP-01021,Technology,Malaysia,SME
COMP-01022,Education,Colombia,SME
COMP-01023,Finance,New Zealand,SME
COMP-01024,Retail,Egypt,SME
COMP-01025,Finance,France,Enterprise
COMP-01026,Agriculture,Japan,SME
COMP-01027,Healthcare,Nigeria,SME
COMP-01028,Technology,Germany,Startup
COMP-01029,Finance,Colombia,SME
COMP-01030,Manufacturing,Chile,SME
COMP-01031,Technology,Australia,Enterprise
COMP-01032,Healthcare,Vietnam,SME
COMP-01033,Finance,Brazil,SME
COMP-01034,Technology,Spain,Enterprise
COMP-01035,Retail,Indonesia,Startup
COMP-01036,Education,Australia,Startup
COMP-01037,Consulting,New Zealand,Enterprise
COMP-01038,Healthcare,Kenya,SME
COMP-01039,Manufacturing,Argentina,Startup
COMP-01040,Finance,South Africa,SME
COMP-01041,Technology,USA,SME
COMP-01042,Finance,Canada,Startup
COMP-01043,Consulting,Poland,SME
COMP-01044,Education,South Korea,SME
COMP-01045,Retail,Brazil,SME
COMP-01046,Manufacturing,Italy,SME
COMP-01047,Technology,New Zealand,Startup
COMP-01048,Finance,Thailand,Enterprise
COMP-01049,Healthcare,South Africa,SME
COMP-01050,Logistics,Germany,SME
COMP-01051,Healthcare,Egypt,SME
COMP-01052,Finance,New Zealand,Startup
COMP-01053,Retail,Malaysia,SME
COMP-01054,Technology,Argentina,SME
COMP-01055,Agriculture,Chile,Startup
COMP-01056,Technology,Indonesia,Startup
COMP-01057,Consulting,Nigeria,SME
COMP-01058,Logistics,China,Startup
COMP-01059,Technology,Italy,SME
COMP-01060,Agriculture,Australia,Startup
COMP-01061,Technology,Italy,Enterprise
COMP-01062,Manufacturing,Philippines,Startup
COMP-01063,Education,Vietnam,SME
COMP-01064,Healthcare,Philippines,SME
COMP-01065,Finance,South Africa,Startup
COMP-01066,Technology,Colombia,SME
COMP-01067,Technology,USA,SME
COMP-01068,Technology,Spain,Enterprise
COMP-01069,Technology,New Zealand,Startup
COMP-01070,Finance,Egypt,Enterprise
COMP-01071,Technology,Chile,Enterprise
COMP-01072,Agriculture,India,SME
COMP-01073,Finance,India,Enterprise
COMP-01074,Healthcare,China,Startup
COMP-01075,Technology,Canada,SME
COMP-01076,Finance,Canada,Enterprise
COMP-01077,Consulting,Singapore,Startup
COMP-01078,Logistics,Poland,SME
COMP-01079,Healthcare,USA,SME
COMP-01080,Healthcare,Nigeria,Startup
COMP-01081,Healthcare,Singapore,SME
COMP-01082,Healthcare,South Africa,Enterprise
COMP-01083,Agriculture,Thailand,SME
COMP-01084,Agriculture,USA,Startup
COMP-01085,Consulting,Thailand,Startup
COMP-01086,Healthcare,Australia,Enterprise
COMP-01087,Technology,South Africa,Startup
COMP-01088,Education,Colombia,Enterprise
COMP-01089,Healthcare,Spain,Startup
COMP-01090,Retail,France,Enterprise
COMP-01091,Education,New Zealand,Startup
COMP-01092,Finance,South Korea,Enterprise
COMP-01093,Education,Colombia,Startup
COMP-01094,Technology,France,Startup
COMP-01095,Education,Philippines,SME
COMP-01096,Manufacturing,France,SME
COMP-01097,Finance,India,Startup
COMP-01098,Consulting,Kenya,SME
COMP-01099,Agriculture,Italy,Startup
COMP-01100,Finance,France,Enterprise
COMP-01101,Agriculture,France,SME
COMP-01102,Technology,India,SME
COMP-01103,Retail,South Africa,SME
COMP-01104,Finance,Italy,Startup
COMP-01105,Logistics,Nigeria,Startup
COMP-01106,Education,Chile,Enterprise
COMP-01107,Manufacturing,Egypt,Startup
COMP-01108,Healthcare,Spain,Startup
COMP-01109,Consulting,Canada,SME
COMP-01110,Education,Netherlands,Startup
COMP-01111,Technology,Singapore,SME
COMP-01112,Manufacturing,UK,SME
COMP-01113,Retail,France,Enterprise
COMP-01114,Technology,South Africa,Startup
COMP-01115,Consulting,Kenya,Startup
COMP-01116,Retail,Brazil,SME
COMP-01117,Technology,New Zealand,SME
COMP-01118,Agriculture,Germany,Startup
COMP-01119,Finance,Nigeria,SME
COMP-01120,Technology,Kenya,Enterprise
COMP-01121,Agriculture,Singapore,Startup
COMP-01122,Technology,South Korea,Enterprise
COMP-01123,Logistics,USA,SME
COMP-01124,Healthcare,China,SME
COMP-01125,Finance,Italy,Startup
COMP-01126,Retail,Malaysia,Startup
COMP-01127,Manufacturing,Poland,Startup
COMP-01128,Retail,Indonesia,Enterprise
COMP-01129,Technology,France,Startup
COMP-01130,Retail,Nigeria,SME
COMP-01131,Manufacturing,Nigeria,SME
COMP-01132,Manufacturing,Japan,Startup
COMP-01133,Agriculture,Thailand,Startup
COMP-01134,Agriculture,Philippines,Startup
COMP-01135,Retail,Netherlands,SME
COMP-01136,Technology,USA,SME
COMP-01137,Logistics,Canada,SME
COMP-01138,Agriculture,China,SME
COMP-01139,Agriculture,Netherlands,Enterprise
COMP-01140,Technology,Italy,SME
COMP-01141,Manufacturing,Colombia,SME
COMP-01142,Technology,Spain,Enterprise
COMP-01143,Manufacturing,Japan,Enterprise
COMP-01144,Healthcare,Egypt,Enterprise
COMP-01145,Finance,India,Startup
COMP-01146,Agriculture,New Zealand,SME
COMP-01147,Manufacturing,China,SME
COMP-01148,Consulting,Philippines,SME
COMP-01149,Consulting,Nigeria,Enterprise
COMP-01150,Logistics,Poland,SME
COMP-01151,Finance,Canada,Startup
COMP-01152,Finance,Vietnam,Startup
COMP-01153,Retail,Malaysia,Startup
COMP-01154,Finance,Chile,Startup
COMP-01155,Finance,Egypt,Enterprise
COMP-01156,Healthcare,Philippines,Startup
COMP-01157,Education,UK,Startup
COMP-01158,Logistics,Germany,Enterprise
COMP-01159,Healthcare,Japan,Enterprise
COMP-01160,Manufacturing,India,Startup
COMP-01161,Technology,South Korea,Startup
COMP-01162,Agriculture,Brazil,Enterprise
COMP-01163,Healthcare,Thailand,SME
COMP-01164,Education,Nigeria,Enterprise
COMP-01165,Healthcare,Kenya,SME
COMP-01166,Finance,Chile,Startup
COMP-01167,Healthcare,USA,Startup
COMP-01168,Consulting,Japan,Enterprise
COMP-01169,Logistics,Philippines,SME
COMP-01170,Technology,New Zealand,SME
COMP-01171,Agriculture,Brazil,SME
COMP-01172,Manufacturing,France,Enterprise
COMP-01173,Healthcare,China,Startup
COMP-01174,Consulting,Australia,Startup
COMP-01175,Consulting,Argentina,Enterprise
COMP-01176,Education,Singapore,Enterprise
COMP-01177,Technology,Chile,Startup
COMP-01178,Technology,UK,Startup
COMP-01179,Agriculture,Singapore,Startup
COMP-01180,Agriculture,Australia,Enterprise
COMP-01181,Retail,China,Enterprise
COMP-01182,Manufacturing,Indonesia,Startup
COMP-01183,Agriculture,South Africa,SME
COMP-01184,Education,Germany,Startup
COMP-01185,Agriculture,USA,Startup
COMP-01186,Healthcare,Germany,Enterprise
COMP-01187,Healthcare,Netherlands,Enterprise
COMP-01188,Agriculture,Australia,SME
COMP-01189,Consulting,Malaysia,Startup
COMP-01190,Logistics,South Korea,SME
COMP-01191,Consulting,Australia,Startup
COMP-01192,Retail,India,Startup
COMP-01193,Finance,Chile,Startup
COMP-01194,Manufacturing,Thailand,Enterprise
COMP-01195,Finance,Spain,Startup
COMP-01196,Technology,Thailand,SME
COMP-01197,Logistics,China,Startup
COMP-01198,Technology,Kenya,Startup
COMP-01199,Education,Sweden,SME
COMP-01200,Technology,Brazil,Startup
COMP-01201,Healthcare,Egypt,Startup
COMP-01202,Technology,Indonesia,SME
COMP-01203,Retail,Germany,SME
COMP-01204,Education,China,SME
COMP-01205,Logistics,Singapore,Startup
COMP-01206,Technology,Italy,SME
COMP-01207,Finance,Canada,Startup
COMP-01208,Finance,UK,SME
COMP-01209,Technology,Thailand,Startup
COMP-01210,Retail,Spain,SME
COMP-01211,Manufacturing,Kenya,Enterprise
COMP-01212,Manufacturing,Argentina,Enterprise
COMP-01213,Logistics,Australia,SME
COMP-01214,Finance,Japan,Startup
COMP-01215,Logistics,Vietnam,SME
COMP-01216,Manufacturing,Philippines,SME
COMP-01217,Education,UK,SME
COMP-01218,Consulting,Netherlands,SME
COMP-01219,Consulting,France,Enterprise
COMP-01220,Technology,Argentina,Startup
COMP-01221,Retail,Brazil,Enterprise
COMP-01222,Finance,India,SME
COMP-01223,Consulting,Germany,Enterprise
COMP-01224,Technology,Thailand,SME
COMP-01225,Healthcare,Singapore,Startup
COMP-01226,Consulting,Chile,Startup
COMP-01227,Education,South Korea,SME
COMP-01228,Technology,Philippines,Startup
COMP-01229,Manufacturing,UK,SME
COMP-01230,Consulting,UK,SME
COMP-01231,Agriculture,Australia,Enterprise
COMP-01232,Healthcare,Japan,SME
COMP-01233,Education,Indonesia,SME
COMP-01234,Technology,France,Startup
COMP-01235,Manufacturing,Japan,SME
COMP-01236,Technology,India,Enterprise
COMP-01237,Education,Indonesia,Startup
COMP-01238,Consulting,USA,Enterprise
COMP-01239,Healthcare,Poland,SME
COMP-01240,Healthcare,Chile,SME
COMP-01241,Education,Spain,Enterprise
COMP-01242,Technology,Singapore,Enterprise
COMP-01243,Agriculture,Colombia,Startup
COMP-01244,Retail,Sweden,SME
COMP-01245,Retail,South Korea,Enterprise
COMP-01246,Agriculture,Egypt,SME
COMP-01247,Healthcare,Nigeria,Startup
COMP-01248,Finance,Vietnam,Startup
COMP-01249,Retail,Vietnam,SME
COMP-01250,Logistics,Sweden,Startup
COMP-01251,Logistics,Canada,Startup
COMP-01252,Finance,New Zealand,SME
COMP-01253,Healthcare,China,Startup
COMP-01254,Logistics,Brazil,SME
COMP-01255,Consulting,Spain,SME
COMP-01256,Healthcare,Netherlands,SME
COMP-01257,Consulting,Thailand,SME
COMP-01258,Healthcare,Australia,Startup
COMP-01259,Finance,Germany,Enterprise
COMP-01260,Healthcare,Netherlands,SME
COMP-01261,Logistics,Sweden,SME
COMP-01262,Logistics,Argentina,SME
COMP-01263,Finance,Vietnam,SME
COMP-01264,Technology,South Africa,SME
COMP-01265,Education,France,SME
COMP-01266,Education,USA,SME
COMP-01267,Finance,Poland,SME
COMP-01268,Education,Italy,SME
COMP-01269,Retail,China,Startup
COMP-01270,Retail,Poland,Startup
COMP-01271,Education,Japan,Enterprise
COMP-01272,Manufacturing,Argentina,Startup
COMP-01273,Consulting,Thailand,Enterprise
COMP-01274,Education,Poland,SME
COMP-01275,Education,India,SME
COMP-01276,Consulting,Egypt,SME
COMP-01277,Healthcare,Australia,SME
COMP-01278,Education,Vietnam,Startup
COMP-01279,Agriculture,Nigeria,Enterprise
COMP-01280,Logistics,Japan,Enterprise
COMP-01281,Education,Colombia,SME
COMP-01282,Technology,Poland,SME
COMP-01283,Finance,Japan,SME
COMP-01284,Agriculture,Philippines,SME
COMP-01285,Agriculture,Chile,Startup
COMP-01286,Finance,Nigeria,SME
COMP-01287,Retail,China,Enterprise
COMP-01288,Retail,Kenya,Enterprise
COMP-01289,Education,Poland,SME
COMP-01290,Technology,Italy,Startup
COMP-01291,Agriculture,New Zealand,SME
COMP-01292,Finance,India,SME
COMP-01293,Education,Spain,Startup
COMP-01294,Agriculture,Nigeria,Startup
COMP-01295,Logistics,Philippines,Startup
COMP-01296,Healthcare,Indonesia,Enterprise
COMP-01297,Technology,Philippines,SME
COMP-01298,Consulting,Australia,Startup
COMP-01299,Finance,Argentina,Startup
COMP-01300,Healthcare,Canada,Startup
COMP-01301,Logistics,Sweden,Startup
COMP-01302,Healthcare,Australia,Enterprise
COMP-01303,Logistics,India,SME
COMP-01304,Logistics,Germany,Startup
COMP-01305,Retail,Netherlands,SME
COMP-01306,Healthcare,Singapore,Startup
COMP-01307,Healthcare,Netherlands,SME
COMP-01308,Manufacturing,Nigeria,Startup
COMP-01309,Agriculture,Malaysia,Startup
COMP-01310,Retail,South Korea,SME
COMP-01311,Consulting,Canada,SME
COMP-01312,Manufacturing,USA,SME
COMP-01313,Logistics,Vietnam,SME
COMP-01314,Finance,Brazil,SME
COMP-01315,Agriculture,Australia,Startup
COMP-01316,Healthcare,Japan,Startup
COMP-01317,Retail,Germany,Startup
COMP-01318,Logistics,Poland,Startup
COMP-01319,Retail,Vietnam,SME
COMP-01320,Healthcare,France,Enterprise
COMP-01321,Healthcare,China,Enterprise
COMP-01322,Agriculture,New Zealand,Startup
COMP-01323,Consulting,Spain,SME
COMP-01324,Finance,Sweden,Enterprise
COMP-01325,Agriculture,Netherlands,SME
COMP-01326,Technology,Nigeria,SME
COMP-01327,Technology,Italy,Enterprise
COMP-01328,Agriculture,Malaysia,SME
COMP-01329,Consulting,Brazil,SME
COMP-01330,Logistics,UK,Startup
COMP-01331,Retail,Thailand,SME
COMP-01332,Finance,Sweden,SME
COMP-01333,Education,Poland,SME
COMP-01334,Retail,Vietnam,Startup
COMP-01335,Finance,France,SME
COMP-01336,Retail,Vietnam,Enterprise
COMP-01337,Education,UK,Startup
COMP-01338,Agriculture,Malaysia,SME
COMP-01339,Finance,Vietnam,Startup
COMP-01340,Consulting,South Korea,Startup
COMP-01341,Healthcare,Indonesia,Startup
COMP-01342,Consulting,Indonesia,SME
COMP-01343,Healthcare,Argentina,Startup
COMP-01344,Technology,Philippines,Startup
COMP-01345,Education,Germany,Startup
COMP-01346,Agriculture,Colombia,Startup
COMP-01347,Technology,Spain,Startup
COMP-01348,Retail,Italy,Enterprise
COMP-01349,Retail,Netherlands,Startup
COMP-01350,Logistics,China,Enterprise
COMP-01351,Agriculture,Colombia,Startup
COMP-01352,Technology,Australia,Enterprise
COMP-01353,Technology,Argentina,Enterprise
COMP-01354,Education,Australia,Startup
COMP-01355,Retail,Australia,SME
COMP-01356,Agriculture,India,Startup
COMP-01357,Finance,Singapore,SME
COMP-01358,Healthcare,Egypt,SME
COMP-01359,Retail,Australia,SME
COMP-01360,Agriculture,Chile,Startup
COMP-01361,Agriculture,Egypt,Enterprise
COMP-01362,Finance,Philippines,SME
COMP-01363,Retail,Singapore,SME
COMP-01364,Finance,China,Startup
COMP-01365,Manufacturing,Australia,Enterprise
COMP-01366,Logistics,France,Enterprise
COMP-01367,Retail,Australia,SME
COMP-01368,Retail,Italy,Startup
COMP-01369,Education,Egypt,Startup
COMP-01370,Education,Philippines,SME
COMP-01371,Agriculture,Argentina,Startup
COMP-01372,Logistics,Chile,SME
COMP-01373,Education,Argentina,Startup
COMP-01374,Agriculture,Argentina,SME
COMP-01375,Education,Kenya,SME
COMP-01376,Logistics,Malaysia,Enterprise
COMP-01377,Technology,Netherlands,SME
