response_id,company_id,survey_year,quarter,productivity_change_percent,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction
23436,COMP-01465,2025,Q4,7.62,-5.0,0.0,43,5.93
23437,COMP-01465,2026,Q1,9.44,3.59,2.61,44,6.29
23438,COMP-01465,2026,Q2,5.78,-4.04,4.65,71,5.22
23439,COMP-01465,2026,Q3,3.9,3.64,2.93,56,4.2
23440,COMP-01465,2026,Q4,11.89,14.26,10.5,58,5.53
23441,COMP-01466,2023,Q1,6.2,6.29,2.5,53,6.38
23442,COMP-01466,2023,Q2,1.69,-5.0,2.46,40,5.92
23443,COMP-01466,2023,Q3,4.6,0.46,4.14,50,5.46
23444,COMP-01466,2023,Q4,16.77,7.79,0.0,51,5.02
23445,COMP-01466,2024,Q1,0.07,-5.0,0.0,49,3.66
23446,COMP-01466,2024,Q2,13.49,-0.2,7.38,67,4.04
23447,COMP-01466,2024,Q3,9.23,2.18,1.54,42,6.07
23448,COMP-01466,2024,Q4,9.6,9.07,5.01,62,6.34
23449,COMP-01466,2025,Q1,11.77,6.11,6.91,46,6.08
23450,COMP-01466,2025,Q2,11.53,1.74,0.48,40,5.12
23451,COMP-01466,2025,Q3,12.75,-5.0,9.33,62,4.3
23452,COMP-01466,2025,Q4,11.16,1.07,4.2,40,6.69
23453,COMP-01466,2026,Q1,13.5,3.62,7.71,49,4.93
23454,COMP-01466,2026,Q2,10.54,0.32,9.1,73,4.97
23455,COMP-01466,2026,Q3,13.77,12.01,0.0,55,4.18
23456,COMP-01466,2026,Q4,9.03,3.75,2.88,62,4.56
23457,COMP-01467,2023,Q1,3.85,2.71,4.28,50,4.73
23458,COMP-01467,2023,Q2,11.9,4.41,8.1,53,6.1
23459,COMP-01467,2023,Q3,10.62,3.68,0.25,61,5.32
23460,COMP-01467,2023,Q4,8.88,-1.18,5.95,44,5.43
23461,COMP-01467,2024,Q1,4.55,5.56,0.0,65,5.51
23462,COMP-01467,2024,Q2,14.49,10.78,2.33,61,5.65
23463,COMP-01467,2024,Q3,5.55,9.52,0.0,53,5.04
23464,COMP-01467,2024,Q4,7.76,-2.43,2.96,66,4.74
23465,COMP-01467,2025,Q1,3.58,12.48,3.96,49,3.42
23466,COMP-01467,2025,Q2,9.25,1.48,2.46,61,5.66
23467,COMP-01467,2025,Q3,3.86,-2.63,2.65,48,3.34
23468,COMP-01467,2025,Q4,6.9,5.59,5.0,42,5.5
23469,COMP-01467,2026,Q1,3.64,2.5,2.15,53,4.07
23470,COMP-01467,2026,Q2,9.23,8.0,15.33,49,5.19
23471,COMP-01467,2026,Q3,4.79,5.17,0.0,59,6.68
23472,COMP-01467,2026,Q4,8.14,4.94,1.91,43,6.22
23473,COMP-01468,2023,Q1,6.27,-0.7,0.27,51,3.67
23474,COMP-01468,2023,Q2,15.15,15.64,2.63,68,8.29
23475,COMP-01468,2023,Q3,12.56,14.61,6.32,50,5.16
23476,COMP-01468,2023,Q4,13.35,6.73,6.57,65,4.48
23477,COMP-01468,2024,Q1,13.94,10.6,3.03,60,5.77
23478,COMP-01468,2024,Q2,24.2,16.31,7.6,58,6.8
23480,COMP-01468,2024,Q4,13.49,19.8,4.59,73,4.99
23481,COMP-01468,2025,Q1,17.03,7.31,5.67,59,6.83
23482,COMP-01468,2025,Q2,20.46,5.52,6.6,71,7.62
23483,COMP-01468,2025,Q3,10.42,8.68,2.78,59,5.45
23484,COMP-01468,2025,Q4,10.05,15.45,4.27,56,6.56
23485,COMP-01468,2026,Q1,15.89,7.16,4.16,61,6.77
23486,COMP-01468,2026,Q2,13.41,10.32,5.33,63,6.63
23487,COMP-01468,2026,Q3,10.77,5.0,1.02,63,4.8
23488,COMP-01468,2026,Q4,17.32,2.61,12.02,64,7.14
23489,COMP-01469,2023,Q1,6.62,-5.0,0.78,45,5.71
23490,COMP-01469,2023,Q2,7.16,1.85,2.53,45,3.8
23491,COMP-01469,2023,Q3,5.31,-1.4,3.47,45,6.12
23492,COMP-01469,2023,Q4,10.57,3.75,5.79,48,4.17
23493,COMP-01469,2024,Q1,4.76,6.83,0.24,49,6.29
23494,COMP-01469,2024,Q2,5.57,4.57,0.0,44,6.36
23495,COMP-01469,2024,Q3,0.13,0.98,0.21,47,4.53
23496,COMP-01469,2024,Q4,0.0,-1.23,4.62,40,3.64
23497,COMP-01469,2025,Q1,6.12,6.54,6.88,40,5.28
23498,COMP-01469,2025,Q2,8.79,10.82,0.0,41,5.25
23499,COMP-01469,2025,Q3,10.8,8.86,4.38,62,5.61
23500,COMP-01469,2025,Q4,0.0,-5.0,2.63,52,5.54
23501,COMP-01469,2026,Q1,0.0,0.49,0.0,52,3.91
23502,COMP-01469,2026,Q2,0.0,-4.87,0.0,50,3.74
23503,COMP-01469,2026,Q3,2.46,-5.0,2.24,40,5.65
23504,COMP-01469,2026,Q4,5.75,2.75,3.78,53,4.21
23505,COMP-01470,2023,Q1,16.52,12.77,0.0,70,6.91
23506,COMP-01470,2023,Q2,11.88,-0.24,4.01,63,7.73
23507,COMP-01470,2023,Q3,14.19,7.06,5.0,55,5.03
23508,COMP-01470,2023,Q4,11.56,9.14,2.89,50,5.59
23509,COMP-01470,2024,Q1,13.56,6.38,4.3,70,7.12
23510,COMP-01470,2024,Q2,22.74,14.12,6.59,72,7.04
23512,COMP-01470,2024,Q4,13.6,2.23,4.43,66,6.01
23513,COMP-01470,2025,Q1,6.3,-4.13,5.6,55,3.92
23514,COMP-01470,2025,Q2,15.63,12.44,2.35,55,6.56
23515,COMP-01470,2025,Q3,13.58,12.92,6.45,62,6.89
23516,COMP-01470,2025,Q4,13.57,-1.84,6.62,49,5.52
23517,COMP-01470,2026,Q1,11.05,0.92,4.72,45,5.57
23518,COMP-01470,2026,Q2,16.82,15.84,4.43,67,7.06
23519,COMP-01470,2026,Q3,15.12,11.89,6.84,57,6.04
23520,COMP-01470,2026,Q4,12.5,8.23,4.02,68,5.99
23521,COMP-01471,2023,Q1,2.16,1.82,5.62,48,6.24
23522,COMP-01471,2023,Q2,6.27,-5.0,6.47,53,6.49
23523,COMP-01471,2023,Q3,0.0,-3.52,3.99,44,4.44
23524,COMP-01471,2023,Q4,2.96,3.86,2.21,40,5.22
23527,COMP-01471,2024,Q3,15.67,-5.0,2.63,72,6.07
23528,COMP-01471,2024,Q4,19.4,7.7,5.87,65,7.59
23529,COMP-01471,2025,Q1,15.97,4.15,4.29,40,6.12
23530,COMP-01471,2025,Q2,9.36,1.14,1.55,59,4.57
23531,COMP-01471,2025,Q3,16.69,12.57,11.26,65,5.82
23532,COMP-01471,2025,Q4,0.46,6.11,0.0,58,4.88
23533,COMP-01471,2026,Q1,13.22,5.73,7.03,66,5.86
23534,COMP-01471,2026,Q2,0.56,-4.55,4.24,60,5.34
23535,COMP-01471,2026,Q3,13.17,1.32,9.54,48,6.34
23536,COMP-01471,2026,Q4,13.51,9.09,8.8,63,5.82
23537,COMP-01472,2023,Q1,2.79,8.57,8.05,60,4.7
23538,COMP-01472,2023,Q2,0.0,1.15,4.76,51,5.58
23539,COMP-01472,2023,Q3,4.58,-0.95,4.91,48,5.29
23540,COMP-01472,2023,Q4,9.61,7.41,4.76,46,5.58
23541,COMP-01472,2024,Q1,0.6,4.3,5.8,40,4.38
23542,COMP-01472,2024,Q2,5.69,7.75,7.96,63,4.99
23543,COMP-01472,2024,Q3,4.83,-4.3,0.0,61,5.3
23544,COMP-01472,2024,Q4,10.87,-5.0,6.32,56,7.37
23545,COMP-01472,2025,Q1,7.7,3.68,12.45,54,6.18
23546,COMP-01472,2025,Q2,14.39,-3.16,6.15,52,6.09
23547,COMP-01472,2025,Q3,1.3,5.04,10.05,53,5.12
23548,COMP-01472,2025,Q4,15.12,4.52,2.52,55,7.3
23550,COMP-01472,2026,Q2,7.94,9.46,5.09,67,4.09
23551,COMP-01472,2026,Q3,14.25,13.15,6.6,55,6.32
23552,COMP-01472,2026,Q4,5.87,-2.4,6.34,72,6.49
23553,COMP-01473,2023,Q1,2.19,15.36,5.16,58,3.66
23554,COMP-01473,2023,Q2,10.85,0.43,2.62,57,5.55
23555,COMP-01473,2023,Q3,3.6,6.25,7.28,58,6.67
23557,COMP-01473,2024,Q1,9.68,3.8,3.55,59,4.31
23558,COMP-01473,2024,Q2,15.57,5.37,2.68,61,4.71
23559,COMP-01473,2024,Q3,9.52,9.86,10.65,44,5.37
23561,COMP-01473,2025,Q1,15.61,8.91,8.67,57,6.52
23562,COMP-01473,2025,Q2,19.82,6.73,8.65,59,6.28
23563,COMP-01473,2025,Q3,18.13,7.52,9.46,65,5.97
23564,COMP-01473,2025,Q4,6.16,2.48,6.36,57,3.71
23565,COMP-01473,2026,Q1,14.0,4.6,7.84,51,4.26
23566,COMP-01473,2026,Q2,18.4,15.13,4.99,74,7.97
23567,COMP-01473,2026,Q3,17.31,7.47,9.34,60,6.21
23569,COMP-01474,2023,Q1,12.43,-3.98,9.35,57,6.65
23571,COMP-01474,2023,Q3,14.21,10.56,0.0,56,7.75
23572,COMP-01474,2023,Q4,10.83,6.5,6.22,58,5.13
23574,COMP-01474,2024,Q2,3.92,-4.03,4.72,42,5.31
23576,COMP-01474,2024,Q4,9.78,4.09,2.91,55,5.33
23577,COMP-01474,2025,Q1,11.06,8.55,8.37,48,4.76
23578,COMP-01474,2025,Q2,4.82,10.17,0.0,48,5.29
23579,COMP-01474,2025,Q3,16.89,3.49,8.14,72,7.16
23580,COMP-01474,2025,Q4,12.78,1.07,2.32,49,5.17
23581,COMP-01474,2026,Q1,4.07,8.92,9.01,55,4.22
23582,COMP-01474,2026,Q2,13.1,14.37,2.67,58,5.71
23583,COMP-01474,2026,Q3,0.35,-5.0,11.57,70,4.68
23584,COMP-01474,2026,Q4,10.04,6.33,5.3,52,6.36
23585,COMP-01475,2023,Q1,10.66,13.07,7.52,58,6.16
23586,COMP-01475,2023,Q2,1.02,-1.15,6.95,61,4.47
23587,COMP-01475,2023,Q3,1.04,-5.0,1.35,40,4.61
23588,COMP-01475,2023,Q4,0.0,0.94,6.56,41,4.13
23589,COMP-01475,2024,Q1,2.14,0.88,3.23,42,5.78
23590,COMP-01475,2024,Q2,8.63,12.33,9.02,40,5.97
23591,COMP-01475,2024,Q3,7.48,1.14,0.0,53,5.14
23592,COMP-01475,2024,Q4,0.92,9.58,2.27,60,4.42
23593,COMP-01475,2025,Q1,5.71,1.82,0.55,46,5.24
23594,COMP-01475,2025,Q2,5.19,-5.0,6.13,51,5.45
23595,COMP-01475,2025,Q3,9.0,1.58,0.0,66,5.17
23596,COMP-01475,2025,Q4,0.0,-5.0,3.15,40,3.83
23597,COMP-01475,2026,Q1,0.0,-1.88,1.47,44,4.74
23598,COMP-01475,2026,Q2,9.34,2.73,3.22,53,5.97
23599,COMP-01475,2026,Q3,4.48,1.23,3.53,50,4.48
23600,COMP-01475,2026,Q4,4.39,-4.55,5.92,40,5.14
23601,COMP-01476,2023,Q1,15.63,3.15,5.1,53,6.64
23602,COMP-01476,2023,Q2,13.9,10.35,2.77,58,6.34
23603,COMP-01476,2023,Q3,10.72,4.87,11.3,70,5.91
23604,COMP-01476,2023,Q4,11.38,9.92,6.88,65,6.8
23605,COMP-01476,2024,Q1,9.55,13.59,5.67,46,5.2
23606,COMP-01476,2024,Q2,12.37,5.6,5.8,60,6.95
23607,COMP-01476,2024,Q3,17.52,11.62,12.36,65,5.88
23608,COMP-01476,2024,Q4,6.33,4.91,7.15,53,5.6
23609,COMP-01476,2025,Q1,13.12,11.47,3.64,60,4.47
23610,COMP-01476,2025,Q2,10.67,-1.66,0.0,53,5.64
23611,COMP-01476,2025,Q3,1.86,1.11,5.76,50,4.3
23612,COMP-01476,2025,Q4,9.84,6.82,0.0,60,6.8
23613,COMP-01476,2026,Q1,9.3,8.26,0.0,46,5.36
23614,COMP-01476,2026,Q2,11.96,12.1,5.07,56,5.23
23615,COMP-01476,2026,Q3,6.97,1.88,5.86,53,4.78
23616,COMP-01476,2026,Q4,10.92,10.76,6.59,57,5.02
23617,COMP-01477,2023,Q1,5.95,8.1,0.0,56,6.6
23618,COMP-01477,2023,Q2,3.9,2.41,7.88,51,5.24
23619,COMP-01477,2023,Q3,0.0,-4.8,2.65,47,5.18
23620,COMP-01477,2023,Q4,8.13,4.26,0.0,65,4.18
23621,COMP-01477,2024,Q1,14.34,2.28,2.45,46,5.59
23622,COMP-01477,2024,Q2,0.73,2.65,1.2,43,3.59
23623,COMP-01477,2024,Q3,2.24,0.13,4.04,61,4.06
23624,COMP-01477,2024,Q4,13.94,12.47,2.91,60,4.38
23626,COMP-01477,2025,Q2,2.81,17.61,3.25,57,5.75
23627,COMP-01477,2025,Q3,7.33,10.1,3.12,60,5.6
23628,COMP-01477,2025,Q4,9.94,-0.46,7.8,65,4.83
23629,COMP-01477,2026,Q1,7.05,-5.0,3.67,40,4.1
23630,COMP-01477,2026,Q2,13.9,9.15,4.54,49,5.88
23631,COMP-01477,2026,Q3,10.07,4.4,2.57,62,5.85
23632,COMP-01477,2026,Q4,22.54,14.42,5.47,54,6.43
23633,COMP-01478,2023,Q1,2.71,0.39,0.0,40,5.36
23634,COMP-01478,2023,Q2,0.77,-5.0,0.0,42,6.37
23635,COMP-01478,2023,Q3,5.79,2.82,2.52,53,4.91
23636,COMP-01478,2023,Q4,7.33,1.32,0.0,57,4.24
23637,COMP-01478,2024,Q1,0.14,-1.42,6.88,49,4.84
23638,COMP-01478,2024,Q2,5.76,2.9,1.56,52,5.67
23639,COMP-01478,2024,Q3,5.42,7.7,0.0,59,4.86
23640,COMP-01478,2024,Q4,5.81,1.18,0.0,62,6.17
23641,COMP-01478,2025,Q1,3.09,-1.86,1.6,55,5.69
23642,COMP-01478,2025,Q2,3.97,6.04,0.0,52,4.9
23643,COMP-01478,2025,Q3,7.58,9.98,0.0,49,5.31
23644,COMP-01478,2025,Q4,4.35,-1.7,1.21,47,4.35
23645,COMP-01478,2026,Q1,5.5,2.19,6.98,59,4.94
23646,COMP-01478,2026,Q2,0.0,0.41,0.78,42,5.13
23647,COMP-01478,2026,Q3,9.1,5.49,4.7,51,4.96
23648,COMP-01478,2026,Q4,1.52,7.14,0.45,40,4.11
23650,COMP-01479,2023,Q2,13.91,12.7,8.35,57,5.13
23651,COMP-01479,2023,Q3,14.42,6.1,0.0,47,6.89
23652,COMP-01479,2023,Q4,0.88,-0.41,4.6,46,4.53
23653,COMP-01479,2024,Q1,14.22,10.94,6.74,62,5.49
23654,COMP-01479,2024,Q2,0.0,0.59,1.2,40,4.32
23655,COMP-01479,2024,Q3,3.53,5.44,0.56,40,4.4
23656,COMP-01479,2024,Q4,8.84,1.3,11.7,56,5.3
23657,COMP-01479,2025,Q1,10.15,-1.0,9.01,55,5.72
23658,COMP-01479,2025,Q2,3.3,3.74,6.64,66,3.79
23659,COMP-01479,2025,Q3,11.0,6.32,6.29,42,3.64
23660,COMP-01479,2025,Q4,7.72,1.67,0.0,40,5.85
23661,COMP-01479,2026,Q1,10.55,-5.0,0.0,68,5.68
23662,COMP-01479,2026,Q2,8.88,-3.56,10.39,42,5.44
23663,COMP-01479,2026,Q3,3.04,6.43,3.8,49,5.66
23664,COMP-01479,2026,Q4,5.36,7.05,0.0,50,5.35
23666,COMP-01480,2023,Q2,6.14,3.82,3.05,54,5.27
23668,COMP-01480,2023,Q4,7.42,8.4,4.53,55,4.2
23669,COMP-01480,2024,Q1,13.77,11.12,0.54,62,5.16
23670,COMP-01480,2024,Q2,9.88,-2.57,0.0,49,5.19
23671,COMP-01480,2024,Q3,2.2,4.59,6.16,40,3.12
23673,COMP-01480,2025,Q1,6.78,3.06,10.29,52,5.0
23674,COMP-01480,2025,Q2,9.86,6.31,7.39,42,4.55
23675,COMP-01480,2025,Q3,3.05,2.42,5.55,44,4.94
23676,COMP-01480,2025,Q4,11.18,-1.41,5.43,65,5.47
23677,COMP-01480,2026,Q1,11.51,0.15,9.44,63,6.21
23678,COMP-01480,2026,Q2,7.12,-0.82,2.05,65,4.11
23679,COMP-01480,2026,Q3,6.53,4.4,4.18,57,4.74
23680,COMP-01480,2026,Q4,7.43,11.37,9.83,64,6.09
23681,COMP-01481,2023,Q1,4.45,-1.19,1.78,40,5.61
23682,COMP-01481,2023,Q2,5.99,-3.38,4.02,43,4.89
23683,COMP-01481,2023,Q3,0.13,2.72,10.29,69,4.54
23684,COMP-01481,2023,Q4,4.7,-1.24,0.0,49,4.42
23685,COMP-01481,2024,Q1,9.42,3.74,0.0,51,8.02
23686,COMP-01481,2024,Q2,4.27,8.02,8.14,46,6.23
23687,COMP-01481,2024,Q3,3.82,2.89,6.08,45,4.22
23688,COMP-01481,2024,Q4,5.9,3.15,11.42,51,4.26
23689,COMP-01481,2025,Q1,5.38,5.7,10.66,64,4.93
23690,COMP-01481,2025,Q2,11.6,5.89,5.4,44,5.12
23691,COMP-01481,2025,Q3,14.18,5.55,4.84,61,5.65
23692,COMP-01481,2025,Q4,9.68,2.67,3.82,58,5.26
23693,COMP-01481,2026,Q1,15.17,8.32,4.55,49,5.71
23694,COMP-01481,2026,Q2,12.05,4.28,5.35,42,6.61
23695,COMP-01481,2026,Q3,8.42,9.76,0.05,68,5.88
23696,COMP-01481,2026,Q4,2.05,3.04,2.36,44,5.32
23697,COMP-01482,2023,Q1,18.7,15.46,9.02,61,7.68
23698,COMP-01482,2023,Q2,14.2,3.92,8.8,59,5.96
23699,COMP-01482,2023,Q3,11.7,5.48,3.47,46,5.78
23700,COMP-01482,2023,Q4,3.51,3.85,0.0,45,7.08
23701,COMP-01482,2024,Q1,1.2,6.0,1.73,61,4.96
23702,COMP-01482,2024,Q2,10.69,7.93,10.52,51,5.28
23703,COMP-01482,2024,Q3,14.85,12.89,5.66,61,5.53
23704,COMP-01482,2024,Q4,9.93,5.29,1.35,63,4.46
23705,COMP-01482,2025,Q1,17.36,13.69,0.42,59,6.19
23707,COMP-01482,2025,Q3,13.75,4.66,6.36,71,6.43
23708,COMP-01482,2025,Q4,14.59,9.28,9.03,57,4.02
23709,COMP-01482,2026,Q1,7.18,0.66,2.52,47,5.09
23710,COMP-01482,2026,Q2,3.82,4.59,4.43,47,3.79
23711,COMP-01482,2026,Q3,11.2,5.39,11.16,61,4.48
23713,COMP-01483,2023,Q1,16.73,2.42,6.22,55,5.92
23714,COMP-01483,2023,Q2,12.88,5.19,0.53,72,4.73
23715,COMP-01483,2023,Q3,26.77,9.36,11.12,64,7.83
23716,COMP-01483,2023,Q4,9.41,2.33,9.27,61,5.48
23717,COMP-01483,2024,Q1,18.15,14.06,7.01,64,5.22
23718,COMP-01483,2024,Q2,9.6,12.06,1.34,55,5.44
23719,COMP-01483,2024,Q3,11.28,10.89,4.18,61,5.99
23720,COMP-01483,2024,Q4,11.11,10.13,7.37,68,4.71
23721,COMP-01483,2025,Q1,13.87,-0.95,12.6,67,7.43
23722,COMP-01483,2025,Q2,4.05,6.68,5.23,51,4.63
23723,COMP-01483,2025,Q3,14.64,20.38,6.07,48,7.02
23725,COMP-01483,2026,Q1,17.85,0.28,10.93,52,7.03
23726,COMP-01483,2026,Q2,0.89,0.44,0.7,55,2.84
23727,COMP-01483,2026,Q3,28.77,12.48,8.73,67,7.6
23728,COMP-01483,2026,Q4,25.92,6.71,7.02,54,7.42
23729,COMP-01484,2023,Q1,0.0,5.78,5.18,40,3.85
23730,COMP-01484,2023,Q2,5.83,7.55,1.46,57,5.73
23731,COMP-01484,2023,Q3,10.31,3.84,4.44,43,5.69
23732,COMP-01484,2023,Q4,10.66,11.09,5.14,50,6.01
23733,COMP-01484,2024,Q1,10.07,-1.84,8.57,50,5.42
23734,COMP-01484,2024,Q2,7.59,-2.65,6.11,61,5.14
23735,COMP-01484,2024,Q3,6.27,-4.03,4.63,62,5.72
23736,COMP-01484,2024,Q4,13.82,2.76,11.61,53,6.11
23737,COMP-01484,2025,Q1,6.39,1.29,5.29,51,4.03
23738,COMP-01484,2025,Q2,8.09,1.94,5.51,60,6.23
23739,COMP-01484,2025,Q3,4.74,9.38,6.05,58,6.81
23740,COMP-01484,2025,Q4,13.41,4.75,10.61,56,6.21
23741,COMP-01484,2026,Q1,8.14,5.33,8.03,57,5.34
23742,COMP-01484,2026,Q2,7.59,5.17,2.78,56,5.51
23743,COMP-01484,2026,Q3,11.96,5.64,11.64,80,5.49
23744,COMP-01484,2026,Q4,15.64,6.82,6.04,77,6.06
23745,COMP-01485,2023,Q1,0.0,2.56,1.41,45,3.57
23746,COMP-01485,2023,Q2,10.04,7.57,7.12,54,4.79
23747,COMP-01485,2023,Q3,0.0,-0.5,4.18,50,5.5
23748,COMP-01485,2023,Q4,0.6,1.05,4.91,59,4.69
23749,COMP-01485,2024,Q1,10.19,8.92,5.29,56,4.21
23750,COMP-01485,2024,Q2,2.76,-1.49,5.03,41,5.3
23751,COMP-01485,2024,Q3,0.57,3.33,3.89,73,5.38
23752,COMP-01485,2024,Q4,16.82,18.03,7.77,52,5.53
23754,COMP-01485,2025,Q2,14.06,4.54,13.53,72,6.3
23755,COMP-01485,2025,Q3,0.0,-4.08,4.43,44,4.56
23756,COMP-01485,2025,Q4,5.6,5.87,2.45,50,4.72
23757,COMP-01485,2026,Q1,9.64,6.23,3.41,56,5.75
23758,COMP-01485,2026,Q2,10.61,2.58,9.05,47,6.31
23759,COMP-01485,2026,Q3,9.72,2.26,6.45,53,5.21
23760,COMP-01485,2026,Q4,13.57,8.63,2.95,49,7.17
23762,COMP-01486,2023,Q2,5.2,2.61,7.43,47,5.84
23764,COMP-01486,2023,Q4,4.13,1.89,4.23,49,7.72
23765,COMP-01486,2024,Q1,0.0,2.57,6.41,52,4.3
23766,COMP-01486,2024,Q2,0.34,4.81,0.0,47,4.61
23767,COMP-01486,2024,Q3,10.97,2.42,2.49,46,5.72
23768,COMP-01486,2024,Q4,10.44,1.18,8.02,56,5.28
23769,COMP-01486,2025,Q1,5.25,-5.0,2.04,52,4.9
23771,COMP-01486,2025,Q3,1.02,-5.0,5.84,65,5.09
23772,COMP-01486,2025,Q4,5.6,2.95,4.95,56,5.07
23774,COMP-01486,2026,Q2,3.65,-5.0,0.0,48,4.62
23775,COMP-01486,2026,Q3,3.01,-2.31,0.0,66,4.55
23776,COMP-01486,2026,Q4,2.65,3.83,0.0,54,2.73
23779,COMP-01487,2023,Q3,13.89,12.93,0.0,65,5.73
23780,COMP-01487,2023,Q4,13.72,6.57,9.58,61,5.49
23781,COMP-01487,2024,Q1,5.3,10.97,0.0,50,3.71
23782,COMP-01487,2024,Q2,7.39,4.39,5.28,63,5.03
23784,COMP-01487,2024,Q4,3.13,-2.41,1.74,46,4.29
23785,COMP-01487,2025,Q1,13.93,10.54,7.21,48,5.44
23786,COMP-01487,2025,Q2,10.14,6.15,7.0,63,6.0
23787,COMP-01487,2025,Q3,6.81,7.5,10.07,57,3.6
23788,COMP-01487,2025,Q4,14.17,5.43,8.24,50,5.26
23789,COMP-01487,2026,Q1,0.0,2.07,7.2,54,3.88
23790,COMP-01487,2026,Q2,12.6,14.32,3.21,57,4.85
23791,COMP-01487,2026,Q3,10.71,8.41,2.02,58,3.86
23792,COMP-01487,2026,Q4,10.94,5.45,0.0,56,6.67
23793,COMP-01488,2023,Q1,14.65,4.93,5.14,59,6.31
23794,COMP-01488,2023,Q2,5.68,4.94,0.0,40,4.7
23795,COMP-01488,2023,Q3,0.0,-0.32,2.1,59,6.12
23796,COMP-01488,2023,Q4,0.0,2.12,2.61,54,3.91
23797,COMP-01488,2024,Q1,7.37,7.22,1.07,48,6.71
23798,COMP-01488,2024,Q2,1.11,9.05,12.25,52,2.9
23799,COMP-01488,2024,Q3,0.0,-0.15,0.0,52,3.86
23800,COMP-01488,2024,Q4,1.04,-5.0,2.74,47,4.98
23801,COMP-01488,2025,Q1,0.07,-5.0,0.27,49,3.82
23802,COMP-01488,2025,Q2,0.1,0.41,2.61,64,5.72
23803,COMP-01488,2025,Q3,0.0,6.64,0.0,62,4.01
23804,COMP-01488,2025,Q4,14.97,1.57,8.61,44,6.81
23805,COMP-01488,2026,Q1,8.75,3.64,4.21,48,5.61
23806,COMP-01488,2026,Q2,2.03,5.43,4.89,55,4.61
23808,COMP-01488,2026,Q4,0.0,-3.88,5.36,40,4.55
23809,COMP-01489,2023,Q1,10.97,2.33,2.09,49,4.44
23810,COMP-01489,2023,Q2,6.12,-5.0,1.58,60,4.92
23811,COMP-01489,2023,Q3,11.61,8.28,0.0,56,5.46
23812,COMP-01489,2023,Q4,4.46,-2.39,0.96,52,5.9
23813,COMP-01489,2024,Q1,7.28,5.4,4.78,48,5.9
23814,COMP-01489,2024,Q2,8.71,0.23,4.64,57,3.96
23815,COMP-01489,2024,Q3,19.33,4.79,3.0,54,7.74
23816,COMP-01489,2024,Q4,9.89,-0.44,5.38,48,6.54
23818,COMP-01489,2025,Q2,10.43,7.25,1.3,64,5.21
23819,COMP-01489,2025,Q3,0.53,-5.0,8.23,72,5.73
23820,COMP-01489,2025,Q4,0.0,2.73,10.43,51,5.96
23821,COMP-01489,2026,Q1,3.92,-5.0,0.99,42,4.35
23822,COMP-01489,2026,Q2,5.89,4.74,3.28,51,4.83
23823,COMP-01489,2026,Q3,5.15,-2.6,0.0,44,3.77
23824,COMP-01489,2026,Q4,6.46,-3.0,3.07,64,4.9
23825,COMP-01490,2023,Q1,0.0,5.32,5.18,49,4.03
23826,COMP-01490,2023,Q2,2.7,-3.93,3.25,50,3.44
23827,COMP-01490,2023,Q3,0.0,-5.0,0.33,50,4.0
23828,COMP-01490,2023,Q4,0.36,-1.31,0.84,55,4.96
23829,COMP-01490,2024,Q1,0.0,-5.0,3.97,40,4.61
23830,COMP-01490,2024,Q2,2.53,4.36,1.54,40,5.1
23831,COMP-01490,2024,Q3,10.5,6.66,0.0,45,6.11
23832,COMP-01490,2024,Q4,0.0,8.29,4.26,43,5.54
23833,COMP-01490,2025,Q1,0.0,0.14,0.0,50,4.02
23836,COMP-01490,2025,Q4,5.01,5.67,0.0,40,6.28
23837,COMP-01490,2026,Q1,0.0,3.3,0.0,51,5.55
23838,COMP-01490,2026,Q2,4.83,9.78,0.29,50,5.2
23839,COMP-01490,2026,Q3,0.0,-5.0,0.0,44,1.9
23840,COMP-01490,2026,Q4,0.0,-5.0,0.0,42,2.54
23841,COMP-01491,2023,Q1,10.34,3.27,5.06,57,4.88
23842,COMP-01491,2023,Q2,3.09,5.52,0.0,45,3.75
23843,COMP-01491,2023,Q3,4.73,-1.97,6.58,59,4.52
23844,COMP-01491,2023,Q4,5.24,10.4,4.41,42,4.27
23845,COMP-01491,2024,Q1,0.63,-3.18,5.22,44,5.1
23846,COMP-01491,2024,Q2,11.14,0.77,2.98,52,4.75
23847,COMP-01491,2024,Q3,12.35,18.66,8.38,47,6.49
23848,COMP-01491,2024,Q4,8.11,4.7,6.06,63,5.45
23849,COMP-01491,2025,Q1,8.1,0.28,0.0,40,3.63
23850,COMP-01491,2025,Q2,12.22,3.16,2.67,50,5.9
23851,COMP-01491,2025,Q3,0.0,3.35,0.0,46,3.63
23852,COMP-01491,2025,Q4,13.31,4.43,1.89,56,4.81
23853,COMP-01491,2026,Q1,21.61,3.93,2.48,64,7.22
23854,COMP-01491,2026,Q2,7.71,5.44,0.69,75,3.56
23855,COMP-01491,2026,Q3,11.06,4.72,2.96,55,6.24
23856,COMP-01491,2026,Q4,6.01,2.71,7.16,59,5.97
23857,COMP-01492,2023,Q1,3.56,6.42,5.2,60,6.46
23858,COMP-01492,2023,Q2,7.27,4.79,6.99,50,5.73
23859,COMP-01492,2023,Q3,7.63,8.4,0.0,48,5.37
23860,COMP-01492,2023,Q4,10.87,3.23,2.35,59,5.79
23861,COMP-01492,2024,Q1,2.11,5.93,2.56,40,5.42
