response_id,company_id,survey_year,quarter,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees
10124,COMP-00633,2025,Q4,63.46,5.89,31.89,9.53,7,10,11
10125,COMP-00633,2026,Q1,62.22,7.17,32.52,11.68,8,9,12
10126,COMP-00633,2026,Q2,70.4,7.5,34.21,11.46,9,8,13
10127,COMP-00633,2026,Q3,81.47,6.67,28.58,6.98,7,9,17
10128,COMP-00633,2026,Q4,75.45,5.4,38.85,12.02,9,10,11
10129,COMP-00634,2023,Q1,47.96,5.31,17.68,4.28,1,1,2
10130,COMP-00634,2023,Q2,40.46,6.68,10.91,2.83,1,1,1
10131,COMP-00634,2023,Q3,52.97,7.08,7.49,2.58,1,0,1
10132,COMP-00634,2023,Q4,37.1,4.76,6.0,2.18,0,0,0
10133,COMP-00634,2024,Q1,53.0,4.63,10.9,2.81,0,1,1
10134,COMP-00634,2024,Q2,31.36,4.1,10.91,4.7,0,0,2
10135,COMP-00634,2024,Q3,38.47,5.16,7.92,2.93,1,0,0
10136,COMP-00634,2024,Q4,41.99,4.27,19.97,7.93,1,1,2
10137,COMP-00634,2025,Q1,46.78,4.99,9.51,2.14,0,0,0
10138,COMP-00634,2025,Q2,35.19,4.98,7.54,1.92,0,0,1
10139,COMP-00634,2025,Q3,29.41,5.24,8.61,5.87,0,0,1
10140,COMP-00634,2025,Q4,27.54,5.1,16.0,5.84,0,1,1
10141,COMP-00634,2026,Q1,39.47,5.07,0.95,1.06,0,0,1
10142,COMP-00634,2026,Q2,44.03,5.69,2.83,0.64,0,0,2
10143,COMP-00634,2026,Q3,49.21,6.4,11.11,5.93,0,1,0
10144,COMP-00634,2026,Q4,48.98,4.37,19.5,7.35,1,1,1
10145,COMP-00635,2023,Q1,24.9,4.89,9.63,5.77,47,69,221
10146,COMP-00635,2023,Q2,52.63,4.87,0.0,1.5,3,26,128
10147,COMP-00635,2023,Q3,55.15,5.48,0.0,0.0,21,75,61
10148,COMP-00635,2023,Q4,28.23,4.31,11.76,4.21,101,101,12
10149,COMP-00635,2024,Q1,42.67,4.67,4.54,5.47,59,112,210
10150,COMP-00635,2024,Q2,39.02,6.3,23.81,7.05,171,117,370
10151,COMP-00635,2024,Q3,28.66,4.95,0.0,3.15,6,46,226
10152,COMP-00635,2024,Q4,37.92,7.09,12.2,1.99,107,129,229
10153,COMP-00635,2025,Q1,33.15,6.03,11.95,4.61,10,79,24
10154,COMP-00635,2025,Q2,46.51,3.91,0.0,0.0,0,62,0
10155,COMP-00635,2025,Q3,40.14,5.62,20.26,4.31,111,113,205
10156,COMP-00635,2025,Q4,46.98,4.82,18.78,4.91,101,100,166
10157,COMP-00635,2026,Q1,44.71,5.74,17.26,6.74,145,63,181
10158,COMP-00635,2026,Q2,33.09,6.2,13.54,5.73,42,99,106
10159,COMP-00635,2026,Q3,52.92,4.1,0.0,2.2,39,122,349
10160,COMP-00635,2026,Q4,32.37,5.62,10.79,2.62,51,76,230
10161,COMP-00636,2023,Q1,29.4,5.25,15.49,2.73,28,33,33
10162,COMP-00636,2023,Q2,39.97,2.88,14.67,3.25,35,22,19
10163,COMP-00636,2023,Q3,5.04,6.28,6.02,2.73,10,19,53
10164,COMP-00636,2023,Q4,37.52,6.26,17.66,5.6,32,37,30
10165,COMP-00636,2024,Q1,39.16,5.26,15.94,2.22,30,24,56
10166,COMP-00636,2024,Q2,50.83,4.52,20.74,7.32,45,47,97
10167,COMP-00636,2024,Q3,33.06,6.02,28.94,5.97,36,43,76
10168,COMP-00636,2024,Q4,26.51,4.53,31.71,10.54,67,39,60
10169,COMP-00636,2025,Q1,39.25,6.54,28.87,7.41,50,53,41
10170,COMP-00636,2025,Q2,43.54,5.79,22.49,3.37,45,36,30
10171,COMP-00636,2025,Q3,48.1,6.09,6.62,5.0,19,45,76
10172,COMP-00636,2025,Q4,41.22,4.94,19.55,9.06,38,32,22
10173,COMP-00636,2026,Q1,43.2,8.03,21.18,2.52,41,49,65
10174,COMP-00636,2026,Q2,38.77,5.13,21.68,4.64,26,35,38
10175,COMP-00636,2026,Q3,25.94,4.7,7.18,5.0,23,37,70
10176,COMP-00636,2026,Q4,37.49,4.76,20.41,4.91,33,28,14
10177,COMP-00637,2023,Q1,43.15,4.88,22.13,6.48,0,0,1
10178,COMP-00637,2023,Q2,43.92,4.43,8.67,2.0,0,0,1
10179,COMP-00637,2023,Q3,54.66,5.33,32.46,11.14,1,0,1
10180,COMP-00637,2023,Q4,18.06,7.19,14.65,2.02,1,0,1
10181,COMP-00637,2024,Q1,31.25,3.57,22.01,5.62,0,0,1
10182,COMP-00637,2024,Q2,31.44,5.96,16.28,1.73,0,0,1
10183,COMP-00637,2024,Q3,24.58,4.46,23.22,8.35,0,0,0
10184,COMP-00637,2024,Q4,37.55,6.58,14.87,3.74,0,0,1
10185,COMP-00637,2025,Q1,54.46,5.25,14.93,4.56,0,0,1
10186,COMP-00637,2025,Q2,22.69,5.15,9.66,2.53,0,0,0
10187,COMP-00637,2025,Q3,39.53,6.8,12.38,3.26,0,1,1
10188,COMP-00637,2025,Q4,20.96,4.94,17.11,1.32,0,0,0
10189,COMP-00637,2026,Q1,37.75,3.77,17.49,7.25,0,0,0
10190,COMP-00637,2026,Q2,37.37,5.48,24.7,6.06,1,0,1
10191,COMP-00637,2026,Q3,33.86,6.54,25.6,8.63,1,0,1
10192,COMP-00637,2026,Q4,31.41,5.51,21.99,6.26,1,1,1
10193,COMP-00638,2023,Q1,47.89,6.12,36.38,11.58,6,5,9
10194,COMP-00638,2023,Q2,35.37,6.63,23.68,6.97,4,5,7
10195,COMP-00638,2023,Q3,30.49,6.94,35.05,10.87,6,5,6
10196,COMP-00638,2023,Q4,31.61,5.4,13.88,6.54,2,2,3
10197,COMP-00638,2024,Q1,34.96,6.32,20.45,8.26,3,4,6
10198,COMP-00638,2024,Q2,50.55,7.14,32.46,9.4,4,6,10
10199,COMP-00638,2024,Q3,50.47,4.8,47.92,15.61,8,6,3
10200,COMP-00638,2024,Q4,40.11,6.05,21.34,5.56,5,3,2
10201,COMP-00638,2025,Q1,49.1,7.36,29.68,9.54,4,4,9
10202,COMP-00638,2025,Q2,36.11,5.64,28.11,8.3,5,4,2
10203,COMP-00638,2025,Q3,41.44,6.21,29.04,7.3,4,4,8
10204,COMP-00638,2025,Q4,38.81,6.36,36.05,11.18,7,6,7
10205,COMP-00638,2026,Q1,32.22,6.8,32.26,11.25,4,5,8
10206,COMP-00638,2026,Q2,58.51,5.48,24.62,6.29,5,6,8
10207,COMP-00638,2026,Q3,36.71,4.68,38.99,10.24,6,4,6
10209,COMP-00639,2023,Q1,29.49,5.64,4.58,2.11,11,4,13
10210,COMP-00639,2023,Q2,43.48,6.29,7.16,4.71,12,4,30
10211,COMP-00639,2023,Q3,26.32,6.41,17.49,3.84,18,10,14
10213,COMP-00639,2024,Q1,11.98,5.33,2.27,0.0,4,2,11
10214,COMP-00639,2024,Q2,28.52,4.88,7.22,0.0,12,2,10
10215,COMP-00639,2024,Q3,30.01,4.66,9.38,4.55,8,10,19
10216,COMP-00639,2024,Q4,21.13,6.34,17.43,4.82,13,12,15
10217,COMP-00639,2025,Q1,24.99,5.44,2.43,2.15,0,8,15
10218,COMP-00639,2025,Q2,27.25,6.04,24.21,6.44,18,12,19
10219,COMP-00639,2025,Q3,16.66,4.41,9.26,1.36,12,3,4
10220,COMP-00639,2025,Q4,31.1,4.66,5.35,3.78,2,10,2
10221,COMP-00639,2026,Q1,38.26,5.74,0.0,0.0,5,7,0
10222,COMP-00639,2026,Q2,33.0,5.03,26.53,4.87,31,20,23
10223,COMP-00639,2026,Q3,16.51,5.79,13.24,7.36,11,10,22
10224,COMP-00639,2026,Q4,33.18,6.8,16.22,3.08,14,17,29
10225,COMP-00640,2023,Q1,64.11,5.4,35.4,10.65,832,700,1617
10227,COMP-00640,2023,Q3,57.76,5.05,16.51,5.14,482,710,1599
10228,COMP-00640,2023,Q4,55.6,5.49,19.76,5.89,516,522,1615
10229,COMP-00640,2024,Q1,51.67,6.36,16.65,7.41,232,804,840
10230,COMP-00640,2024,Q2,74.44,5.73,7.8,1.09,36,450,1344
10231,COMP-00640,2024,Q3,77.27,5.75,26.43,6.9,751,530,1450
10232,COMP-00640,2024,Q4,73.81,5.13,25.22,9.53,541,811,985
10233,COMP-00640,2025,Q1,71.89,7.42,33.39,7.54,671,754,1655
10234,COMP-00640,2025,Q2,45.89,4.87,41.99,12.23,1218,929,1312
10236,COMP-00640,2025,Q4,78.85,6.07,20.74,9.22,754,974,1447
10237,COMP-00640,2026,Q1,61.29,6.11,26.67,7.94,849,512,1508
10238,COMP-00640,2026,Q2,72.04,6.13,35.48,9.37,806,922,1627
10239,COMP-00640,2026,Q3,67.69,5.57,42.12,10.13,1070,1150,1636
10240,COMP-00640,2026,Q4,45.59,5.27,29.6,9.59,935,876,362
10241,COMP-00641,2023,Q1,41.51,5.22,12.06,4.66,154,161,336
10242,COMP-00641,2023,Q2,37.57,6.58,22.57,6.39,247,196,415
10243,COMP-00641,2023,Q3,36.75,5.85,19.96,10.03,215,310,363
10244,COMP-00641,2023,Q4,66.17,5.73,19.19,5.31,174,234,613
10245,COMP-00641,2024,Q1,48.79,6.35,20.72,6.56,253,242,397
10246,COMP-00641,2024,Q2,22.68,6.68,16.16,4.16,168,121,92
10247,COMP-00641,2024,Q3,43.4,5.56,19.55,4.76,241,169,300
10248,COMP-00641,2024,Q4,31.94,5.22,19.73,4.37,200,126,291
10249,COMP-00641,2025,Q1,55.08,5.91,23.01,4.56,179,232,141
10250,COMP-00641,2025,Q2,42.77,5.74,13.68,5.66,182,145,93
10251,COMP-00641,2025,Q3,44.77,5.71,24.78,6.88,176,289,404
10252,COMP-00641,2025,Q4,53.18,6.83,10.47,6.46,56,287,283
10253,COMP-00641,2026,Q1,39.43,5.38,34.39,9.2,309,267,309
10254,COMP-00641,2026,Q2,28.01,4.13,8.66,4.25,29,120,372
10255,COMP-00641,2026,Q3,42.2,5.02,21.97,7.72,199,145,133
10256,COMP-00641,2026,Q4,39.34,5.66,27.85,7.79,225,322,620
10257,COMP-00642,2023,Q1,54.58,5.77,15.39,4.3,153,7,189
10258,COMP-00642,2023,Q2,36.9,5.8,19.38,6.87,100,85,234
10259,COMP-00642,2023,Q3,29.21,5.21,5.53,0.0,17,67,172
10260,COMP-00642,2023,Q4,47.68,6.22,22.32,4.36,143,65,190
10261,COMP-00642,2024,Q1,35.9,5.02,5.65,4.31,26,93,186
10262,COMP-00642,2024,Q2,52.69,6.32,0.59,4.19,13,76,241
10263,COMP-00642,2024,Q3,54.28,5.65,26.14,8.61,157,49,27
10264,COMP-00642,2024,Q4,39.2,4.48,8.91,3.2,78,41,0
10265,COMP-00642,2025,Q1,33.07,4.64,7.33,2.5,23,81,111
10266,COMP-00642,2025,Q2,54.94,4.08,17.35,4.22,162,76,32
10267,COMP-00642,2025,Q3,37.26,4.72,0.0,3.61,38,79,145
10268,COMP-00642,2025,Q4,34.24,5.18,9.14,6.63,37,68,89
10269,COMP-00642,2026,Q1,47.86,4.67,7.26,2.6,56,124,117
10270,COMP-00642,2026,Q2,34.33,5.8,9.97,3.31,47,38,69
10271,COMP-00642,2026,Q3,58.78,4.63,3.19,3.41,0,80,258
10272,COMP-00642,2026,Q4,51.46,5.97,24.97,8.46,133,116,137
10273,COMP-00643,2023,Q1,31.29,5.73,15.4,8.37,1,4,6
10274,COMP-00643,2023,Q2,46.33,4.0,17.96,5.42,2,3,5
10275,COMP-00643,2023,Q3,27.87,5.59,20.54,5.67,2,3,2
10276,COMP-00643,2023,Q4,45.0,6.6,25.8,9.08,3,3,3
10277,COMP-00643,2024,Q1,46.6,4.66,17.64,3.32,3,2,2
10278,COMP-00643,2024,Q2,47.68,6.39,10.28,4.63,2,3,3
10280,COMP-00643,2024,Q4,35.1,5.3,10.07,3.82,1,1,0
10281,COMP-00643,2025,Q1,58.87,6.84,28.84,7.97,4,4,4
10282,COMP-00643,2025,Q2,46.01,5.33,29.95,8.3,5,4,3
10283,COMP-00643,2025,Q3,7.57,5.3,14.47,4.68,2,1,4
10284,COMP-00643,2025,Q4,51.49,6.28,30.83,10.28,4,4,3
10285,COMP-00643,2026,Q1,37.46,5.76,17.32,7.03,2,4,8
10286,COMP-00643,2026,Q2,57.7,5.01,32.39,10.06,5,4,4
10287,COMP-00643,2026,Q3,41.55,5.47,34.63,7.47,5,5,5
10288,COMP-00643,2026,Q4,34.19,5.93,19.07,6.42,2,2,3
10289,COMP-00644,2023,Q1,41.8,5.88,21.97,5.59,13,13,20
10290,COMP-00644,2023,Q2,33.31,5.31,15.32,3.25,9,7,24
10291,COMP-00644,2023,Q3,48.29,5.78,22.84,7.45,16,15,11
10292,COMP-00644,2023,Q4,58.29,5.48,10.02,3.18,4,14,12
10294,COMP-00644,2024,Q2,51.64,6.23,26.31,8.87,18,17,13
10295,COMP-00644,2024,Q3,68.72,6.25,29.91,10.42,18,18,24
10296,COMP-00644,2024,Q4,40.78,4.87,18.19,2.28,7,15,14
10297,COMP-00644,2025,Q1,63.15,6.01,26.24,7.78,13,20,42
10298,COMP-00644,2025,Q2,33.86,5.97,18.19,5.11,15,11,34
10299,COMP-00644,2025,Q3,59.26,5.11,17.06,8.2,10,15,12
10300,COMP-00644,2025,Q4,43.88,5.55,12.57,0.98,15,8,13
10301,COMP-00644,2026,Q1,68.23,7.55,23.88,8.04,17,17,21
10302,COMP-00644,2026,Q2,53.12,4.8,24.3,8.87,15,18,20
10303,COMP-00644,2026,Q3,48.19,5.63,0.0,2.35,1,6,6
10304,COMP-00644,2026,Q4,55.24,6.9,24.82,9.8,17,22,30
10306,COMP-00645,2023,Q2,38.94,5.42,18.45,0.89,35,51,31
10307,COMP-00645,2023,Q3,47.94,6.06,8.96,0.0,6,29,35
10308,COMP-00645,2023,Q4,50.97,4.19,23.52,7.54,51,54,70
10309,COMP-00645,2024,Q1,43.38,7.08,37.21,10.13,43,59,84
10310,COMP-00645,2024,Q2,46.01,6.07,22.25,4.6,61,72,70
10311,COMP-00645,2024,Q3,42.69,5.38,10.31,3.92,18,43,86
10312,COMP-00645,2024,Q4,75.44,5.85,18.88,7.09,34,62,114
10313,COMP-00645,2025,Q1,33.04,4.88,15.83,5.07,45,11,67
10314,COMP-00645,2025,Q2,54.91,6.92,34.77,9.8,64,70,95
10315,COMP-00645,2025,Q3,52.22,6.86,16.36,6.78,31,51,76
10316,COMP-00645,2025,Q4,35.36,5.38,18.92,4.27,45,48,49
10317,COMP-00645,2026,Q1,31.67,5.33,4.16,1.66,0,31,45
10318,COMP-00645,2026,Q2,46.76,7.39,26.4,8.32,43,31,20
10319,COMP-00645,2026,Q3,46.22,4.8,10.99,4.08,34,36,86
10320,COMP-00645,2026,Q4,47.07,6.92,12.72,5.43,29,58,69
10321,COMP-00646,2023,Q1,29.66,5.93,17.59,3.02,2,2,4
10322,COMP-00646,2023,Q2,34.55,5.43,18.79,5.92,3,4,4
10323,COMP-00646,2023,Q3,49.06,5.05,19.45,7.4,3,4,1
10324,COMP-00646,2023,Q4,46.71,4.7,27.03,5.91,4,5,6
10325,COMP-00646,2024,Q1,37.24,6.28,11.99,1.07,0,3,4
10326,COMP-00646,2024,Q2,25.33,5.65,31.08,9.31,5,4,5
10327,COMP-00646,2024,Q3,46.23,5.44,23.95,5.49,4,4,4
10328,COMP-00646,2024,Q4,21.64,5.78,22.42,7.81,3,4,3
10329,COMP-00646,2025,Q1,22.97,6.38,21.07,6.58,2,5,7
10330,COMP-00646,2025,Q2,36.47,6.02,27.7,11.34,4,4,6
10331,COMP-00646,2025,Q3,40.58,6.27,36.58,12.13,6,5,5
10332,COMP-00646,2025,Q4,32.18,4.23,32.18,6.52,5,3,5
10333,COMP-00646,2026,Q1,27.44,5.1,17.23,6.88,2,5,5
10334,COMP-00646,2026,Q2,49.6,5.71,20.3,5.01,3,2,6
10335,COMP-00646,2026,Q3,47.25,5.46,33.65,10.93,5,4,2
10336,COMP-00646,2026,Q4,39.15,6.26,39.47,10.54,7,4,9
10337,COMP-00647,2023,Q1,39.13,5.68,7.95,4.65,13,12,29
10338,COMP-00647,2023,Q2,45.6,5.78,1.59,0.27,0,12,16
10339,COMP-00647,2023,Q3,24.43,4.31,11.35,6.66,24,19,49
10340,COMP-00647,2023,Q4,14.52,5.65,11.49,0.39,32,0,20
10341,COMP-00647,2024,Q1,12.65,5.48,0.0,0.0,9,3,70
10342,COMP-00647,2024,Q2,17.01,5.32,12.14,3.48,31,19,4
10343,COMP-00647,2024,Q3,19.56,4.62,4.49,4.12,10,2,28
10344,COMP-00647,2024,Q4,9.54,5.99,0.0,0.16,6,4,21
10345,COMP-00647,2025,Q1,30.42,5.36,8.35,3.38,20,19,51
10347,COMP-00647,2025,Q3,27.86,5.83,0.0,2.48,0,7,49
10348,COMP-00647,2025,Q4,51.79,5.65,4.93,1.77,2,21,0
10349,COMP-00647,2026,Q1,36.28,5.5,0.0,2.96,4,18,60
10350,COMP-00647,2026,Q2,33.88,5.21,7.89,1.48,18,1,22
10352,COMP-00647,2026,Q4,21.06,3.08,7.34,5.38,14,17,31
10353,COMP-00648,2023,Q1,14.46,5.88,13.52,4.77,15,18,50
10354,COMP-00648,2023,Q2,30.48,4.82,9.11,0.38,25,37,26
10355,COMP-00648,2023,Q3,34.41,6.16,20.05,5.19,26,26,17
10356,COMP-00648,2023,Q4,35.91,5.72,6.17,1.71,0,12,61
10357,COMP-00648,2024,Q1,13.59,5.58,13.82,7.69,25,9,0
10358,COMP-00648,2024,Q2,20.28,5.55,15.39,3.36,28,19,34
10360,COMP-00648,2024,Q4,35.94,6.07,9.19,3.49,23,13,0
10361,COMP-00648,2025,Q1,42.91,4.21,8.92,2.03,21,33,68
10362,COMP-00648,2025,Q2,44.75,5.2,11.26,2.3,22,31,72
10363,COMP-00648,2025,Q3,30.78,5.8,14.31,3.08,25,15,12
10364,COMP-00648,2025,Q4,54.88,6.19,9.8,2.73,23,29,31
10365,COMP-00648,2026,Q1,26.3,5.61,12.24,10.4,19,30,65
10366,COMP-00648,2026,Q2,19.97,5.36,14.37,3.12,37,5,49
10367,COMP-00648,2026,Q3,26.74,5.51,11.06,4.57,16,16,5
10368,COMP-00648,2026,Q4,56.31,4.92,5.11,1.17,19,15,0
10369,COMP-00649,2023,Q1,54.76,5.39,23.46,8.24,4,5,8
10370,COMP-00649,2023,Q2,54.59,4.66,27.21,6.66,4,4,9
10371,COMP-00649,2023,Q3,51.05,4.66,18.72,5.09,3,3,3
10372,COMP-00649,2023,Q4,92.05,4.93,52.52,13.23,7,5,6
10373,COMP-00649,2024,Q1,49.64,5.82,39.33,10.48,6,5,8
10374,COMP-00649,2024,Q2,36.33,5.52,17.85,6.51,2,4,6
10375,COMP-00649,2024,Q3,42.59,6.33,39.09,10.32,5,4,10
10376,COMP-00649,2024,Q4,64.66,6.13,34.36,9.51,5,5,8
10377,COMP-00649,2025,Q1,55.27,5.03,22.46,6.94,3,4,4
10378,COMP-00649,2025,Q2,60.73,5.02,31.64,9.28,6,5,9
10379,COMP-00649,2025,Q3,49.7,5.11,26.32,8.17,4,5,7
10380,COMP-00649,2025,Q4,48.74,5.93,32.54,11.13,5,5,6
10381,COMP-00649,2026,Q1,46.83,6.09,24.44,8.7,3,5,7
10382,COMP-00649,2026,Q2,45.89,6.12,37.74,14.02,6,4,7
10384,COMP-00649,2026,Q4,68.39,6.8,27.15,7.36,4,4,6
10385,COMP-00650,2023,Q1,51.56,5.12,16.23,7.37,3,3,6
10386,COMP-00650,2023,Q2,68.84,6.29,23.14,5.44,4,5,12
10387,COMP-00650,2023,Q3,39.08,6.92,29.22,6.79,5,4,7
10388,COMP-00650,2023,Q4,52.65,6.17,33.87,9.02,7,5,10
10389,COMP-00650,2024,Q1,51.62,5.83,24.39,5.2,4,4,1
10390,COMP-00650,2024,Q2,30.46,5.54,1.27,0.0,0,2,7
10391,COMP-00650,2024,Q3,22.33,5.92,17.78,6.27,2,4,0
10392,COMP-00650,2024,Q4,52.49,5.83,33.63,8.54,5,4,5
10393,COMP-00650,2025,Q1,62.8,5.97,24.89,8.72,4,4,2
10394,COMP-00650,2025,Q2,49.82,5.41,21.36,6.52,4,4,1
10395,COMP-00650,2025,Q3,61.55,5.92,18.84,8.0,4,6,10
10396,COMP-00650,2025,Q4,46.19,6.07,19.92,8.91,4,5,8
10397,COMP-00650,2026,Q1,60.25,5.1,9.23,5.05,2,4,4
10398,COMP-00650,2026,Q2,39.26,6.78,14.62,3.69,2,4,4
10399,COMP-00650,2026,Q3,69.89,7.07,22.55,4.57,4,4,5
10400,COMP-00650,2026,Q4,66.25,7.04,33.47,9.11,5,7,4
10402,COMP-00651,2023,Q2,46.73,5.32,9.19,2.21,97,180,150
10403,COMP-00651,2023,Q3,61.09,5.57,17.9,5.54,825,859,1241
10404,COMP-00651,2023,Q4,33.06,5.24,17.63,1.19,640,532,612
10405,COMP-00651,2024,Q1,53.5,5.0,7.26,4.77,404,779,1059
10406,COMP-00651,2024,Q2,41.93,6.63,4.93,3.07,484,109,690
10407,COMP-00651,2024,Q3,38.51,5.73,4.12,1.57,259,413,638
10408,COMP-00651,2024,Q4,55.66,4.91,19.57,6.86,795,453,768
10409,COMP-00651,2025,Q1,53.97,5.46,22.9,4.03,1096,557,717
10410,COMP-00651,2025,Q2,37.76,5.44,9.06,2.46,483,442,733
10411,COMP-00651,2025,Q3,33.28,6.14,12.44,6.71,632,475,477
10413,COMP-00651,2026,Q1,36.06,5.27,4.49,1.51,549,347,1506
10414,COMP-00651,2026,Q2,40.28,4.72,10.37,6.7,351,386,773
10415,COMP-00651,2026,Q3,20.62,5.44,5.77,0.0,417,608,0
10416,COMP-00651,2026,Q4,31.03,4.64,18.86,3.78,462,611,698
10417,COMP-00652,2023,Q1,39.13,5.0,16.97,4.88,327,206,784
10418,COMP-00652,2023,Q2,62.84,6.44,29.04,8.29,811,804,1908
10419,COMP-00652,2023,Q3,30.07,6.28,14.56,4.05,315,690,1038
10420,COMP-00652,2023,Q4,42.26,5.45,31.54,10.63,573,913,966
10421,COMP-00652,2024,Q1,37.86,6.26,18.26,6.13,328,791,1488
10422,COMP-00652,2024,Q2,46.56,5.4,10.84,3.85,362,519,525
10423,COMP-00652,2024,Q3,65.15,6.55,38.29,9.68,1039,923,1387
10424,COMP-00652,2024,Q4,42.96,4.72,19.01,7.26,634,588,1445
10425,COMP-00652,2025,Q1,44.49,5.03,20.68,6.6,727,592,522
10426,COMP-00652,2025,Q2,72.22,6.28,35.89,12.13,879,1020,436
10427,COMP-00652,2025,Q3,51.22,5.92,32.45,9.35,1126,987,1113
10428,COMP-00652,2025,Q4,53.38,5.29,30.54,10.32,829,975,1622
10429,COMP-00652,2026,Q1,53.84,6.2,33.46,11.66,999,842,1571
10430,COMP-00652,2026,Q2,71.1,5.06,31.1,9.58,713,791,972
10431,COMP-00652,2026,Q3,54.23,6.95,27.68,9.32,640,930,1540
10432,COMP-00652,2026,Q4,59.25,5.94,24.56,7.65,775,1045,1561
10433,COMP-00653,2023,Q1,33.52,5.72,16.77,5.76,495,807,567
10434,COMP-00653,2023,Q2,31.68,5.06,8.74,5.41,300,604,1647
10435,COMP-00653,2023,Q3,19.68,6.59,3.3,0.34,210,569,789
10437,COMP-00653,2024,Q1,48.17,6.55,24.16,6.41,646,374,744
10438,COMP-00653,2024,Q2,57.84,4.88,18.38,5.35,711,772,1592
10439,COMP-00653,2024,Q3,42.74,5.87,24.22,6.4,703,657,952
10440,COMP-00653,2024,Q4,34.08,4.56,11.66,3.78,212,191,1039
10441,COMP-00653,2025,Q1,34.14,6.05,11.96,6.05,475,421,61
10442,COMP-00653,2025,Q2,34.01,7.65,20.09,5.42,426,785,1250
10444,COMP-00653,2025,Q4,42.74,6.15,22.98,4.28,708,760,1072
10445,COMP-00653,2026,Q1,45.48,5.87,19.51,7.87,777,789,1206
10446,COMP-00653,2026,Q2,54.51,6.92,27.39,8.06,904,870,1281
10447,COMP-00653,2026,Q3,41.02,5.45,26.81,8.28,801,636,1655
10448,COMP-00653,2026,Q4,43.36,5.61,18.78,7.18,516,816,1130
10449,COMP-00654,2023,Q1,23.35,4.98,0.0,4.55,0,1,6
10450,COMP-00654,2023,Q2,32.02,5.42,3.38,1.37,1,2,4
10451,COMP-00654,2023,Q3,19.74,4.57,0.25,0.92,0,1,0
10453,COMP-00654,2024,Q1,49.65,3.83,4.54,0.0,3,2,6
10454,COMP-00654,2024,Q2,36.21,5.25,12.47,2.16,4,3,6
10455,COMP-00654,2024,Q3,24.95,5.23,13.89,4.45,3,7,2
10456,COMP-00654,2024,Q4,24.86,5.44,14.53,3.93,6,1,11
10457,COMP-00654,2025,Q1,34.51,6.38,5.27,1.61,1,1,8
10458,COMP-00654,2025,Q2,40.1,7.38,9.1,0.86,2,6,12
10459,COMP-00654,2025,Q3,26.38,4.6,17.63,6.6,4,0,5
10460,COMP-00654,2025,Q4,33.88,5.21,10.97,5.6,4,6,4
10461,COMP-00654,2026,Q1,38.47,5.15,3.78,3.12,4,9,0
10462,COMP-00654,2026,Q2,32.68,6.79,9.48,3.13,3,3,4
10463,COMP-00654,2026,Q3,35.79,6.84,15.27,4.9,10,6,11
10464,COMP-00654,2026,Q4,47.29,5.14,15.73,3.85,7,7,8
10465,COMP-00655,2023,Q1,33.81,4.54,9.67,2.23,12,15,8
10466,COMP-00655,2023,Q2,31.43,5.04,21.11,9.09,24,25,13
10467,COMP-00655,2023,Q3,61.77,4.9,24.47,8.1,21,29,47
10468,COMP-00655,2023,Q4,44.95,6.58,17.82,4.04,31,28,26
10469,COMP-00655,2024,Q1,54.31,5.14,14.67,3.65,14,33,57
10470,COMP-00655,2024,Q2,67.42,6.72,27.95,11.92,40,32,47
10471,COMP-00655,2024,Q3,51.83,5.97,18.0,6.0,22,37,47
10472,COMP-00655,2024,Q4,37.49,5.64,23.9,6.52,31,32,45
10473,COMP-00655,2025,Q1,63.76,6.88,15.82,7.94,26,34,35
10474,COMP-00655,2025,Q2,44.61,6.13,17.09,5.82,19,35,52
10475,COMP-00655,2025,Q3,57.37,4.79,10.92,3.34,17,35,44
10476,COMP-00655,2025,Q4,50.43,6.6,34.44,10.91,27,49,37
10477,COMP-00655,2026,Q1,55.76,5.3,9.87,4.28,10,32,67
10478,COMP-00655,2026,Q2,55.65,5.95,16.34,6.27,13,29,15
10479,COMP-00655,2026,Q3,44.48,6.21,17.94,5.24,29,25,30
10480,COMP-00655,2026,Q4,32.12,5.56,0.0,0.0,2,22,46
10481,COMP-00656,2023,Q1,35.71,4.81,10.77,4.85,3,3,0
10482,COMP-00656,2023,Q2,31.4,5.16,3.56,3.76,2,2,2
10483,COMP-00656,2023,Q3,37.22,6.21,3.3,1.98,3,1,0
10484,COMP-00656,2023,Q4,22.95,5.46,17.99,8.44,4,2,4
10485,COMP-00656,2024,Q1,27.73,4.78,0.0,1.15,0,1,7
10486,COMP-00656,2024,Q2,37.68,4.89,14.02,0.0,1,2,2
10487,COMP-00656,2024,Q3,14.28,5.16,5.35,0.0,1,1,4
10488,COMP-00656,2024,Q4,37.99,5.24,22.27,6.4,4,2,6
10489,COMP-00656,2025,Q1,23.89,4.69,5.68,0.0,1,2,4
10490,COMP-00656,2025,Q2,13.74,4.75,0.0,3.51,0,1,0
10491,COMP-00656,2025,Q3,50.73,6.13,8.51,2.91,2,3,2
10492,COMP-00656,2025,Q4,41.08,5.64,16.04,4.87,3,4,2
10493,COMP-00656,2026,Q1,39.31,5.1,21.88,5.16,5,3,0
10494,COMP-00656,2026,Q2,34.16,4.89,6.24,4.9,2,3,1
