response_id,remote_work_percentage,employee_satisfaction_score,reskilled_employees
5768,29.76,4.31,1
5769,32.69,6.03,2
5770,35.32,5.8,4
5771,44.43,5.68,2
5772,35.75,5.63,2
5773,23.29,5.34,2
5774,23.02,5.96,3
5776,13.53,6.02,4
5777,28.78,5.41,116
5778,46.66,5.3,425
5779,47.31,5.26,1609
5780,38.59,6.3,1169
5781,51.05,4.37,1429
5782,56.36,5.11,1814
5784,40.26,5.72,270
5785,44.83,6.36,604
5786,30.45,4.83,736
5787,50.88,4.01,517
5788,46.02,4.96,1233
5789,40.47,5.34,1065
5790,42.46,4.23,505
5791,51.12,5.39,1843
5792,37.29,6.33,1712
5793,24.75,5.52,58
5794,32.71,4.42,26
5795,46.19,7.54,45
5796,65.43,6.67,52
5798,29.22,4.7,32
5799,43.05,5.44,34
5800,54.08,5.84,65
5801,40.64,5.27,31
5803,37.14,5.38,13
5804,57.93,5.44,37
5805,36.84,4.34,57
5806,44.04,5.88,43
5807,57.37,5.73,50
5808,43.3,5.2,15
5809,26.53,5.17,15
5810,32.9,3.94,44
5811,29.59,4.96,37
5812,26.87,5.41,26
5814,33.53,5.37,39
5815,25.69,5.23,9
5816,55.73,6.72,21
5817,16.74,6.91,19
5818,43.6,5.22,30
5819,27.76,4.75,32
5820,17.13,4.23,32
5821,41.49,5.82,10
5822,34.0,6.18,60
5823,26.13,5.52,75
5824,44.87,6.81,35
5825,43.25,5.43,20
5826,35.43,6.06,9
5827,14.64,5.1,3
5828,20.51,5.16,4
5829,55.68,6.2,37
5831,16.97,4.24,7
5832,28.66,6.55,10
5833,32.29,6.11,7
5834,49.41,6.38,29
5835,27.51,5.31,43
5836,53.31,5.59,39
5837,51.66,6.9,39
5838,37.93,5.74,30
5839,29.4,5.45,19
5840,41.17,6.25,40
5841,44.54,6.37,4
5842,32.24,5.85,1
5844,44.11,7.26,3
5845,55.1,4.38,1
5846,47.52,4.72,2
5847,41.26,4.08,0
5848,29.74,5.49,1
5849,39.49,4.65,1
5850,30.96,5.22,1
5851,45.49,5.48,1
5852,43.87,4.97,2
5853,45.03,6.83,3
5854,54.88,4.04,1
5855,40.86,5.52,1
5856,38.47,5.44,2
5857,19.84,5.55,10
5858,52.79,5.05,9
5859,50.64,5.03,11
5860,33.71,4.95,18
5861,37.46,5.58,9
5862,32.21,6.74,18
5863,45.76,5.46,6
5864,35.16,5.46,18
5865,5.58,5.35,4
5866,54.01,4.68,21
5867,47.93,6.5,11
5869,33.99,5.92,12
5870,35.83,5.56,19
5871,14.89,5.01,17
5872,52.48,6.5,23
5873,56.79,5.66,94
5874,49.29,5.68,88
5875,66.0,5.96,65
5876,49.24,5.87,71
5877,58.92,7.2,105
5878,58.45,5.58,59
5879,85.53,6.2,130
5880,56.54,4.64,91
5881,49.32,5.58,47
5882,36.05,5.69,121
5883,74.24,5.91,82
5884,61.49,7.01,100
5885,54.52,5.73,82
5886,53.88,5.34,75
5887,55.89,7.34,190
5888,70.21,6.05,92
5889,23.56,5.66,1
5890,31.48,5.57,0
5891,33.8,5.77,2
5892,18.56,5.24,1
5893,15.52,4.69,1
5894,39.55,5.44,1
5895,20.63,6.11,5
5896,25.49,5.34,0
5897,46.96,5.06,0
5898,17.14,4.04,0
5900,19.62,4.71,1
5901,23.97,4.87,1
5903,36.67,4.52,6
5904,21.8,4.79,2
5905,44.59,6.9,748
5906,13.51,5.29,380
5908,17.31,6.24,0
5909,44.0,4.81,533
5910,33.46,5.26,330
5911,25.94,4.31,479
5912,48.59,6.63,803
5913,43.5,6.65,813
5914,19.95,5.78,562
5915,38.82,6.26,910
5916,36.29,4.46,706
5917,30.33,6.04,311
5918,33.26,5.05,416
5919,39.71,4.81,690
5920,51.46,5.69,1015
5921,20.33,7.31,844
5922,23.46,4.68,949
5923,41.99,5.44,1058
5924,35.0,6.8,1041
5925,43.64,5.08,1521
5926,42.38,6.39,817
5927,24.54,6.7,1350
5928,47.53,5.72,786
5929,35.28,6.67,960
5930,43.0,7.6,513
5931,36.68,5.4,1553
5932,37.48,6.02,1065
5933,44.59,7.04,636
5934,58.72,6.61,860
5935,56.85,5.86,1110
5936,53.4,5.65,991
5937,37.2,7.63,700
5938,43.63,6.15,629
5939,44.11,4.93,415
5941,51.1,6.9,480
5942,40.18,4.67,324
5943,60.49,6.52,641
5944,49.29,5.26,794
5945,55.0,5.39,928
5946,57.94,5.92,771
5947,52.52,4.18,691
5949,57.48,6.14,702
5951,43.14,5.8,467
5952,49.17,5.03,191
5953,39.41,5.58,2
5954,45.67,4.75,1
5955,27.55,4.73,2
5956,41.26,5.57,5
5957,31.92,6.05,0
5958,48.41,5.48,7
5959,56.87,4.45,4
5960,30.59,6.72,2
5961,33.1,4.88,3
5962,62.76,6.08,4
5963,43.67,6.3,7
5964,43.56,6.24,4
5965,31.38,5.58,4
5966,35.79,3.81,0
5967,36.61,6.97,6
5968,33.99,4.18,4
5969,50.97,5.68,0
5970,72.53,5.53,6
5971,29.32,6.35,1
5972,11.61,4.78,5
5974,29.66,5.5,1
5975,24.2,5.53,3
5976,28.35,6.08,3
5977,30.8,4.89,6
5978,24.63,5.2,7
5979,36.06,7.17,4
5980,33.64,5.15,4
5981,45.11,6.31,5
5982,35.33,4.93,1
5983,29.32,4.52,2
5984,45.61,5.41,4
5985,36.44,5.87,2045
5986,50.15,5.72,1333
5987,60.49,5.94,989
5988,41.26,6.74,1239
5989,56.96,4.73,1352
5990,37.29,5.66,1260
5991,50.94,5.21,1163
5992,23.43,4.74,1035
5993,48.24,4.5,413
5995,45.24,4.56,1444
5996,45.38,5.15,919
5997,40.16,4.47,290
5998,57.8,6.41,2017
5999,56.79,5.39,1406
6000,21.65,4.79,90
6001,44.61,5.27,55
6002,40.73,6.29,11
6003,35.19,5.41,61
6004,38.53,5.33,56
6005,39.97,4.89,47
6006,69.04,4.36,44
6007,44.69,6.46,33
6008,50.43,4.99,24
6009,38.06,6.26,97
6010,60.82,5.48,48
6011,47.43,6.67,38
6012,70.1,4.24,40
6013,29.44,5.4,68
6014,51.52,5.63,87
6015,49.63,7.13,70
6016,57.78,6.02,100
6017,35.44,5.36,2480
6018,30.51,5.71,1674
6019,34.55,5.01,1886
6020,34.31,5.52,1292
6021,42.71,5.06,1617
6022,59.59,6.37,1658
6023,52.0,4.93,917
6024,71.39,6.94,1751
6025,47.39,5.8,1898
6026,74.96,5.51,2070
6027,15.67,5.33,774
6028,42.73,5.59,1709
6029,50.03,5.46,2100
6030,36.97,6.46,2481
6031,54.99,4.35,1303
6032,54.47,3.69,1649
6033,68.9,4.01,47
6034,40.16,5.45,30
6035,55.86,5.89,25
6036,56.32,6.77,125
6037,87.77,5.34,69
6038,70.3,5.45,93
6039,38.64,4.29,82
6040,67.52,6.25,24
6041,69.48,5.6,81
6043,58.76,5.61,14
6044,58.04,6.76,51
6045,68.36,6.94,80
6046,48.64,4.92,57
6047,74.57,5.01,59
6048,50.95,5.16,78
6049,45.76,5.02,34
6050,41.1,5.73,61
6051,29.11,4.72,42
6052,27.46,6.39,29
6053,24.04,4.58,20
6054,46.48,5.19,61
6055,38.77,6.07,34
6056,38.37,4.79,31
6057,41.56,4.44,32
6058,33.43,6.07,50
6059,32.55,6.59,34
6060,30.82,5.81,48
6061,49.62,6.15,49
6062,44.67,5.05,32
6063,54.16,7.61,34
6064,40.67,5.99,41
6065,34.53,6.21,1
6066,51.54,5.05,2
6067,38.14,5.32,1
6068,30.86,4.84,2
6069,28.8,4.97,2
6070,35.31,5.62,1
6071,43.3,4.74,0
6072,38.94,4.93,0
6073,21.29,4.02,0
6074,31.09,5.29,1
6075,29.4,5.21,1
6076,29.79,5.99,1
6077,44.29,5.46,2
6078,40.85,5.52,2
6079,51.65,6.1,1
6080,42.94,5.18,1
6081,31.95,5.47,374
6082,52.0,5.66,472
6083,43.57,5.79,456
6085,28.83,5.99,1122
6086,46.94,4.89,613
6087,36.65,6.04,741
6088,15.86,6.06,512
6089,26.37,5.73,595
6090,38.7,5.55,641
6091,42.74,5.8,882
6092,33.12,3.89,590
6093,45.6,4.5,758
6094,29.49,5.61,689
6095,38.65,6.74,769
6096,25.4,5.61,750
6097,20.31,4.4,20
6098,55.75,5.11,78
6099,50.59,5.57,27
6100,33.48,4.64,30
6101,55.84,6.2,40
6102,28.87,6.05,42
6104,57.54,6.18,47
6105,39.14,5.47,70
6106,41.81,5.88,51
6107,36.7,5.47,35
6108,52.19,6.16,100
6109,32.8,4.94,63
6110,56.26,7.04,79
6111,51.1,6.0,40
6112,48.45,6.07,40
6113,43.35,5.27,5
6114,20.5,5.25,59
6115,32.06,5.43,68
6116,35.98,5.83,33
6117,30.83,5.88,50
6118,32.99,7.14,100
6119,46.4,5.23,68
6120,49.5,5.05,0
6121,14.61,6.07,46
6122,31.75,5.89,50
6123,41.82,5.73,48
6124,26.75,5.79,17
6125,38.64,5.77,67
6126,25.68,5.3,51
6127,34.03,6.09,91
6128,22.31,5.84,37
6129,33.35,5.55,59
6130,19.35,6.14,72
6131,21.63,4.49,34
6132,46.51,6.11,66
6133,23.47,3.8,56
6134,49.08,6.34,36
6135,49.64,6.14,38
6136,11.42,6.27,103
6137,33.54,7.3,66
6138,19.09,6.59,44
6139,40.5,5.85,62
6140,28.6,6.66,94
6141,27.86,5.58,88
6142,45.66,6.4,73
6144,40.82,6.61,66
6145,44.65,5.28,0
6146,48.74,6.3,1356
6147,31.37,5.64,1649
6148,46.95,4.51,1092
6149,47.71,5.57,1084
6150,37.8,5.64,2490
6152,66.66,6.13,2054
6153,51.76,5.52,2018
6154,46.61,7.71,2904
6156,38.37,5.9,2027
6157,19.71,6.0,1341
6158,42.39,5.5,805
6159,58.99,6.56,1495
6160,53.31,6.42,3098
6161,25.69,4.78,4
6162,35.96,6.13,0
6163,18.93,4.81,9
6164,21.55,5.8,1
6165,34.72,6.56,4
6166,26.85,4.69,0
6167,31.66,6.72,0
6168,31.62,4.69,0
6169,28.89,6.02,2
6170,47.44,4.77,4
6171,35.03,4.69,0
6172,48.82,5.04,0
6173,36.21,5.06,3
6174,43.11,5.61,5
6175,24.25,5.12,1
6176,47.32,4.12,4
6177,61.14,4.69,3
6178,49.09,4.92,3
6179,14.12,5.0,1
6180,46.47,4.94,4
6181,58.11,5.48,3
6182,45.52,5.37,1
6183,65.79,5.44,2
6184,37.85,5.6,3
6185,47.77,4.9,2
6186,29.22,4.91,3
6187,43.02,7.03,3
6188,41.39,5.2,3
6189,43.82,4.93,1
6190,65.79,4.22,1
6191,32.42,5.54,2
6192,43.64,4.46,4
6193,29.64,5.18,0
6194,62.67,5.31,2
6195,58.03,5.74,3
6196,52.73,5.41,1
6197,35.65,5.7,2
6198,49.36,4.6,0
6199,51.57,5.29,2
6200,49.59,4.68,1
6201,50.13,5.08,1
6202,51.75,5.61,0
6203,49.72,6.69,0
6204,54.23,4.04,1
6205,37.11,4.96,2
6206,77.13,5.19,1
6207,43.34,4.27,1
6208,42.2,5.67,1
6209,49.47,6.34,71
6210,43.99,4.64,51
6211,55.22,5.75,12
6212,31.25,5.52,21
6214,68.95,5.94,42
6215,62.2,5.91,54
6216,54.56,6.31,33
6217,43.76,5.38,32
6218,46.46,4.87,60
6219,57.91,5.44,38
6220,60.21,5.8,19
6221,45.99,5.45,68
6222,61.11,5.23,54
6223,59.02,5.75,32
6224,57.34,7.11,78
6225,59.46,4.53,32
6226,31.97,3.74,19
6227,48.36,5.05,49
6228,43.04,5.75,54
6229,41.05,6.12,38
6230,52.1,6.48,48
6231,38.71,4.22,53
6232,57.62,4.98,14
6233,32.55,4.99,59
6234,64.02,5.69,40
6235,50.86,6.19,61
6236,43.05,6.27,52
6237,51.61,4.74,0
6238,40.82,4.19,10
6239,49.82,5.6,57
6240,51.93,5.86,32
6241,41.23,5.66,19
6242,48.96,5.92,52
6243,47.28,4.77,62
6244,49.08,6.3,30
6245,32.0,5.29,26
6246,58.62,5.74,44
6247,25.57,5.94,14
6248,39.83,4.7,28
6249,9.51,6.15,41
6250,48.64,5.03,34
6251,43.73,5.3,30
6252,34.97,5.49,20
6253,45.69,6.49,67
6254,48.66,6.3,37
6255,53.74,5.43,20
6256,45.46,5.18,25
6257,35.23,5.59,48
6258,41.47,5.87,66
6259,43.12,5.13,35
6260,30.57,6.85,54
6261,48.5,5.65,2
6262,30.54,4.85,14
6263,35.05,5.46,28
6264,7.59,6.0,38
6265,29.58,4.54,35
6266,51.76,4.87,48
6267,37.96,7.46,51
6268,56.91,6.9,55
6269,47.47,5.66,26
6270,27.55,6.43,48
6271,30.3,6.01,32
6272,54.08,5.5,30
6273,30.65,5.41,15
6274,39.6,5.01,13
6275,38.15,5.11,13
6276,41.59,4.59,15
6277,36.16,4.65,5
6279,35.91,6.54,19
6280,54.07,5.0,16
6281,35.98,6.49,3
6282,50.39,5.87,16
6283,31.39,5.06,15
6284,28.15,4.58,3
6285,23.28,5.45,20
6286,34.27,5.42,15
6287,30.94,3.88,13
6288,33.88,5.66,13
6289,65.12,6.02,0
6290,42.93,5.53,7
6291,35.52,4.48,2
6292,66.59,4.94,3
6293,59.18,5.84,8
6294,40.11,6.17,9
6295,59.13,6.59,11
6297,48.14,4.96,7
6298,60.08,5.67,6
6299,75.08,6.03,2
6300,32.84,6.55,7
6301,54.14,5.47,9
6302,57.51,5.76,7
6303,34.24,5.53,3
6304,54.73,5.39,7
6307,44.64,5.5,0
6308,19.84,5.34,1
6309,40.49,6.1,0
6310,38.91,5.5,0
6311,44.34,4.75,0
6312,35.63,5.01,0
6313,55.09,4.97,0
6314,12.74,5.27,0
6315,41.36,5.79,0
6316,50.09,5.41,2
6317,24.09,4.33,1
6318,36.35,5.35,0
6319,40.6,5.67,1
6320,30.63,4.18,1
6321,41.37,5.78,26
6322,55.28,6.22,31
6323,51.62,5.91,10
6324,59.93,5.43,4
6325,79.68,4.86,5
6326,64.08,5.04,17
6327,62.17,6.22,30
6328,57.36,4.47,14
6329,49.17,6.16,18
6330,59.73,5.64,36
6331,64.62,5.35,15
6332,70.21,4.57,21
6333,61.98,5.46,8
6334,66.51,4.63,10
6335,59.95,4.94,26
6336,67.34,6.11,29
6337,40.39,5.12,23
6338,17.16,5.1,10
6339,32.85,5.49,13
6340,30.31,5.85,9
6341,41.35,4.52,12
6342,29.66,6.98,16
6343,33.39,5.38,22
6344,20.0,5.77,17
6345,32.3,5.4,16
6346,30.69,5.48,16
6347,27.18,5.41,25
6348,43.8,4.44,23
6349,34.6,5.21,30
6350,34.22,5.41,32
6351,37.45,5.21,12
6352,17.84,4.77,14
6353,21.14,5.48,1
6354,29.56,4.58,1
6355,60.74,6.04,0
6356,11.99,5.23,0
6357,43.25,4.02,1
6358,21.17,5.71,1
6359,32.09,5.35,1
6360,26.65,4.98,0
6361,50.32,4.48,0
6362,39.2,5.06,1
6363,11.97,4.38,0
6364,24.45,5.76,1
6366,23.14,5.36,1
6367,37.39,4.05,0
6368,34.33,5.82,1
6370,33.49,4.8,491
6371,48.81,4.81,551
6372,65.22,4.9,637
6373,52.45,6.27,641
6374,61.47,6.85,798
6375,68.8,6.75,614
6376,46.29,6.08,1206
6377,63.3,4.73,410
6378,43.92,5.71,932
6379,64.18,6.01,689
6380,57.33,5.51,871
6381,49.64,6.81,1219
6382,59.12,6.78,769
6383,55.16,6.66,930
6384,54.92,5.85,675
6385,43.58,6.46,64
6386,33.47,5.01,114
6387,48.86,5.53,93
6388,51.43,5.02,16
6389,51.43,4.17,97
6390,38.38,4.32,51
6391,35.85,5.43,9
6392,46.97,6.71,115
6393,50.73,4.2,52
6394,55.5,5.91,99
6395,45.86,6.72,113
6396,43.01,5.58,41
6397,50.83,4.65,55
6398,67.11,6.63,66
6399,49.88,5.83,83
6400,60.18,5.98,6
6401,42.74,4.96,2
6402,44.49,5.63,2
6403,25.99,4.54,1
6404,43.12,4.17,1
6405,37.7,5.41,2
6406,51.03,6.66,3
6407,41.98,5.48,2
6408,29.05,5.91,1
6409,46.92,5.17,1
6410,26.48,5.53,1
6411,41.84,6.81,1
6412,56.53,4.62,1
6413,64.48,5.64,1
6414,53.61,5.51,2
6415,50.18,4.05,0
6416,62.89,5.8,2
6417,35.47,4.85,3
6418,50.35,5.77,0
6419,41.21,4.41,6
6420,45.73,7.55,4
6421,48.2,5.19,4
6422,26.79,4.95,5
6423,36.66,5.98,6
6424,36.49,5.57,5
6425,45.71,4.01,3
6426,44.05,5.44,5
6427,29.49,5.27,1
6428,46.66,5.98,3
6429,51.72,4.57,3
6430,46.2,3.84,3
6431,49.02,5.8,3
6432,45.99,5.19,3
6433,53.19,4.44,744
6434,48.41,7.62,2242
6435,49.53,5.48,662
6436,48.49,5.58,2899
6437,53.26,6.16,863
6438,52.67,5.53,1591
6439,53.75,5.24,1158
6440,54.11,6.17,1243
6441,25.79,5.14,2380
6442,46.48,6.07,3409
6443,58.24,4.88,1005
6444,43.84,5.73,1161
6445,62.12,7.25,2647
6446,68.44,5.91,2259
6447,56.2,7.43,1868
6449,23.42,5.76,6
6450,45.65,5.54,3
6451,38.68,5.9,3
6452,27.55,5.18,0
6453,56.95,5.15,6
6454,29.5,5.25,3
6455,56.86,4.31,5
6456,37.1,5.8,7
6457,36.11,4.66,5
6458,48.92,5.05,4
6460,28.57,4.72,0
6461,51.05,5.28,3
6462,52.01,5.35,3
6463,38.54,5.12,6
6464,40.52,5.75,5
6466,49.33,5.25,66
6467,47.12,5.52,21
6468,57.32,6.28,47
6469,50.34,5.24,6
6470,61.63,7.05,41
6473,47.54,5.18,50
6474,29.04,5.23,36
6475,58.05,5.69,71
6478,37.53,5.29,66
6479,36.54,6.27,38
6480,55.4,5.21,34
6481,11.35,4.83,0
6482,35.49,6.48,1
6483,31.11,5.88,0
6484,35.47,5.01,1
6485,33.4,6.17,0
6486,24.85,5.05,0
6487,25.77,5.2,1
6488,33.93,5.43,0
6489,39.98,5.91,0
6490,22.54,5.99,1
6491,28.95,5.65,1
6492,40.33,5.59,1
6493,38.56,5.42,2
6494,27.82,3.49,1
6495,36.22,5.95,1
6496,57.79,4.97,0
6497,33.93,4.55,212
6498,49.03,5.84,506
6499,48.22,5.16,0
6500,46.91,5.74,823
6501,47.11,7.13,616
6502,54.71,7.68,1392
6503,42.13,4.97,1023
6504,42.97,6.73,454
6505,52.98,5.61,632
6506,66.5,6.74,836
6507,53.3,6.13,840
6508,60.02,6.23,753
6509,45.58,5.85,579
6510,53.23,7.03,590
6511,61.1,6.43,631
6513,30.21,6.95,0
6514,60.33,4.38,1
6515,60.74,6.95,2
6516,47.89,7.22,2
6517,36.47,5.6,2
6518,58.12,5.76,1
6519,49.28,6.02,1
6520,46.4,6.07,2
6521,63.02,6.3,1
6522,52.08,4.14,2
6523,65.1,5.89,1
6525,64.17,5.89,2
6526,43.05,4.76,1
6527,60.61,5.71,2
6528,36.1,6.26,2
6529,38.32,5.7,3
6530,8.87,5.41,4
6532,18.92,5.53,1
6533,22.87,5.32,2
6534,0.0,6.75,2
6535,33.83,4.89,4
6536,20.72,4.97,4
6537,10.27,4.97,0
6538,21.92,3.56,2
6539,8.08,5.02,1
6540,23.12,4.92,3
6541,19.38,4.5,2
6542,21.61,4.62,2
6543,25.58,4.12,0
6544,31.65,4.55,4
6545,19.9,5.32,3
6546,21.41,5.63,2
6547,26.45,4.32,3
6548,45.86,5.55,2
6550,24.67,5.17,5
6551,8.57,5.54,3
6552,26.71,6.42,1
6553,23.3,6.74,2
6554,33.82,5.01,5
6555,32.57,6.23,4
6556,47.36,5.28,1
6557,40.37,5.42,1
6558,44.08,6.67,1
6559,8.38,5.87,2
6560,43.13,6.84,3
6561,49.59,4.72,1
6562,67.29,7.18,1
6563,48.22,5.88,1
6564,76.42,5.8,1
6565,71.36,5.34,1
6566,54.8,5.08,1
6567,49.75,5.96,1
6568,52.53,6.5,2
6569,54.55,4.53,1
6570,58.57,6.19,2
6572,65.57,5.02,1
6573,65.33,5.32,1
6574,22.14,6.89,1
6575,72.15,5.88,1
6576,43.14,3.43,1
6577,32.9,6.57,32
6578,43.15,5.9,13
6579,21.62,5.67,14
6580,46.25,5.49,50
6581,15.5,5.76,31
6582,32.95,6.45,38
6583,44.28,3.64,27
6584,23.79,4.61,11
6585,60.85,5.31,57
6586,51.78,6.22,47
6587,22.4,4.67,32
6589,55.59,6.4,95
6591,42.06,5.19,29
6592,31.96,4.21,32
6593,40.92,5.94,31
6594,70.56,5.65,54
6595,66.55,6.47,7
6596,58.18,5.96,61
6597,53.8,5.64,37
6598,60.16,5.96,23
6599,64.81,7.34,61
6600,61.84,6.34,37
6601,41.93,6.01,65
6602,38.78,6.16,60
6603,38.04,5.75,35
6604,48.47,4.85,28
6605,73.36,6.7,64
6606,44.76,4.62,31
6607,58.54,5.64,32
6608,45.81,5.38,10
6609,30.11,4.05,1
6610,40.55,4.13,2
6611,36.66,6.0,2
6612,28.99,5.15,1
6613,49.63,5.22,1
6614,36.8,6.0,0
6615,26.79,4.8,0
6616,35.23,5.88,1
6617,15.25,4.75,0
6618,27.4,5.58,1
6619,21.87,4.56,1
6620,31.76,5.83,1
6621,44.3,3.5,2
6622,26.52,6.2,1
6623,15.73,4.42,1
6624,25.42,5.81,2
6625,50.43,4.79,47
6626,52.1,4.5,86
6627,51.43,5.56,58
6628,44.87,3.9,61
6629,36.31,4.42,12
6630,40.27,6.62,56
6631,55.29,6.52,58
6632,64.56,6.49,14
6633,35.56,4.64,71
6634,46.49,6.8,80
6635,65.8,5.45,51
6636,49.41,6.19,102
6637,46.5,5.46,97
6638,52.45,5.44,24
6640,56.49,6.76,65
6642,30.84,6.54,1005
6643,52.16,5.0,574
6646,37.54,6.97,1365
6647,52.72,6.07,1632
6648,35.38,6.19,599
6649,46.77,6.44,776
6650,21.34,4.59,1600
6651,23.99,5.46,77
6652,67.84,6.68,522
6653,29.71,5.52,577
6654,44.23,6.31,783
6655,40.03,6.79,1076
6657,24.69,5.4,0
6658,33.17,5.26,7
6659,58.47,4.84,44
6660,33.03,6.04,4
6661,55.43,5.89,42
6662,21.79,4.68,21
6663,42.33,4.86,51
6664,35.74,4.67,40
6665,49.36,4.88,22
6666,41.91,6.5,8
6667,15.13,5.11,30
6668,24.88,4.57,32
6669,58.11,6.89,15
6670,23.28,5.42,27
6671,49.51,6.26,24
6672,47.89,4.73,13
6673,54.83,5.24,22
6674,56.43,5.86,30
6675,53.56,5.1,40
6676,44.28,5.09,47
6677,44.54,5.39,27
6678,52.58,5.5,46
6679,66.46,5.01,39
6680,52.13,6.1,32
6681,67.94,4.88,16
6682,44.8,3.47,44
6683,55.76,6.74,44
6684,44.29,7.33,63
6685,55.79,5.4,50
6686,62.99,6.01,47
6687,75.73,4.67,18
6688,67.9,6.91,24
6689,60.07,5.36,4
6690,60.13,5.69,4
6691,70.74,6.18,3
6692,38.89,6.17,3
6693,43.73,6.9,8
6694,44.72,5.31,2
6695,45.44,5.75,4
6696,33.28,5.93,5
6697,43.83,4.66,1
6698,39.52,5.78,1
6699,46.54,4.54,4
6700,23.52,4.72,3
6701,58.99,6.68,6
6702,59.95,5.21,4
6703,44.52,5.93,6
6704,27.39,5.39,6
6706,36.04,5.5,3
6707,45.1,4.64,6
6708,46.3,5.83,2
6709,34.87,4.85,4
6710,23.38,4.46,9
6712,49.68,6.27,2
6713,18.02,4.5,9
6714,36.37,4.53,5
6715,40.63,4.72,3
6716,55.99,4.78,5
6717,29.25,4.26,9
6718,38.4,5.76,4
6719,53.72,6.16,9
6720,18.84,6.22,5
6721,32.65,5.14,1
6723,33.91,4.97,2
6724,36.33,3.88,0
6725,43.84,6.89,2
6726,40.44,6.14,3
6727,25.26,5.46,2
6728,24.07,4.76,2
6729,49.4,5.86,2
6730,36.59,5.84,3
6731,46.36,6.37,2
6732,60.85,5.69,3
6733,42.63,5.92,3
6734,33.32,4.88,2
6735,32.14,6.38,3
6736,43.56,6.53,3
6737,33.22,4.91,23
6738,36.32,5.85,0
6739,13.83,5.0,0
6740,11.85,5.46,14
6741,43.2,5.11,30
6742,41.35,6.23,40
6743,32.03,7.2,45
6744,40.81,5.99,48
6745,42.47,6.3,78
6746,27.24,5.39,65
6747,48.18,5.86,67
6748,44.06,5.55,69
6749,44.04,5.2,18
6750,33.18,6.46,54
6751,41.03,6.53,91
6752,30.97,4.25,73
6753,26.65,6.62,9
6754,35.43,4.76,0
6755,57.93,4.49,13
6756,36.89,4.46,23
6757,48.18,5.34,20
6758,53.1,7.06,22
6759,37.4,5.65,28
6760,42.41,4.46,14
6761,57.11,6.44,20
6762,39.17,5.18,16
6763,42.76,5.56,44
6764,63.69,5.35,25
6765,35.0,5.48,26
6766,63.62,6.49,33
6767,31.22,4.8,8
6768,60.48,5.89,20
6769,20.27,6.39,25
6770,28.17,4.6,37
6771,40.72,4.09,56
6772,16.52,5.59,29
6773,18.67,5.26,44
6774,32.03,6.38,48
6775,44.45,5.65,7
6776,27.3,5.34,42
6777,46.78,4.88,17
6778,24.8,6.49,46
6779,29.46,5.36,53
6780,36.3,6.0,32
6781,15.02,4.46,4
6782,34.09,5.51,39
6783,23.84,7.13,47
6784,27.08,5.86,23
6785,42.77,5.38,47
6786,32.15,5.96,42
6787,40.92,5.64,13
6788,51.42,5.13,30
6789,25.64,5.05,2
6791,40.41,5.39,57
6792,31.49,6.74,26
6793,48.01,4.91,31
6794,30.04,6.54,17
6795,47.0,4.79,34
6796,46.7,5.34,33
6797,30.53,4.57,27
6798,40.73,5.97,38
6799,61.77,5.75,79
6800,50.82,5.43,21
6801,22.89,5.34,28
6803,43.48,5.26,10
6804,34.06,4.58,15
6805,32.34,5.78,0
6806,25.25,5.54,2
6807,35.72,5.74,26
6808,32.26,6.61,0
6809,41.25,6.1,33
6810,44.75,5.9,20
6811,35.66,6.72,21
6812,44.79,6.74,34
6813,38.54,5.34,51
6814,37.93,6.9,77
6815,31.9,5.83,35
6816,53.96,5.53,71
6817,28.1,3.32,203
6818,39.49,4.78,1303
6819,35.61,6.05,659
6820,61.22,5.96,1211
6821,19.52,5.0,1159
6822,31.5,5.41,1033
6823,38.96,4.8,1280
6825,23.04,5.1,1773
6826,45.99,5.51,893
6827,40.36,4.09,581
6828,37.64,6.71,1220
6829,27.47,5.96,691
6830,28.16,4.33,1407
6831,23.96,6.05,1183
6832,30.12,5.44,314
6833,54.36,4.69,0
6834,34.21,5.53,1
6835,39.34,5.7,0
6836,20.32,4.3,0
6837,50.47,5.17,2
6838,44.86,5.15,1
6839,53.01,7.35,2
6840,26.75,5.0,2
6841,59.9,5.62,2
6842,36.33,5.31,2
6843,42.16,6.78,2
6844,29.5,5.56,1
6845,53.45,6.87,2
6846,56.07,5.72,2
6847,34.2,4.87,1
6848,40.17,6.13,2
6849,41.23,5.65,12
6850,46.64,6.78,38
6851,55.35,5.75,29
6852,46.83,5.05,39
6853,12.61,4.28,31
6854,24.81,5.26,34
6855,42.86,5.11,35
6856,36.24,7.98,38
6857,11.44,5.96,16
6858,51.58,6.5,32
6859,46.85,5.41,30
6861,40.08,6.87,39
6863,43.12,6.71,25
6864,27.75,5.34,33
6865,63.04,4.38,18
6866,50.06,5.56,6
6867,66.33,6.0,37
6868,62.62,6.06,41
6869,57.58,4.49,31
6871,43.85,5.22,4
6872,47.16,5.8,31
6873,60.29,7.7,20
6874,55.36,5.38,24
6875,67.22,6.21,28
6876,48.13,5.0,58
6877,59.07,3.93,15
6878,52.73,6.13,42
6879,47.63,5.4,23
6880,59.45,5.27,75
6881,42.61,4.94,1828
6882,39.23,5.33,1148
6883,26.95,4.43,1298
6884,41.64,5.22,1593
6885,47.51,5.38,1715
6886,42.99,5.62,1193
6887,56.03,6.96,1312
6888,30.39,5.37,926
6889,65.1,6.36,1353
6890,31.86,5.93,1936
6891,42.5,5.25,1137
